Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
They would not let us give homework schools tutors.,They would not let us give homework to the high school tutors.,They were too busy with their own lives.,17.837021125658556,0.71970797,They were too busy.,They were too busy with their own classes.,65.33735102579823
Mom she kinds of know all stuff.,Maybe mom she kind of knew about all this stuff.,Mom is a very smart person.,8.92223185977169,0.8166136,Mom is a very smart woman.,Mom is a good teacher.,42.979217741432066
A all square there are kind of beatup buildings.,A all around this big square there are these kind of beatup little buildings.,There is a big tavern in the middle of the square.,20.87957493623441,0.8089785,There is a big tavern in the square.,There is a big tv in one of the buildings.,57.874953509732286
And they give you they will mail you reimbursements.,And they give you the they will mail you the reimbursement.,They are a good company.,6.990783281958351,0.76763034,They are a good company and they will help you.,They are a good company and they are very helpful.,56.60041465512297
Tell me i can get check seal.,Tell me when i can get checked out on seals.,I'll get it for you.,8.654739711628737,0.7102573,I'll get check seal.,I'll get it.,48.49331533333528
Do give the answer because you are denying them learning.,Do not give away the answers because you are denying them of learning.,You are a bad teacher.,10.502470289370274,0.75809854,You are a jerk.,You are a jerk to them.,46.858349983349996
Pretty when we rechecked her she was ready take it.,Pretty much when we rechecked her she was ready to take it off.,She ate the whole ice cream with a spoon.,14.530723948761981,0.6142833,She ate the whole ice cream.,She ate the whole piece of cake.,64.77832674083282
So i be act french theatre then i.,So i was acting in the french theatre then i.,'m a french theatre actor.,38.58446521593804,0.9000876,'m a french theatre actor.,'m a french student.,66.28575606888457
Are there particular trainers working the penguins hm.,Are there any particular trainers working with the penguins uh hm.,I don't think so.,4.21681073713638,0.6695461,I don't know.,I think so.,42.79153284901391
I just do you know see this is coming.,I just do not you know see where this is coming from.,I just don't see it coming.,29.385129823880884,0.79295707,I just do not see this is coming.,I just do not see this coming.,66.53465374092914
And it was lot than if she would buy it.,And so it was a lot cheaper than if she would bought it.,She was a smart person.,13.05058915965934,0.73159647,She was a smart buyer.,She was unsure about the price.,32.81669245759451
And day i kept tfour kids after school.,And on the last day i kept tfour kids after school.,I had a lot of fun playing with them.,13.933085224564904,0.7000538,I had a lot of fun.,I had a lot of work that day.,50.400990707846475
But them can not carry very stones.,But some of them cannot carry very many stones.,Stones are heavy.,13.010858237836603,0.85561585,They are too heavy.,Stones are too heavy.,55.683887887996065
Give the person who are make money breaks.,Give the people who are not making the money a break.,The person who are making money need breaks.,36.324104846897,0.8595215,Give them a break.,The person who are making money need to rest.,43.143917270244245
Do you have a ums use for red peppers.,Do you have a particular um use for the red peppers.,You can use them to make ketchup.,11.640994196003598,0.81515807,You can use them to make a spicy salsa.,You can use them to make a spicy chile sauce.,62.794897747308895
About it and lots the kid mentioned ana.,About it and a lot of the kids mentioned ana.,Ana is a girl.,5.394412489728842,0.8589847,Ana is a girl name.,Ana is a girl who likes to read.,44.22704626083232
And i am going get full then.,And i am going to get full then hunh.,I am going to eat some food.,29.175793383752968,0.87257266,I am going to eat.,I am hungry.,43.03317809054942
So penguin comes land and let us start again.,So the penguin comes up on land and let us start again.,The penguin lands on the ground.,29.47867634794766,0.80272907,The penguin lands on the beach.,The penguin lands on the ground and we start again.,61.31491550199043
