Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
I do think there be.,I do not think there is.,I do think there be.,54.06485872274535,0.83170116,I do think there be a problem.,I do think there be something.,60.77457992559633
Oh no i could go.,Oh no i could not go.,I don't want to go.,12.953670939141615,0.8481504,I don't want to go to the concert.,I don't want to go to the park.,62.50723416173909
When you get back we have hoove.,When you get back here we have dry hooves.,We'll take care of it.,7.052830175296741,0.7080715,We'll take care of you.,We're going to eat.,38.98784182504676
You know fears be crippling.,You know fear is o crippling.,You know you can't do anything about it.,26.09031487148631,0.7396107,You know you can't do anything about them.,You know you can't control them.,67.85968605546138
I mean they can make mistakes.,I mean they can make mistakes too.,They are human.,9.503132165404018,0.84735155,They are human beings.,They are still human beings.,54.92535770281084
Darren drag that crashpad to center mats and.,Darren drag that crashpad to the center of the mats and . bad connection.,Darren is on the floor.,12.498348471537145,0.8153516,Darren puts it down.,Darren is getting ready to ride.,25.325887014717
We stripped sides and everything.,We stripped the sides and everything.,We had a lot of work to do.,6.213404758938582,0.7282002,We had a lot of work to do to prepare for the party.,We had a lot of work to do to prepare for the big party.,62.34805412893656
This is his second day work it go there.,This is your second day of work it only goes down hill from there.,He is a new employee.,5.838738668333854,0.75887764,He is a new employee at the company.,He is a new employee at the restaurant.,58.21758571469206
He makes drinks that taste.,He makes some really nasty drinks that taste great.,He is a bartender.,7.612656048941768,0.7969559,He makes drinks that taste good.,He is a bartender at a bar.,28.44620709213365
I have much distance between us.,I have too much distance between us.,I can't see her every day.,11.294543240158756,0.86064315,I can't see her often.,I can't see him often.,59.030902842050295
A shots did they give him shot.,A shot why did they give him a shot.,They gave him a shot.,42.87942829579919,0.9245018,They gave him a shot.,A shots did they give him shot.,47.98391103472747
But they are married anymore but.,But they are not married anymore but still.,They still have a lot in common.,17.558853333820224,0.7516158,They still have a lot of things to talk about.,They still have a lot in common and are still friends.,49.41853083439393
Okay i will wait until those.,Okay i will wait until after that.,I will wait until those.,46.83128944909505,0.8981894,I will wait until those are done.,I will wait until i get there.,63.8408612670723
And pities the ref gave it a safety.,And out of pity the ref gave it not a safety.,It would have been a touchdown.,11.656367504211822,0.7841637,It would have been a fumble.,It would have been a touchdown if he had blown it.,56.63467364034519
She would like be back.,She would like to be back up here.,She had missed her flight.,13.055624950873723,0.74389356,She had missed her flight and missed her flight.,She had missed her plane.,60.84688092337219
They tell me stay away her do call or anything.,They tell me to stay away from her do not even call or anything.,I don't know what to do.,7.152199723906905,0.7082329,I don't want to be a stalker.,I don't know what to do.,49.52971906988458
My wives said she would like have register put room.,My wife said she would like to have a register put in this room.,My wife was disappointed.,16.230806492611862,0.75278485,My wife was upset.,My wife was angry.,51.05250327187601
And i found there is two books list our names one.,And i found there is two books listed under her name besides this one.,I can't remember the other one.,13.297833393894306,0.7683389,I can't remember the other.,I was so excited.,45.54916167857943
Although if we do it sidewalls.,Although if we do it in the sidewalls.,We are going to have a lot of trouble.,11.977396558234881,0.6719568,We are going to have a great time.,We are going to have a lot of dust.,67.20111471476898
She would not give them for world.,She would not give them up for the world.,She was very grateful for them.,25.22985078574378,0.843684,She was very grateful for her parents.,She loved her parents.,50.02150944496206
But power is to measure.,But power is difficult to measure.,Power is to control.,19.13103193581621,0.7838005,Power is to use.,Power is to be admired.,46.52618595858448
Israelite have become much for us.,The israelites have become much too numerous for us.,Israelite have become much for us.,52.76276855000391,0.8691852,"Israelite have become much for us, and we've become much for them.","Israelite have become much for us, and we've become much for them, too.",67.05120426716759
Those gives me more lift him.,That gives me more lift to him.,I'm a strong person.,7.1225071225071215,0.73706007,I'm a good person.,I'm able to carry him better.,20.973535464141825
Oh it is what you have want.,Oh it is just what you have always wanted.,It's what you have want.,37.05244672976847,0.84108144,It's what you have always wanted.,It is just what you have want.,58.443392934551994
Hey you know might have gotten.,Hey you never know might have gotten.,I am a little bit tired.,6.431399060944851,0.7089324,I am a little bit upset.,I am a little late.,61.542146436879605
We will get a napkin.,Oh now we will get a napkin.,We need to wipe our hands.,11.578159606865999,0.7907175,We need to wipe the table.,We need to wipe our hands clean.,59.55989701262057
Policy she take on their husband.,Because of the policy she took out on her husband.,She is a good wife and a good mother.,13.104621551321976,0.68601346,She is a good wife.,She is a good wife and a great mother.,65.6215668250065
And people went see what have happened.,And the people went out to see what had happened.,The robbery was a success.,5.507460369975535,0.69359565,The robbery was a huge success.,The robbery was over.,68.23098001898667
You look much arike like yeah.,You look so much arike like yeah.,I think you're a lot like me.,17.514520489533687,0.78458786,I think you're a lot like me too.,I like you much arike like,44.96159400983141
I would carry my own paperworks.,I would not carry my own paperwork.,I would be responsible for my own safety.,28.387215701339013,0.7329496,I would be responsible for my own actions.,I would be able to make sure that I got everything that I needed.,35.18869198929658
She was see good any.,She was able to see the good in any.,She was a good student.,29.007702917598305,0.7999574,She was a very good dancer.,She was a good friend to me.,39.513018960014776
Okay i do see you.,Okay i did not see you.,I do see you.,33.4012113155801,0.8352519,"I do see you, i do see you.","I do see you, i see you.",60.895033171145876
I have yeah that be good.,I usually have yeah that is good.,I have a lot of things to do.,17.677768948254048,0.6558976,I have a lot of work to do.,I have a lot of things.,68.037681616645
Times it come up i would punch.,Every time it come up busy i would punch redial.,I would punch him in the face.,26.8315023040902,0.74151903,I would punch the wall.,I would punch him in the mouth.,58.48496222548244
Besides thing they already said.,Besides all the things they already said.,I'm a big fan of theirs.,7.931033206328995,0.66324675,"I'm a big fan of theirs, so I'm sure they'll like this one too.","I'm a big fan of theirs, so I'm sure they'll like this one.",59.77044654000895
I was go see wilbur but he did.,I was going to see wilbur but he did not.,Wilbur is my brother.,15.943594252768733,0.74970686,Wilbur is my favorite artist.,Wilbur has a phobia of dogs.,27.872129956912357
Only heat you have in this room is one register there.,The only heat you have in this room is that one register over there.,The room is very cold.,14.382839871978542,0.79011106,The room is too hot.,The room is so cold.,53.711527167452424
I be lot of things that be go on.,I am aware of a lot of the things that are going on.,I be the one in charge of everything.,20.164153063826948,0.7386519,I be bored.,I be the one in charge.,41.52530367086985
Because this wall is eventually go come.,Because this wall is eventually going to come out.,I am going to break it down.,16.861919604019157,0.75766695,I am going to paint it white.,I am going to paint it red.,55.69423411249767
Mothers took the babies put baby put moses in water.,The mother took the baby put the baby put moses in the water.,The baby was crying.,13.699657421212105,0.7855648,The babies were thirsty.,The babies were thirsty and cried.,40.18906270956562
Yeah i go threehundred pounds days.,Yeah i go through about threehundred pounds a day.,I'm a big guy.,5.161474405719134,0.7873101,I'm a big eater.,I'm a monster.,30.797918731324316
And making it a straight shirt.,And just making it a straight shirt.,And making it a straight shirt.,80.1917789592964,0.9893204,"And making it a straight shirt, a straight shirt, and making it a straight shirt, and making it ","And making it a straight shirt, a straight shirt, and making it a straight shirt, a straight shirt",52.850301010379866
Just ahead you are do alright.,Just yogo ahead you are doing alright.,Just ahead you are do alright.,62.61051741179363,0.9063443,You'll do alright.,Just ahead you are do alright.,65.36270489056865
Because she be looking the windows.,Because she was looking out the window.,She want to look out the window.,47.29523266428684,0.9296503,She want to look out the windows.,She want to see the world.,62.87590890553201
I learn lots from snake.,I learned a lot from that snake.,I am a snake person.,17.31654810619549,0.8284583,I am a snake expert.,I am a student.,38.34311026046191
We put four pillows your knees.,We put four pillows under his knees.,We put four pillows on your knees.,63.87111061891535,0.9154043,We put four pillows your knees.,We sat on the couch.,44.99334567611692
Well they have band night.,Well they have a different band every night.,They are going to a local bar.,10.746937149991856,0.7005408,They are going to a local bar for a night of music.,They are going to a local bar for a live band.,66.54536068930261
I mean they do stuff.,I mean they do stuff like.,I mean they do stuff.,76.87888081894154,0.9616717,"I mean, they're just a bunch of weirdos.","I mean, they're just a bunch of people.",40.360433725733714
This mother know what she be doing.,And it does not say here that she devised a plan but believe me this mother knew what she was doing.,She is feeding her baby with a spoon.,10.300656495393431,0.6554698,She is feeding her baby a healthy diet.,She is feeding her baby a healthy breakfast.,62.73413335583952
Positions in order have wife.,Position in order to have a wife.,a man must have a wife.,34.64775800976683,0.8220592,a man should have a wife.,a man must have a wife first.,57.07238703491859
At he is sitting its feet i pet him.,At least he is not sitting on his feet when i pet him now.,He is very happy.,4.771542025322865,0.7649342,He is very happy and loves me.,He is very happy and friendly.,57.21976483176344
I of want hang out though.,I still kind of want to hang out though.,I don't know what to do.,12.02620378279252,0.7317154,I don't know if I want to go out.,I don't know if I want to go out tonight.,52.24821702528241
I can think of word.,I can never think of that word.,I can think of a word.,40.54203201383976,0.80726236,I can think of no word.,I can think of words.,69.43638609426564
Who is going hold account.,Who is going to hold the account.,I am going to hold the book.,51.230445750149634,0.7667115,I am going to hold the door open.,I am going to hold him.,68.67552104529159
Does tartar sauce go cajun spice.,Does tartar sauce go with cajun spices.,no,3.73134328358209,0.73306084,no,yes,24.06417112299465
I will have caesar salad.,I will have a caesar salad.,I like caesar salad.,54.1119958492386,0.93025804,I like caesar salads.,I like caesar dressing.,63.79567555598166
He would cut his nose spite her faces.,He would cut off his nose to spite his face.,He was very ruthless.,9.581276836040487,0.790849,He was very ruthless and had no respect for others.,He was very ruthless and had no respect for anyone.,57.24570318100169
It do matter you can keep her hand grip.,It does not matter you can keep your right hand grip.,You are so strong.,6.709097260278362,0.71768117,You're not strong enough to hold her.,You're not strong enough to do it.,41.88774778761287
And that backache just go.,And that backache just about went away.,It's time to go to bed.,6.685862313168586,0.7140175,It's time to get a massage.,It's time to get a new mattress.,47.979855608206684
He asked question establish it.,He asked those questions to establish it.,He wanted to be sure.,11.270275014559083,0.8519685,He wanted to be sure that it was true.,He wanted to be sure that he knew the right answer.,48.70308922751569
He has theories draw at art parallels.,He in here has some theories drawing at least art historical parallels.,He is a philosopher.,8.178059866235614,0.76186645,He is a theorist.,He is a theorist in philosophy.,42.755179501928176
As far as what be going.,As far as what is going on.,I be going to the zoo.,16.61270266139369,0.667548,I be going to the zoo tomorrow.,I be going to the park.,65.74054753636074
But why is it important a democracies person participate.,But why is it important in a democracy for the people to participate.,It is important a democracies person participate in the democratic process.,46.38925649509487,0.8694364,It is important a democracies person participate because it is the only way to keep the government accountable.,It is important a democracies person participate because it is the only way they can be represented.,62.14944992054794
I want get these books.,I want to get these books.,I want to read them.,31.845987951015047,0.91688496,I am going to the bookstore.,I am going to the book store.,46.366404484639204
Well i like this ponies.,Well i really like this pony.,They are so cute.,9.127064077702505,0.71317625,They are cute.,They are very cute.,55.809675189373344
So i eat local foods and get ill.,So i eat the local food and get deathly ill.,I don't know what to do.,8.996288286578814,0.67297256,I don't know what to do with myself.,I don't want to eat food that is bad for me.,34.85164228424796
It is it is difficult.,It is it is really difficult.,I can't believe how hard it is.,14.803107907092631,0.9003366,It is hard.,I can't believe it is so hard.,39.9042639228129
They use live in valencia california.,They used to live in valencia california.,They are now in san antonio california.,37.5405329350776,0.8239751,They are now in santa monica california.,They are now in san antonio texas.,67.25850222630658
You mean ones that i.,You mean the one that i.,I mean the ones that i.,66.00211221541743,0.88358283,I mean ones that i.,can't see?,39.820059098492564
I would like to go dinner.,I would like to go out to dinner though.,I would like to go to a restaurant.,45.21630399557872,0.9026516,I would like to go to a restaurant with you.,I would like to go to a place that serves sushi.,57.398674580219165
I do remember any them.,I do not remember any of them.,I was so excited to see them.,17.465808920983473,0.6642773,I was so excited.,I was so excited to see the pictures.,62.466842838098415
And ceiling fall down already.,And also the ceiling fell down already.,The ceiling is falling down.,32.74252333061672,0.8816948,The ceiling is so thin.,The ceiling is falling down on us.,62.676483295262095
We will have to buy those whiles.,We will not have to buy that for a while.,They are too expensive.,10.817917578201227,0.6955799,They are expensive.,We cannot afford to wait.,27.607583147194948
Well you apparently know do it.,Well you apparently knew how to do it.,I'm just asking you to do it.,22.142134631679653,0.72818923,I'm just asking you to prove it.,I'm not sure.,44.901884932600964
I know the one the right.,I know the one in the lower right.,I'm going to be the one who gives the right answer.,33.201539488957884,0.73629785,I'm going to go with him.,I'm going to be the one who catches the ball.,45.213331589751114
My sister make a loaves bread got have piece.,My sister made a loaf of bread got to have a piece.,My sister make a loaves bread got have piece.,55.08458536837077,0.9572081,My sister is a baker.,My sister make a loaves bread and got have piece.,53.59461973255094
And doors are open house come two dogs.,And all the doors are open into the house come these two dogs.,And the dogs are in the house and eat a lot of food.,32.843136601058376,0.8133838,And the dogs are in a dog park.,And the dogs are in the house and eat a hamburger.,56.35831889926561
Hey look i have no problems.,Hey look i have no problem at all.,I don't have a problem.,29.325875585471227,0.90760446,I don't have a problem with you.,I don't have to do anything.,51.233106329343755
I can finish up hanemakikomis.,I can finish up with a hanemakikomi.,Hanemakikomis isn't a word.,36.683883304881206,0.66677654,Hanemakikomis is the name of the game.,Hanemakikomis isn't hard.,60.7663213918342
Well i do know that.,Well i do not know these.,I am a teacher.,5.486953797071726,0.65311146,I am a person who likes to know things.,I am a person who likes to know everything.,34.83140563591551
You scare bejesus of him.,You scared the bejesus out of him.,He's going to be dead before you know it.,13.321030794254682,0.7108283,He's going to have to go to the hospital.,He's going to be upset.,44.28200438663229
What does stuff smell like.,What does this stuff smell like.,It smells like rotten eggs.,21.793559595174564,0.77674204,It smells like rotting meat.,It smells like rotting garbage.,65.77490714652086
Turn the tv and help us roll tamales.,Turn off the tv and help us roll some tamales.,We are going to make tamales.,25.008831546566736,0.87660265,We are making tamales.,We are making tamales for a party.,53.54939289599615
So my fingers will get.,So my fingers will not get so.,I'm going to cut my finger.,31.226445364237488,0.7882478,I'm going to put them in the freezer.,I'm going to cut them.,52.13536870135185
Oh they got ac up here.,Oh they got ac up here too.,They must have a nice room.,15.999762281167811,0.7275464,They must be hot.,They must have a nice summer.,50.010447005068826
Oh i think they be this.,Oh i think they are good like that.,I think they be this.,33.46120890716254,0.8240967,I think they're this.,I think they be a frog.,61.06520183726981
I do not need it divin.,I do not really need it the divin.,I do not need it.,31.915397770703652,0.9283351,I do not need it.,I do not want it.,60.60368643701977
The lease be terminated my behavior.,The lease was terminated because of their behavior.,I broke the lease.,15.93853661880194,0.8386799,I broke the lease agreement.,The landlord is a tenant.,29.475162224172895
I do know i would wear it.,So i do not know when i would wear it.,I am a fashionista.,6.362936783902411,0.7499018,I am a fashion lover.,I am a girl.,40.667362147467934
He was like really and leave.,He was like really bored and left.,He was a big man and it was hard for him to fit in.,18.279996879434908,0.70989597,He was a big man.,He was a big man and it was hard for him to fit into the crowd.,55.38736887958192
Well let us take break.,Well let us take a break.,We have a lot of work to do.,10.812020206037946,0.7264749,We have a lot of work to do today.,We have a long day ahead of us.,50.80576575851447
And the whole time here he would look.,And then the whole time under here he would just look.,He was a very curious person.,7.970148467937244,0.8002239,He was a man of few words.,He was a nerd.,31.988492368954695
Just looked and then look and walked.,N just kind of looked and then looked and then walked.,I walked down the street.,16.550800746996295,0.7794031,I walked away.,I walked down the hall.,48.55790349728631
One days what do we bring.,That one day what did we bring out.,We bring a bag full of sand.,18.952772116740373,0.72367334,We bring a bag of ice cream.,We bring a bag with us.,51.25517646879505
I would have move this too.,I actually would have to move for that too.,I would have done the same thing.,26.313915723921365,0.7095249,I would have thrown it away.,I would have thrown it away too.,55.686051120715454
I want it show score.,I want it to show the score.,I want to see the scoreboard.,47.55902638385177,0.90816474,I want to see the score.,I want to know the score.,68.6387631113322
He like take them world.,He like took them around the world.,He was so proud of them.,16.44146658873537,0.7826651,He was so proud of them.,He was so proud of his accomplishment.,58.104459400458055
I mean he was pretty wild guy be he.,I mean he was a pretty wild guy was not he.,He had a lot of friends.,8.297077261587047,0.77060056,He had a lot of friends and a lot of fun.,He had a lot of fun.,68.57831964982334
Find something else pick it up.,Find something else to pick it up with.,Find something else pick it up.,70.74065542854814,0.9362156,Find something else pick it up. Find something else pick it up.,"Find something else pick it up. Find something else, pick it up.",67.20091453146286
He thought they be cook.,He thought they were cook already.,He had never heard of them before.,15.235201149493255,0.74077344,He had never tasted a hotdog that wasn't greasy.,He had never tasted a hotdog that wasn't fried.,47.46997551251845
And i guess he really go.,And i guess he really goes fast.,I guess he really go.,58.041044254379294,0.84479636,I guess he really went.,I guess he really go to the store.,60.28107941420975
Turn it pours the water through.,Turn it on pour the water through.,The water pours from the faucet to the sink.,32.362201959873794,0.81575406,The water pours from the faucet.,The hose is now empty.,46.630666464226096
He have be voted one top ten racehorse the century.,He has also been voted one of the top ten racehorses of the century.,He was a top ten racehorse of the century.,52.161749142436165,0.9693538,He was a very good racehorse.,He was a top ten racehorse.,62.13543036373779
Because it be get point.,Because it is gets the point across.,I like to play chess.,10.480996415362338,0.66118205,I like to play the guitar.,I like to play a game.,56.182030690191894
And friendships would be made these dancer intermingling.,And friendships would be made with all these dancers intermingling.,The dancers would dance together.,23.035497171990063,0.9070573,The dancers would dance in the ballroom.,The dancers would dance in the street.,68.11014595437788
He had slider put di.,He had sliders put on the di.,He was a jerk.,7.364430441353519,0.72436506,He was a jerk to the woman.,He was a jerk to the other children.,43.82712883046108
But like i be homesick at.,But like i am not homesick at all.,I miss my family.,6.176815979442987,0.69131964,I miss my family so much.,I miss my family a lot.,67.99396753503373
You should wear them your birthday party.,You should wear them over here for your birthday party.,You will look good in them.,10.257749844768245,0.8332774,You will look cute in a pair of sparkly leggings.,You will look cute in a pair of shorts.,46.84770985313683
And i consider myself real free thinker it comes to stuff.,And i consider myself a real free thinker when it comes to that stuff.,I don't care about rules.,8.792542649951068,0.745465,I don't care about the rules.,I don't care about the rules and regulations.,60.444631842132324
And get it set up.,And to get it set up then.,I'm going to try to get the sexiest dress I can find.,22.666388996838148,0.69114506,I'm going to try it.,I'm going to try to get some pictures.,52.164724063188416
And i have the impulse take.,And i had the impulse to take some.,I am the impulse taker.,43.43232696040267,0.8591977,I am a impulsive person.,I am the impulse take.,50.290418774409694
I think you give him herbs some kind.,I think you gave him some herb of some kind.,He'll be fine.,4.952980564956,0.7440157,He'll be happy.,He's sick.,26.255080303760025
But we will use this base.,But we will use this as a base.,We can't change it.,6.696428571428571,0.71939087,We can't use that base.,We can't use that base anymore.,44.76921670775539
I mean he comes over.,I mean he comes over there immediately afterwards.,He's coming over.,9.535218486241472,0.82172143,He's here.,He's coming.,44.25804663278101
People have information they need.,People have the information they need.,People have access to the information they need.,86.90876876726752,0.9676047,People have access to the information they want.,People are able to use the information.,65.21581382146222
Nineteen seventynine john head to your new trainer ronald mcanally.,So in late nineteen seventynine john headed west to his new trainer ronald mcanally.,ronald mcanally is a good trainer.,28.619901839496293,0.85983837,ronald mcanally is a great coach.,ronald mcanally is a very good trainer.,65.6939377398507
You would have take this.,So you would have taken that.,I would have to take this.,46.501918333055606,0.85070705,You would have to take it.,You would have to take a shower.,65.18617146537214
That he could spell it purpose.,So that he could spell it wrong on purpose.,That he could spell it purpose.,64.73036531155742,0.83603144,That he could spell it.,That he could spell it purpose is beyond me.,67.93538524231055
Well he should just go gas station.,Well he should just go to a gas station.,He needs to get some gas.,11.380983304039802,0.8673995,He needs gas.,He needs to get some fuel.,53.86831210518236
You know you must be fag.,You know you must be a fag.,You are a bigot.,13.12602266023262,0.8082905,You're a racist.,You are a bigot!,43.95660278060657
See those be original things.,See this was the original thing.,I like original things.,51.464897599595524,0.7987685,I like original things.,I like them.,63.99652265539583
I just had a pieces toast.,I just had a piece of toast.,I ate a piece of toast.,63.53467468466933,0.9618078,I ate a piece of toast for breakfast.,I am full.,38.995787623076176
Yeah because i have get woodcut.,Yeah because i have got some of these woodcuts.,I have to get woodcut.,21.50485631893461,0.8129614,I have to get a tattoo.,I have to cut the wood.,44.88302229723798
Do not fill your bag dear.,Do not fill your bag up dear.,You will be too full.,13.184600936350938,0.7494452,You will not like it.,You will be too full to walk.,45.407092995408796
Made most move my lives.,Made the most brilliant move of my life.,I had a lot of freedom in my life.,24.69987786525383,0.7714308,I had a lot of moves.,I had a lot of freedom to move around.,48.11975487110663
I got take my sock.,I got to take my sock off.,I can't find it.,6.272401433691756,0.6785937,I can't find it in the drawer.,I can't find it in my drawer.,59.77388975076489
You are not going have salvation.,You are not going to have any salvation.,You are going to hell.,33.753242968558325,0.8331659,You are not going to be saved.,You are not going to have the Holy Ghost.,42.315586597508315
You know all artists put their.,You know all the all these artists put their.,paintings on display.,7.5313214449016925,0.7638737,paintings in a museum.,paintings on show.,50.595327266135584
They need become somewhat selfsufficient.,They need to become somewhat selfsufficient.,They need to learn how to cook.,27.59529219073163,0.8278781,They need to learn how to cook for themselves.,They need to learn how to cook and clean.,69.86611321836543
Well that give you ideas.,Well that gives you an idea.,I think I'm going to make some of my own.,11.509495607486627,0.67612416,I think I'm going to make some of those.,I think I'm going to go and do some research.,59.70849024351441
And we want to try get rid this.,And we want to try to get rid of that.,We want to try and get rid of this.,59.79156573356922,0.94540656,We want to get rid of this.,We want to try to get rid of the thorns.,63.76576165264582
We can go down and sit.,We can go down there and sit.,We can go down and sit.,65.63629785217152,0.97643536,We can go down to the beach.,We can go down and sit in the park.,51.49040241789024
I be go go over.,I am going to go over there.,I be go go over.,29.227327234231655,0.86327493,I be go go over.,I be go go over the hill.,66.91763602418494
There be eight clubs this mean there are only four left.,Now there are eight clubs out that means there are only four more left.,There be four clubs left.,17.210060819272204,0.91983944,There are only four clubs left.,There be four clubs left to play.,64.64442126510606
I start my day as.,I started my first day as a senior.,I wake up and take a shower.,10.644474550029031,0.7291888,I wake up and eat breakfast.,I wake up and make breakfast.,54.01368927897163
You know she have those recipes.,You know she had all those recipes.,She is a cook.,7.244916581752925,0.79632336,She's a cook.,"She's a cook, after all.",42.96073664659874
I saw that our report.,I saw that in your report.,I saw that our report.,71.4507913984833,0.93472826,I saw that our report was missing.,I saw that our report was very comprehensive.,53.785576277559535
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,She likes boys.,9.793673877172965,0.8006377,She likes to date boys.,She has a boyfriend.,28.90594719961272
What do you want drink bernard.,What do you want to drink bernard.,I want a gin and tonic.,14.447477497664421,0.79402363,I want a glass of water.,I want a glass of wine.,46.13678337407213
I get something tell you alice.,I got something to tell you alice.,"Alice, i have something to tell you.",66.93464999972305,0.9773879,Alice.,"Alice, i have something tell you.",52.002116000759735
It do make any difference for her.,It really does not make any difference for her.,She didn't care about the outcome.,11.337086121859699,0.8030425,She didn't care about the way she looked.,She didn't care about the way she looked or felt.,67.54813252092083
Do not make fun me.,Do not make fun of me.,I am not a fool.,12.788227922951306,0.8287291,I am not a child.,I am not a joke.,46.28806894082036
I have got it home.,I have got it home right now.,I'm going to put it on the table.,16.433345618209756,0.7485345,I'm going to put it on the dresser.,I'm going to put it in the garage.,63.242638139430596
What kinds cookies did you bake.,What kind of cookies did you bake.,You baked chocolate chip cookies.,35.12682137779544,0.86848307,I baked a lot of chocolate chip cookies.,I baked a lot of peanut butter cookies.,51.94255997078044
It is got go up and around.,It is got to go up out and around.,It is going to move.,20.641140981698477,0.8132522,It is going to move around.,It is a little hard to walk.,32.19872822555042
And if you have moving molecules types temperature do you have.,And if you have fast moving molecules what type of temperature do you have.,You have moving molecules type temperature do you have.,64.00584841357984,0.93760574,You have moving molecules type temperature do you have. If you have moving molecules types temperature do you have.,You have moving molecules type temperature do you have. If you have moving molecules type temperature do you have.,68.7045646363325
You know i it be just.,You know i it is just uh.,I know i be just.,26.17247808020171,0.7176117,I know i be just.,I know i be right.,66.60805145035447
I do have a club.,I do not have a club.,I am a member of the golf club.,24.048933732176884,0.80816984,I'm a member of a golf club.,I'm a member of a golfing club.,66.44921346997438
I bought this places the barns.,I bought this place for the barn.,I was happy with my decision.,10.806893334674562,0.7403863,I bought a house.,I was happy with the outcome.,26.707684943518036
And tie it his face.,And like tie it on their face.,And tie it his face.,30.698158449416635,0.90315664,And tie it to his face.,"And tie it his face, too.",68.90638809153694
So my measurement a loss power be based what.,So your measurement of a loss of power is based on what.,on the watts of the generator.,11.890896483284235,0.8210422,on the watts of the electric motor.,on the watts of the electric motor?,69.07023488236123
I be voting favors it.,I am voting in favor of it.,I think it's a good idea.,12.100169760325226,0.81731224,I think it's a great idea.,I think it is a good idea.,64.26454936042941
And parts will be lot less than you thought.,And some parts will be a lot less than you thought.,You will have a great time.,13.170119874910538,0.6710665,You will have a great time playing the game.,You will have a great time playing the drums.,68.76457736568531
I will have jerry get them.,I will have jerry get them down.,Jerry is a good helper.,14.556853378927617,0.84455717,Jerry is a good person.,Jerry is a good guy.,66.22752899952748
I grab her and i go.,I grab her again and i go.,I want her to be happy.,12.138569477081333,0.76155055,I'm going to get her a drink.,I'm going to have a date.,24.184267163453026
They saw the man who have be possessed legions of demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They knew he was a demon.,9.726210718593043,0.835451,They knew that he was a demon.,They knew he was a demon possessed.,64.06407151062594
Like um you know mmothers.,Like um you know mmothers with.,I like mmothers.,30.66356313465752,0.8604554,I like mmothers. I like mmothers.,"I like mmothers, too.",59.90812969423729
She did great job it.,She did a great job with it.,She was able to finish the project in a short amount of time.,14.107896093393771,0.8236314,She was able to finish the project in a timely manner.,She was proud of herself.,48.78405748211909
That sounds something he would do.,That sounds like something he would do.,He is a person of integrity.,9.71328489442412,0.71956813,He is a person who loves to eat.,He is a person who loves to eat chocolate.,49.527996495647436
You can do it way.,You can do it either way.,You can do it.,48.10773457593901,0.8214426,You can do it any way you want.,You can do it any way.,60.004476620189685
I did enjoy read books.,I did not enjoy reading the book.,I was an avid reader.,11.652003913691328,0.72572017,I had a lot of free time.,I had a love for reading.,20.14936956938641
You know i have haneve admire president nixon.,You know i have nev particularly admired uh president nixon.,i think he was a great man.,8.165031930329922,0.71699035,i think he was a great leader.,i think he's a great leader.,67.53091843580741
And i keep tell him get relationships before you have children.,And i keep telling him get out of that relationship before you have children.,I don't want him to have a broken heart.,12.25120084914616,0.7469158,I don't want him to have children.,I don't want him to have a sour relationship.,58.47038944146254
But i do want to give them reason.,But i do not want to give them any reason to.,I want them to have a good life.,20.744459077675227,0.7157467,I want them to listen.,I want them to have a chance.,55.70395615491404
And then a woman came canada.,And then a woman came from canada.,She was from canada.,39.40356058389335,0.9313787,The woman was a doctor.,The woman was a very beautiful woman.,24.911333824911555
She said person were driving their lights.,She said people were driving around with their lights on.,She was a little irritated.,13.317886886175827,0.7278768,She was a little apprehensive.,"She was a little apprehensive, but she didn't mind.",47.66131859482296
And we stayed couples years.,And we stayed out for a couple years.,We were happy to be together.,9.280081775700934,0.7265887,We were happy to be married.,We were happy with our decision.,46.836185127629626
You can talk both us at the times.,You cannot talk to both of us at the same time.,We can talk all the time.,22.677383418500273,0.70790625,We can talk about anything.,We can talk all the time in the office.,46.361192360238434
And he is rea good at make budget.,And he is rea good at making the budget out.,He is a good accountant.,20.005216804792305,0.83456194,He is a good manager.,He is a good manager.,64.23807833629012
I put it their ha.,I put it on their ha.,I had no idea where to put it.,29.248838260696758,0.7516562,I had no idea where I was going with it.,I had no idea where I was going.,66.30783292898225
No i was not going.,No i was not going to.,I was too busy to go.,17.31310269101335,0.76083773,I was too busy.,I was not going to the concert.,27.18223742661404
People may even show up.,Because i do not know i do not know if these people may not even show up.,I'm going to a concert.,4.730347449325582,0.6876822,I'm going to a party.,I'm going to a concert this weekend.,51.70329716254615
I might have go therapy or something fi out.,I might have to go to therapy or something to fi out.,I am not sure what to do.,8.949478936375959,0.7973168,I am not sure how to deal with it.,I am not sure how to deal with this.,56.07125156747681
That is true they have.,That is true they all have.,That is true they have.,73.03371208041965,0.8999046,That is true they are.,That is true they have gotten.,68.0481722063425
Areas that and like be able to have the local food.,In areas like that and like not be able to have the local food.,I want to go to a local restaurant.,14.465534650208358,0.75164235,I want to go to a local restaurant when I am there.,I want to go to a lot of the local food.,58.095439088508236
He have print my shoulder and ribs.,He had hoof prints on his shoulder and ribs.,He have print my shoulder and ribs.,54.3831997087681,0.87682486,He is a tattoo artist.,He have print my shoulder and ribs.,44.43614892199772
