Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
Well then see that is thing.,Well then see that is another thing.,I'll be right back.,7.399817850637523,0.6644101,I'll be right there.,I'll be right there with you.,56.59109449362819
I thought those was funny myself.,I thought that was pretty funny myself.,I laughed at the jokes.,12.314398835709547,0.8306376,I laughed at the jokes on the show.,I laughed at the jokes on the website.,67.11666511422452
This mother know what she be doing.,And it does not say here that she devised a plan but believe me this mother knew what she was doing.,This mother be a great cook.,13.431178096124716,0.7662405,This mother be a good cook.,This mother be a good mother.,66.10353495537468
At he is sitting its feet i pet him.,At least he is not sitting on his feet when i pet him now.,He is a cat.,4.017706546989671,0.7740829,He is a dog.,He is my dog.,31.429574512286067
I of want hang out though.,I still kind of want to hang out though.,I don't want to be alone.,18.782608537929775,0.8027534,I don't want to go to the beach.,I don't want to go to the mall.,59.28806953182961
But he do it on way u back.,But he did it on the way u back too.,He do it when he get home.,11.851133970357688,0.79579294,He do it when he get drunk.,He do it when he get out the car.,62.88849798277568
Does tartar sauce go cajun spice.,Does tartar sauce go with cajun spices.,no,3.73134328358209,0.73306084,no,yes,24.06417112299465
He would cut his nose spite her faces.,He would cut off his nose to spite his face.,He was very spiteful.,15.747575009701546,0.87690043,He was very cruel.,He was very angry.,52.40507832018848
It do matter you can keep her hand grip.,It does not matter you can keep your right hand grip.,You can keep her hand grip if you can keep her hand grip.,40.11151082868174,0.81305885,You can keep her hand grip.,You can keep her hand grip if you can keep her hand grip on your hand.,66.17441038507322
He has theories draw at art parallels.,He in here has some theories drawing at least art historical parallels.,He is an artist.,7.327676195429464,0.7636939,He is a very observant person.,He is a very creative person.,30.310028147987016
As far as what be going.,As far as what is going on.,I'm going to the gym.,16.61270266139369,0.6514945,I'm going to the mall.,I'm going to the gym for an hour.,59.77103169246332
I think there would be a slight chances it being negative.,I think there would be a slight chance of it being a false negative.,I'm worried about the outcome.,9.210008391599601,0.74038744,I'm worried about the test.,I'm afraid of the outcome.,48.74307364430122
Well i have either got sinus.,Well i have either got a sinus.,I haven't got a cold.,17.761570497515493,0.73187125,I have a cold or a sinus infection.,I have a cold.,41.12588239130383
I am pass three sthree card.,So i am passing three sthree cards.,I'm a poker player.,6.313131313131315,0.75832963,I am going to win.,I am a very lucky person.,10.335185318432973
They use live in valencia california.,They used to live in valencia california.,They use to live in valencia california.,89.47369440987333,0.9985986,They used to live in valencia california.,They use to live in valencia california and now they live in valencia ,66.10811291935966
Only i have not had ice cubes september.,Only i have not had ice cubes here since september.,I have not had ice cubes september.,62.038027589015265,0.94780743,I have not had ice cubes since I was a kid.,I have not had ice cubes since I was a child.,67.28574210725881
I would like to go dinner.,I would like to go out to dinner though.,I would like to go to a restaurant.,45.21630399557872,0.9026516,I would like to go to the restaurant.,I am hungry.,48.428042729962606
See fears involve the misuses her imagination.,See fear really involves the misuse of our imagination.,She is a very imaginative person.,25.542734249085413,0.73330855,She is a very imaginative person and has a very vivid imagination.,She is a very imaginative person and has a very active imagination.,64.28135316897435
They do have autopsy do her.,They did have an autopsy done on her.,She is dead.,7.102952388463864,0.81422466,They do not have autopsy do her.,They do not have autopsy to do her.,35.505257669046195
We will have to buy those whiles.,We will not have to buy that for a while.,I haven't bought any in a while.,26.603990650537124,0.7700136,I haven't bought them in a while.,I haven't seen them in a while.,65.72661592917188
My sister make a loaves bread got have piece.,My sister made a loaf of bread got to have a piece.,I like bread.,9.572752153739502,0.8304537,I am hungry.,I am hungry now.,27.372015558279582
Hey look i have no problems.,Hey look i have no problem at all.,I'm so lucky.,4.201680672268907,0.7647904,I'm so lucky!,I have a lot of friends.,22.62090310411364
Could person be making say danny right now.,You know how much could that person be making less than say danny right now.,yes,2.670357936957754,0.703761,Could person be making say dan right now.,Yes,6.734234234234234
That you did send me flowers and uh.,You know that you did send me flowers and uh.,I'm really sorry.,4.716981132075471,0.7191421,I'm so happy.,I'm so happy to see you.,28.667115747468287
Turn the tv and help us roll tamales.,Turn off the tv and help us roll some tamales.,We're going to make tamales.,25.008831546566736,0.877592,We're going to have tamales for dinner.,We're going to make tamales for dinner.,69.19447982412824
Okay okay i will just call ten or fifteen.,Okay okay so i will just call back in about ten or fifteen.,i will be home in ten or fifteen minutes.,33.059070678635806,0.8658507,i will be home in ten minutes.,i will be more careful next time.,46.30700658584075
Because i think they be just our waist.,Because i always thought they were just below your waist.,I think we should get rid of them.,10.744374193314156,0.64852875,I think we should get rid of our pants.,I think we should get a belt.,69.74429349127853
Oh they got ac up here.,Oh they got ac up here too.,It's going to be a hot summer.,14.038731812169313,0.7289804,It's going to be a hot day.,It's going to be hot today.,67.14499299380267
Oh i think they be this.,Oh i think they are good like that.,I think they be this.,33.46120890716254,0.8240967,I think they're this.,I think they be a baby.,60.75425482668232
I do not need it divin.,I do not really need it the divin.,I do not need it in my life.,34.3170182535455,0.87342215,"I do not need it in my life, but I do need it in my heart.",I do not need to be cured of this disease.,38.40998110509475
The thing is technology that come it gets used.,The thing is any technology that comes up it gets used.,It is a good thing that it gets used.,35.78032944265052,0.81512034,It is a good thing.,It is a good thing to use technology.,55.804203188007065
The lease be terminated my behavior.,The lease was terminated because of their behavior.,I am a bad tenant.,6.164195131475022,0.74896175,I am a bad renter.,I am a bad tenant and I need to change.,35.980564630010456
I do know i would wear it.,So i do not know when i would wear it.,I do know i would wear it.,50.47205721094319,0.8706608,I do know i would wear it.,I do not know if I would buy it.,51.9894155378783
Their daughter admitted it to me.,His daughter actually admitted it to me.,Their daughter was the one who snitched on them.,24.19533739307181,0.8016381,Their daughter was the one who lied to me.,Their daughter was the one who snuck into the house.,66.88264742076177
And he would fall asleep me.,And he would fall asleep with me.,I would lay on the bed and talk to him.,21.126952279378873,0.8191599,I would lay on the bed.,I would lay on the floor.,69.88297015057223
But i do want be the one.,But i do not want to be the only one.,I want to be the one for you.,48.62515136168067,0.8188833,I want to be the one that makes you happy.,I want to be the one that makes you happy..,64.91884703083036
What do i have do please him.,What do i have to do to please him.,I have to be nice to him.,25.616656394886807,0.8283143,i have to please him.,i have to please him,54.861282969395795
Connect distributor that do deal with them.,Connected with a distributor that does deal with them.,Connect distributor that do deal with them.,70.35874595487238,0.9362048,Connect distributor that do deal with them. Connect distributor that do deal with them. Connect distributor that do deal with them.,Connect distributor that do deal with them. Connect distributor that do deal with them.,59.33932607667116
And i guess he really go.,And i guess he really goes fast.,I'm so happy for him.,6.198347107438016,0.699442,I'm so sorry to hear about your dad.,I'm so sorry to hear about him.,39.88421048266326
Turn it pours the water through.,Turn it on pour the water through.,Turn it into a funnel.,19.5968854178213,0.83799326,Turn it into a funnel and pour the water through it.,Turn it into a funnel and pour the water through.,62.32551589985614
But like i be homesick at.,But like i am not homesick at all.,home,11.754493188818692,0.7290381,I'm going to miss my family a lot.,I'm going to miss home.,26.90054766061142
You should wear them your birthday party.,You should wear them over here for your birthday party.,They are very nice.,8.419765776853374,0.75451696,They are very cute.,They're so sexy.,36.63395212093665
And i consider myself real free thinker it comes to stuff.,And i consider myself a real free thinker when it comes to that stuff.,I don't believe in religion.,7.632655399212895,0.778244,I don't believe in religion or anything like that.,I don't believe in religion or superstitions.,60.84862458434102
I think you give him herbs some kind.,I think you gave him some herb of some kind.,I don't know what to do.,6.813417190775679,0.6808075,I don't know.,I don't know what to do with him.,58.308311311438345
Nineteen seventynine john head to your new trainer ronald mcanally.,So in late nineteen seventynine john headed west to his new trainer ronald mcanally.,.,1.7543859649122806,0.6848494,john doe.,john doe,35.70278666010341
That he could spell it purpose.,So that he could spell it wrong on purpose.,I'm sure he could spell it purpose.,54.37127778798075,0.8286996,I'm sure he could spell it.,He had a purpose.,54.4294215569314
Sherry it did not taste clammy.,Surprisingly enough sherry it did not taste real clammy.,Sherry is sweet.,12.118682860011656,0.84527445,Sherry was very sweet.,Sherry is sweet and mild.,46.538555217235015
Absolute value that you bring negative four side.,Absolute value of that you brought negative four over to the other side.,-26,0.0,0.7505906,-41,-26.,31.804841193734923
Well he should just go gas station.,Well he should just go to a gas station.,He doesn't have a lot of money.,11.549641657896057,0.7616947,He doesn't have a car.,He doesn't have a lot of gas.,69.71281027853973
No i do know make it.,No i do not know how to make it.,I'll make it for you.,19.024224017672505,0.7536292,I'll make it for you if you want.,I'll make it for you if you like.,68.50025621408567
So we see god preserved moses.,So we see how god preserved moses.,Moses had a long life.,10.524345023741482,0.86854964,Moses had a lot of people around him.,Moses had a lot of people in his life.,49.60226624397123
I just had a pieces toast.,I just had a piece of toast.,I was hungry.,5.937206190786143,0.82985485,I like to eat bread.,I like to eat breakfast.,29.042528462765283
The shops so they can work pharmacy.,Into the garden shop so they can work on the pharmacy.,The shops are arranged in a row.,15.524333430047315,0.7443385,The shops are in the city.,The shops are arranged in a line.,56.8275659632283
Do not fill your bag dear.,Do not fill your bag up dear.,Bags are meant to be empty.,11.065509017176648,0.8264626,Bags are heavy.,Bags are too small.,37.71228478635581
If he said there be withholding and everything.,If whatever he just said right there was true with withholding and everything.,If he said there be withholding and everything.,48.608288309085985,0.93926996,If he said there be withholding.,"If he said there be withholding and everything, I'd take it seriously.",64.97076721070053
They go this stupid fire science major,They go through this stupid fire science major out at.,Fire science is a stupid major.,36.40194077253385,0.9134475,Fire science is a stupid major to be in.,"Fire science is a stupid major to be in, they should have gone to a different major.",52.009364900069045
You are not going have salvation.,You are not going to have any salvation.,You are going to hell.,33.753242968558325,0.8331659,You are not going to heaven.,You are not going to be saved.,53.45598721449192
You know all artists put their.,You know all the all these artists put their.,paint on canvas.,5.1440329218107,0.7261288,paint on canvas because it's the best material.,paint on canvas because it's the best.,55.80675470423932
Of call ira it be call an sd for selfdirected.,Instead of called an ira it is called an ira sd for selfdirected.,An sd is a selfdirected ira.,27.328007278030896,0.9527252,"An sd is a selfdirected ira, or sdira.",An sd is a type,58.99332733185363
You know she have those recipes.,You know she had all those recipes.,She's been collecting them for a long time.,13.251153089947504,0.78979194,She's a good cook.,She's been collecting them for years.,42.42385406265779
I forgot horse was in there.,I forgot that horse was in there.,The barn is full of horses.,17.23921849064872,0.7427908,The barn is full of animals.,The barn is so big.,55.26455866207907
What do you want drink bernard.,What do you want to drink bernard.,I want a glass of water.,12.400570013520632,0.82278574,I want a beer.,"I want a glass of water, please.",45.546204032199824
I get something tell you alice.,I got something to tell you alice.,I'm going to tell you something.,62.54421122897328,0.8827764,I'm going to tell you something that will blow your mind.,I'm going to tell you something that will make you cry.,65.5501155857867
It do make any difference for her.,It really does not make any difference for her.,It is not a big deal for her.,23.874501725602897,0.89998794,It is not important to her.,It is not a big deal.,50.07204423762379
Come on i want you to grate this cheese me.,Come on over here i want you to grate this cheese for me.,Me grate this cheese.,34.838523831400494,0.8964418,Me grate it.,Me grate this cheese,64.83872795767944
S as i am having doug.,S probably just as well i am not having doug.,Doug is having a good time.,19.222327141364016,0.7035619,I am having a lot of fun.,Doug is having a good day.,46.33895304891201
It is got go up and around.,It is got to go up out and around.,It is a roller coaster.,13.9680286673601,0.7447822,It is a roller coaster ride.,It is a roller coaster that I am riding.,64.27809755836029
You know i it be just.,You know i it is just uh.,I'm a very just person.,12.797772617819057,0.6552603,I'm a very honest person.,I'm a person who likes justice.,39.94561261164536
I bought this places the barns.,I bought this place for the barn.,I have a lot of barns.,14.290967659680224,0.84470177,I have a lot of them.,I have a lot of land.,63.46191753726585
It be to keep pans warm.,It is warm enough to keep the pan warm.,It is to keep pans warm.,34.417504577596134,0.9123807,It is a good idea to use a hot plate in the kitchen.,It is a good idea to use a hot plate.,36.73583737709702
Well he could find anything he want do.,Well he could not find anything he really wanted to do.,He is a very open minded person.,9.365184092080458,0.6710806,He is a very open person.,He is a very curious person.,61.691543805695105
I will show you end and ends.,I will show you a front end and a hind end.,I will show you end and ends.,52.409652484252824,0.8561094,I will show you end and ends.,"I will show you end and ends, and you will see what I mean.",60.74490829586242
So my measurement a loss power be based what.,So your measurement of a loss of power is based on what.,on watts,4.965337791252278,0.7953633,on the wattage of the light bulb,on the wattage of the bulb,36.440017028381206
She must have loved him much.,She must have loved him pretty much.,She was very devoted to him.,16.531433443246314,0.9280902,She was very devoted to him and his family.,She was very devoted to him for years.,68.91788955846006
Okay if you have notice this.,Okay if you have noticed that before.,I'm going to go to bed.,8.280309720280947,0.66024876,I'm going to go to the store.,I'm going to go to the store to buy a new dress.,53.4114946398559
I will have jerry get them.,I will have jerry get them down.,Jerry is very good at remembering things.,18.3544179248103,0.7762784,Jerry is very good at finding things.,Jerry is very helpful.,58.33677126828651
I grab her and i go.,I grab her again and i go.,She's on my shoulder and she's crying.,15.236043622656851,0.7295907,She's on my shoulder.,She's on my back.,61.287449673403714
They saw the man who have be possessed legions of demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They were terrified.,4.995099253942838,0.7635422,They were frightened.,They were terrified of him.,52.479801221484415
That sounds something he would do.,That sounds like something he would do.,He is a good guy.,5.747126436781609,0.7230513,He is a very nice person.,He's a good kid.,20.886275368005613
You know i have haneve admire president nixon.,You know i have nev particularly admired uh president nixon.,Nixon is a great man.,9.16615944641176,0.782321,Nixon is a great president.,Nixon is a great person.,62.201480953722246
And i keep tell him get relationships before you have children.,And i keep telling him get out of that relationship before you have children.,I want him to be a great husband and father.,11.223688253562834,0.75577605,I want him to be a good person.,I want him to be a good man.,61.766545547066634
She said person were driving their lights.,She said people were driving around with their lights on.,She thought it was a prank.,11.79522541335636,0.7298172,She thought it was a bad idea.,She thought it was funny.,66.35458602496996
And he is rea good at make budget.,And he is rea good at making the budget out.,He has a lot of money.,7.448506925706061,0.7513157,He has a lot of experience in the field.,He has a lot of experience in the financial field.,47.71257633274257
I might have go therapy or something fi out.,I might have to go to therapy or something to fi out.,I'm really stressed out.,9.382949656582323,0.7595011,I'm really stressed lately.,I'm really stressed out about it.,68.05569880229801
Areas that and like be able to have the local food.,In areas like that and like not be able to have the local food.,I like to be able to have the local food.,57.452149629774276,0.859043,I like to be able to have the local food and like be able to have the local food.,I like to be able to have the local food and like be able to have the local food and like be ,64.56992558183308
Sammy davis junior used do it just.,Sammy davis junior used to do it just fine.,Sammy davis junior was a jazz musician.,46.24093567817194,0.85314596,Sammy davis junior was a jazz trumpeter.,Sammy davis junior was a jazz piano player.,68.93765389981571
Well you know i think they quarter an ounce.,Well you know i think they weigh about a quarter of an ounce.,Is that right?,5.669240694348481,0.6918887,Is that how much they weigh?,Is that how you measure them?,28.562888146659176
I do know how it be.,I do not know how realistic it was.,I've been there.,5.3184188855339,0.673301,I've been there too.,I've been there before.,68.37631681171074
And you pour it pan and it be done.,And you pour it in the pan and it is done.,You can eat it with a fork.,12.44028334390008,0.781581,You can eat it with a spoon.,You take it out and you eat it.,38.05720707512515
I would be i would have murder him.,I would not be here i would have murdered him.,I am a violent person.,8.0633861619235,0.78623486,I am a violent person and always have been.,I am a violent person and it is my nature.,54.57057738545817
It should be legal for guy do this.,It should not be legal for guys to do this.,It's a lot of fun.,8.965797942025668,0.62738377,It's a lot of fun for him.,It's a lot of fun to watch.,61.95476938518204
And thethey had arts shows everywhere.,And thethey had these art shows everywhere.,And thethey had arts shows everywhere.,75.6236060151272,0.9687605,And thethey had arts shows in the parks.,And thethey had arts shows in the school gym.,66.67241826550729
She come and sit in restaurant.,She came in and sat down in the restaurant.,She order a glass of wine.,12.022158876087605,0.7659334,She order a drink.,She order a glass of orange juice.,46.453708215277025
I had client offices building next grand central.,I had a client in the office building next to grand central.,I went to the office a lot.,22.361172258840288,0.77266353,I went to the building every day.,I went to the office everyday.,52.84515754761039
But you can not go walmart.,But you cannot even go to a walmart.,Walmart is a place where you can go.,31.519662330007154,0.77175266,Walmart is too far.,Walmart is a place.,57.76724796208481
You know you know she is.,You know some you know she is so vulnerable.,a liar,2.684563758389262,0.6747891,a liar.,a liar because she lied to you.,17.61664344288697
Two year after that she have one.,Then two years after that she had another one.,She was happy to have a child.,10.485945076778018,0.78279144,She was happy to have one.,She was very happy.,55.85901436614852
A lot of it has do r.,A lot of it has to do with the with the r.,In't know if it's just a coincidence or if there's something else going on,16.92266498363991,0.75142145,In't know what to do with it.,In't know if it's just a coincidence or if there's something else.,53.383687144093095
You have these organs that you can see.,You have all these internal organs that you cannot see.,Your liver is on the outside of your body.,13.906384369534363,0.8022211,Your liver is one of those organs.,Your liver is one of them.,60.65657963153285
And it is going take while.,And it is going to take a while.,I don't have a lot of patience.,14.13888888888889,0.7727551,I don't know if I'm going to like it.,I don't know if I'm going to finish it.,38.10936618346806
Do do it i need get.,Do not do it yet i need to get some.,I need to get it.,33.79358499227997,0.8312086,I need to get it done.,I need to get a new phone.,55.77222328035827
If i was and have pass and fall walls.,If i was alright and had not passed out and fallen over the wall.,I would pass the wall.,19.10918158908414,0.84751457,I would pass the wall to fall on the floor.,I would pass the wall to fall on the ground.,61.49296839633019
I would like i would want them.,I would like ideally i would want them both.,I would like i would want them.,63.49526602851709,0.89596105,I would like to have them.,I would like i would want them because i would like i would want them.,38.42312536713288
Well we got to we get call jack eaker.,Well we got to we got to call up jack eaker.,jack eaker.,27.839101638009726,0.8566496,jack eaker's on the phone.,jack eaker's on the line.,52.69942174905462
It is like its parent were hustling it door.,It is like its parents were hustling it out the door.,It is like it were hustling it door.,56.53202447504977,0.88335526,It is so frightened.,It is like it were hustling it out.,43.04126475204272
Just make you get enough air.,Just to make sure you get enough air.,I don't want you to pass out.,11.783343450234824,0.7968426,I don't want you to die.,I don't want you to get hurt.,66.74465621926343
I have not spiked fever or seen any signs.,I have not spiked any fever or seen any signs of.,I think I'm out of the woods.,6.996635117562098,0.6447202,I think I am fine.,I think I'm out of the woods now.,51.90354693386743
Yeah i do think that is.,Yeah i do think that is true.,he is a jerk.,8.212298806642035,0.63021994,he is a great guy.,he is a good guy.,31.52106882758798
Yeah he be try to cast spell her.,Yeah he is trying to cast a spell over her.,He be a witch.,5.122155029904108,0.82581234,He be a wizard.,He's a witch.,39.811839197787464
Danny say he might play later.,Danny just said he might play later.,Danny is a good player.,23.004765872018414,0.8355807,Danny is a good tennis player.,Danny is a great baseball player.,51.346162871035126
He be going to be engineers.,He is uh putting himself he is going to be a microwave engineer.,He be going to be engineer.,33.02684413460926,0.8865689,He's going to be a great engineer.,He's going to be engineering school.,56.60451670183865
Yeah but we got hour than.,Yeah but we also got up an hour later than usual.,I'm going to get some sleep.,8.420067278706798,0.7069287,I'm going to get some coffee.,I'm going to go.,69.85058025063874
Oh i never even thing this.,Oh i never even thought of that.,I can't believe i'm going to be a father in a few months.,18.152759604989747,0.68383175,I can't believe i'm going to have to do this.,I can't believe i'm going to be a father in a few weeks.,68.60593560149576
He is judgmental on people it bugs me.,He is like so judgmental on people it bugs me.,He is a jerk.,8.092902591817545,0.82873976,He is a snob.,He is a jerk to everyone.,30.43254031154689
So i will call you and tell you.,So i will call all of you and tell you.,I have a surprise for you.,10.273341390010202,0.76716256,I have a lot to tell you.,I have a surprise for you at work.,44.23956644714171
I wiped it on my jackets.,No i wiped it off on my jacket.,I hated the way it smelled.,9.243290783487122,0.7174895,I hated the way it felt.,I hated it.,57.59585323244324
And that fear starts to eat you.,And that fear starts to eat away at you.,"You can't get rid of it, no matter how hard you try.",14.899114503357847,0.7475647,You can't get rid of it.,"You can't get rid of it, but you can try to control it.",53.03399714654837
We would like left if it become.,We would like the left if it becomes available.,We would like to be left alone.,38.897226737018215,0.71422637,We would like to be able to leave.,We would like to be able to have left.,63.78652172631002
Call kelly right and ask her.,Call up kelly right now and ask her.,Kelly is a friend of mine.,13.668052748430137,0.8072065,Kelly is a very nice person.,Kelly is a friend of mine who is a doctor.,40.83772702571397
If there be one do look.,If there is like a like this one do not look.,If there be one do look.,32.038715371171044,0.7964737,"If there be one do look, if there be one do look.",If there be one do look. If there be one do look.,64.53232534895292
They would not let us give homework schools tutors.,They would not let us give homework to the high school tutors.,They thought it was a waste of time.,12.995157786418696,0.7328005,They thought it was a bad idea.,They thought it was a waste of their time.,65.69312659611784
Get it no i be joking i wish i be yesterday.,Get it no i am just joking i wish i was at metropolis yesterday.,I wish i be yesterday i wish i be yesterday i wish i be yesterday i wish i,25.673781240836618,0.83241796,I wish i be joking i wish i be joking i wish i be jo,I wish i be yesterday i wish i be yesterday i wish i be yesterday.,59.69329808913956
And it plugs into your receiver.,And then it plugs into your receiver.,It's like a jack that has a wire coming out of it.,13.950383631157296,0.8253377,It's like a little radio.,It's like a jack.,48.8230346437589
Mom she kinds of know all stuff.,Maybe mom she kind of knew about all this stuff.,Mom is smart.,7.064868124270829,0.81944495,Mom is a wise person.,Mom is a wise woman.,35.12564111741196
Tell me i can get check seal.,Tell me when i can get checked out on seals.,I'm not sure if you can get check seal.,37.00069720536761,0.8118081,I'm sure you can get a check seal at your local bank.,I'm sure you can get a check seal at a local bank.,59.47384821435704
I was sexually aroused by it.,I was always sexually aroused by it.,I couldn't wait to see it again.,10.925717695680266,0.7831188,I couldn't wait to see it.,I couldn't wait to get to the bedroom.,59.67503338787379
Yeah but that is he would give our name.,Yeah but that is all he would give his name for.,I don't think he would do that.,22.587596025862684,0.7035718,I don't think he would.,I don't think he would give us our name.,64.82224712654474
I do not think of mother do.,I do not think any of the mothers did.,I do not think of mother do.,48.618354951390856,0.8071393,I think of my father do.,I do not think of mother.,65.3903531554158
Are there particular trainers working the penguins hm.,Are there any particular trainers working with the penguins uh hm.,I don't think so.,4.21681073713638,0.6695461,I don't think so. The penguins don't have trainers.,I don't think so. The penguins don't have any trainers.,53.03032730793795
I just do you know see this is coming.,I just do not you know see where this is coming from.,I'm not going to let it happen.,11.342490628654119,0.704756,I'm not going to do anything about it.,I'm not going to let it happen to me.,57.8341925073836
Be put it couches but then you have.,Be nice to put it behind the couch but then you have.,Be put it couches but then you have.,49.0220232816734,0.8364253,Be put it on the floor.,Be put it couches but then you have a problem.,46.7645304252995
It be like sparkling grapes juice cocktail or something you know remember white,This stuff is good . it is like sparkling grape juice cocktail or something you know remember that white.,gummy bears,3.0360891055589416,0.70824075,gummy worms,gummy worms.,51.61727824048096
He is got real long fingernail.,He is got these real long fingernails.,He is a professional manicurist.,16.813686852444008,0.88281405,He is a doctor.,He is a professional manicurist..,51.63744760149923
They have look for an editors.,They have to look for an editor.,They have look for an editors.,77.23368336815099,0.9742521,They have look for an editors in a magazine.,They have look for a job in a newspaper.,58.786977971675334
Well we get sixhundred dollars month.,Well we get sixhundred dollars a month.,I wonder what I'm going to do with it.,11.38240406182162,0.66922003,I need to find a new job.,I wonder what I'm going to do with that money.,36.492765253633266
Yeah there is three lake there.,Yeah there is a three lakes up there.,I'm sure it's a great place to live.,16.434253092294657,0.7256535,I'm sure it's a great place to visit.,I'm sure it's a beautiful place.,61.747279164528415
Let me move dish into the sink.,Let me cut some more off let me move these dishes into the sink.,You can wash it later.,5.263941390372504,0.7335384,You can wash it in the sink.,You can wash it in the dishwasher.,53.27624842789738
Alright now i am go go shoot it here.,Alright now i am just go going to shoot it to here.,I'm going to shoot the ball.,31.806327417728784,0.8506762,I'm going to shoot the basketball.,I'm going to shoot the ball over the net.,69.72653896644067
Henry even though those has happen.,Marries henry even though all this has happened.,Henry is a good person.,11.08690297559941,0.80931836,Henry is a good guy.,Henry is a person who is resilient.,39.188365637232465
I know we have do one that.,I know we have never done one like that.,I don't want to do one that.,21.43472086911727,0.7369355,I don't want to be the one to ask.,I don't want to be the one that.,67.84653784274255
Do you have a ums use for red peppers.,Do you have a particular um use for the red peppers.,I like to eat them.,7.351080742922697,0.76394844,I like to use them in my salads.,I like to eat them on sandwiches.,38.405928024249086
About it and lots the kid mentioned ana.,About it and a lot of the kids mentioned ana.,Ana was a nice girl.,7.325377562028049,0.8510722,Ana was a name that he liked.,Ana was a name that he remembered.,40.828001416912976
It be like six dollars month.,It is like six dollars a month.,It be a lot of money.,10.941004905557534,0.7265061,It be so cheap.,It be so cheap.,45.74185094423321
