Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
And that fear starts to eat you.,And that fear starts to eat away at you.,"You can't get rid of it, no matter how hard you try.",14.899114503357847,0.7475647,You can't get rid of it.,"You can't get rid of it, but you can try to control it.",53.03399714654837
We would like left if it become.,We would like the left if it becomes available.,We would like to be left alone.,38.897226737018215,0.71422637,We would like to be able to leave.,We would like to be able to have left.,63.78652172631002
They would not let us give homework schools tutors.,They would not let us give homework to the high school tutors.,They thought it was a waste of time.,12.995157786418696,0.7328005,They thought it was a bad idea.,They thought it was a waste of their time.,65.69312659611784
Get it no i be joking i wish i be yesterday.,Get it no i am just joking i wish i was at metropolis yesterday.,I wish i be yesterday i wish i be yesterday i wish i be yesterday i wish i,25.673781240836618,0.83241796,I wish i be joking i wish i be joking i wish i be jo,I wish i be yesterday i wish i be yesterday i wish i be yesterday.,59.69329808913956
Mom she kinds of know all stuff.,Maybe mom she kind of knew about all this stuff.,Mom is smart.,7.064868124270829,0.81944495,Mom is a wise person.,Mom is a wise woman.,35.12564111741196
Tell me i can get check seal.,Tell me when i can get checked out on seals.,I'm not sure if you can get check seal.,37.00069720536761,0.8118081,I'm sure you can get a check seal at your local bank.,I'm sure you can get a check seal at a local bank.,59.47384821435704
Yeah but that is he would give our name.,Yeah but that is all he would give his name for.,I don't think he would do that.,22.587596025862684,0.7035718,I don't think he would.,I don't think he would give us our name.,64.82224712654474
I do not think of mother do.,I do not think any of the mothers did.,I do not think of mother do.,48.618354951390856,0.8071393,I think of my father do.,I do not think of mother.,65.3903531554158
Are there particular trainers working the penguins hm.,Are there any particular trainers working with the penguins uh hm.,I don't think so.,4.21681073713638,0.6695461,I don't think so. The penguins don't have trainers.,I don't think so. The penguins don't have any trainers.,53.03032730793795
I just do you know see this is coming.,I just do not you know see where this is coming from.,I'm not going to let it happen.,11.342490628654119,0.704756,I'm not going to do anything about it.,I'm not going to let it happen to me.,57.8341925073836
Be put it couches but then you have.,Be nice to put it behind the couch but then you have.,Be put it couches but then you have.,49.0220232816734,0.8364253,Be put it on the floor.,Be put it couches but then you have a problem.,46.7645304252995
It be like sparkling grapes juice cocktail or something you know remember white,This stuff is good . it is like sparkling grape juice cocktail or something you know remember that white.,gummy bears,3.0360891055589416,0.70824075,gummy worms,gummy worms.,51.61727824048096
Let me move dish into the sink.,Let me cut some more off let me move these dishes into the sink.,You can wash it later.,5.263941390372504,0.7335384,You can wash it in the sink.,You can wash it in the dishwasher.,53.27624842789738
Alright now i am go go shoot it here.,Alright now i am just go going to shoot it to here.,I'm going to shoot the ball.,31.806327417728784,0.8506762,I'm going to shoot the basketball.,I'm going to shoot the ball over the net.,69.72653896644067
I know we have do one that.,I know we have never done one like that.,I don't want to do one that.,21.43472086911727,0.7369355,I don't want to be the one to ask.,I don't want to be the one that.,67.84653784274255
Do you have a ums use for red peppers.,Do you have a particular um use for the red peppers.,I like to eat them.,7.351080742922697,0.76394844,I like to use them in my salads.,I like to eat them on sandwiches.,38.405928024249086
About it and lots the kid mentioned ana.,About it and a lot of the kids mentioned ana.,Ana was a nice girl.,7.325377562028049,0.8510722,Ana was a name that he liked.,Ana was a name that he remembered.,40.828001416912976
