Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
Which means you have go the workshop.,Which means you have to go through the workshop.,You have to learn how to play the guitar.,25.920815532235896,0.7153082,You have to learn how to make a mermaid tail.,You have to learn how to make a workshop.,60.661377785797086
Well we would like have this option.,Well we would like to have that as an option.,Well I don't know if it's a good idea.,15.035392663560994,0.7482064,Well I don't know if it's possible.,Well I don't know if it's a good option.,69.57616729933018
Get into what i be get.,Get into what i am getting into.,I be get.,6.153957999805878,0.7875047,I be get a new shirt.,I be get a new dress.,40.40835391635346
He rinse peroxide or something.,Maybe he rinsed with peroxide or something.,He rinses his mouth.,16.28300254248698,0.849538,He rinses his mouth with something.,He rinses his hair.,56.76520485048566
I have read books so i do know.,I have not read the book so i do not know.,I have read books so i do know.,39.597418504806534,0.7417028,I have read a lot of books.,I have read books so i do know how to read.,52.200477949955214
From young ages i guess.,From a young age i guess.,I've always had a crush on him.,11.150808994111,0.7088666,I've always had a crush on her.,I've been in love with the ocean.,37.131423114878714
It is they have been defined.,It is often when they have been defined.,They have been defined.,58.997057736659585,0.9063377,They have been defined by a set of criteria.,They have been defined by a number of factors.,56.232772074608974
I figured he would be in hearing him at.,I figured he would be interested in hearing him at least.,I figured he would be in hearing him at.,66.86906558172755,0.9163052,I was wrong.,I figured he would be in a good mood.,31.765367860279643
She just do have controls over his body.,She just do not have no control over her body.,She is a witch.,6.318997882768714,0.8035332,She is a witch.,She is a vampire.,52.442803312412835
How get the parking lot because it used be on.,The how to get in the parking lot because it used to be on.,Get the parking lot because it used be on.,64.18115562458793,0.9275781,"Get the parking lot because it used be on., and get the parking lot because it used be on.","Get the parking lot because it used be on., and get the parking lot because it used be on..",67.96307421218386
I mean these is drawing points.,So i mean that is a strong drawing point.,I don't know what I'm talking about.,14.569279063996648,0.5686909,I don't know what they're called.,I don't know what I'm drawing.,55.48132284331516
Just bits but yoyou be go down.,Just a little bit more but yoyou are going down.,yoyou be go down,16.316041927711826,0.87393534,yoyou be go down.,YOYOU,60.617019493372105
I did know them either.,I did not know them either.,I am glad you introduced me to them.,18.20347156937867,0.7591382,"I am glad you introduced me to them, otherwise I would not have met them.","I am glad you introduced me to them, otherwise I would have never met them.",63.0482786071886
Do you want them put.,Where do you want them put.,I want them put.,53.26647874996675,0.8825182,I'm not sure what you mean.,I'm going to take them.,13.576198185390515
What are little thing call.,What are those little things called.,frogs,3.9080601429627806,0.7518138,flies,a frog,22.11111111111111
He ride english and drife.,He rides western english and drives.,He is a well-balanced person.,11.84208405144619,0.799888,He is a well rounded person.,He is a well-balanced rider.,58.03818053007477
And i said what be i you.,And i said what am i not nice to you about.,And he said what be i you.,28.338762843683195,0.83729994,And he said what be i to you.,And he said i be i you.,69.59186716598495
I do transport myself cta properties.,I do not transport myself on cta properties.,I am a very hardworking person.,12.059120847757383,0.6861075,I am a very hard worker.,I have a very large car.,42.080717900491315
She goes tommy spencer opened her mouth.,She goes well tommy spencer opened his big mouth.,Tommy spencer yelled at her.,30.774687359588036,0.8467877,Tommy spencer yelled.,Tommy spencer yelled at her to open her mouth.,63.30069328122859
These be before they got.,That was before they got married.,They be before they got a lot of money.,44.655571110558654,0.7866751,They got a lot.,They be before they got a lot of work done.,56.083948834535
Why did he want ask hector move editorial.,Why did he want to ask hector to move back to editorial.,He wanted to ask hector move editorial.,50.07421281121457,0.92709327,He wanted to ask hector to move editorial.,He wanted to ask hector move editorial because he wanted to move editorial.,62.41063149288449
And did umbrella have uh end it.,And did the umbrella have uh a smooth end on it.,I'm sorry.,2.587991718426501,0.6651248,I'm going to be in a lot of trouble.,I'm sorry,21.145205413258804
Because if i want her have another one now.,Because if not i want her to have another one now.,I can't have another one now.,48.267494063885366,0.76735437,I can't have one now.,I can't have another baby.,63.60798617042107
Need fix your gi right.,No need to fix your gi right now.,I'm a taekwondo coach.,7.48130083427047,0.6954058,I'm a taekwondo player.,I'm a taekwondo instructor.,55.521894187641294
Grace assists him toward apple.,Prevenient grace assists him toward that apple.,Grace is a nurse.,9.531227558722133,0.6688247,Grace is a nice girl.,Grace is a good person.,42.08985519034962
Today i mean as todays as it was.,As typical today i mean as topical today as it was then.,Today i mean as todays as it was.,44.31182988311011,0.8271898,Today i mean as today's as it was.,"Today i mean as todays as it was, i mean as todays as it was.",62.07772594164602
I do think there be.,I do not think there is.,There be a lot of fish in the sea.,22.892635940888802,0.7055072,I do think there be.,There be a lot of fish in the ocean.,48.42068830672302
We get go symphonies saturday nights.,We got to go to the symphony saturday night.,I love symphonies.,21.521250108082906,0.77589226,I love symphony music.,I love symphonies and classical music.,49.927688563607795
Oh no i could go.,Oh no i could not go.,I'm not going to go.,25.79822954822954,0.8478834,I'm not going to go to the party.,I'm not going to go to the party tonight.,61.56104054969629
But i want overcome their fears.,But i really want to overcome my fears.,I'm going to help them to overcome their fears.,40.11547920508238,0.83741224,I'm going to help them to learn how to swim.,I'm going to help them.,69.37077199922594
There is like eight them.,There is like eight of them.,There is too many them.,36.5698715039947,0.839278,There is too many.,They are all in the garage.,33.36016983089773
I mean they can make mistakes.,I mean they can make mistakes too.,I don't mean they're stupid.,29.341414332364764,0.8015101,I don't mean they can't do it.,I don't mean they can't learn.,62.00462482788242
Darren drag that crashpad to center mats and.,Darren drag that crashpad to the center of the mats and . bad connection.,Darren is a professional skateboarder.,16.69778036302312,0.73690975,Darren is a wrestler.,Darren is a professional driver.,52.306425394317394
We stripped sides and everything.,We stripped the sides and everything.,We had a great time on the beach.,11.996843015241652,0.69970125,We were able to find a way to fix it.,We were able to find a way to fix the problem.,34.863977038255896
It need be here and they be.,It needs to be baggier here and they are analy.,It be here and they be.,31.220709376638638,0.7268231,It be here and they be not.,They be here.,66.65742911618506
A shots did they give him shot.,A shot why did they give him a shot.,He got a shot.,18.763987812535124,0.88635564,He got a shot of adrenaline.,He got a shot of whiskey.,48.097778541078476
You have wait three hours for it hare.,You have to wait three hours for it to harden.,It is a very long time.,8.095727225664895,0.71832764,It is a long time to wait.,It is a long time.,64.45688380258859
You knew they be virgin.,You knew they were not like virgin.,You hoped they be virgin.,33.00404366029156,0.83094317,You hoped that they'd have a virgin child.,You hoped that they'd have a virgin.,61.994734548956586
Okay i will wait until those.,Okay i will wait until after that.,are ready to be picked up.,6.916717918729352,0.6831373,are ready to be sent out.,are finished.,32.51529908436077
She would like be back.,She would like to be back up here.,She is a student.,8.999652521629562,0.7288005,She is a student at the university.,She is a student at a university.,59.78719446148132
They tell me stay away her do call or anything.,They tell me to stay away from her do not even call or anything.,They don't want to hear from her.,21.482934638451095,0.87318444,They don't want her to contact me.,They don't want to hear from me.,63.22862588956244
My wives said she would like have register put room.,My wife said she would like to have a register put in this room.,I thought it would be a bad idea.,13.24297786364594,0.66520786,I thought that was a good idea.,I thought it would be a great idea.,51.15535946549849
And i found there is two books list our names one.,And i found there is two books listed under her name besides this one.,I want to read the book list our names one.,23.688560637555618,0.7952478,I think we should write a book together.,I want to read the book list our names.,45.060976718938974
She would not give them for world.,She would not give them up for the world.,She loved them so much.,15.211968181325203,0.85288525,She loved them very much.,She loved them too much.,68.44681267693885
Israelite have become much for us.,The israelites have become much too numerous for us.,Israelite are a great people.,18.561113509483903,0.7636221,Israelite are a lot of people.,Israelite are a great people and we want them to succeed.,49.795414888887166
You know what i am talking.,You know what i am talking about.,I am talking about you.,52.597982128567324,0.83454525,I am talking about you and me.,I'm a little nervous.,37.04615489728714
Well we will keep you posted.,Well we will keep you posted on.,It's a long story.,7.064341893300482,0.6731618,Hopefully it will work out.,Hopefully it will work out well for you.,30.537919184957076
We will get a napkin.,Oh now we will get a napkin.,We need to clean up the spilled juice.,12.761589799882122,0.7541846,We need to clean up the spill.,We need to clean our hands.,66.84741244551047
You hate start out ten ofclock.,You hate to start out at ten ofclock.,You're a night owl.,9.923075850140876,0.696321,You're a morning person.,You're a night person.,48.293007247467386
And people went see what have happened.,And the people went out to see what had happened.,It was a huge explosion.,8.37309455942496,0.74616647,It was a very interesting story.,It was a huge explosion that destroyed the city.,30.70370978898606
You look much arike like yeah.,You look so much arike like yeah.,Arike is a cute girl.,12.29092575949959,0.7862451,Arike,Arike likes you.,28.18724354989949
I have not eaten since i eat foods todays.,I have not eaten since i ate that chinese food today.,I have not eaten since I ate foods todays.,55.36238862081559,0.9279642,I have not eaten since I eat foods todays.,I have not eaten in a long time.,62.19631651158445
You do sell that kind things here.,You do not sell that kind of thing here.,I want to buy a new hat.,8.073533439418627,0.6840676,I want to buy a new car.,I want to buy some.,65.01976100496304
I would carry my own paperworks.,I would not carry my own paperwork.,I would rather be able to look at them.,20.047680537749944,0.6450602,I would rather have my own documents.,I would rather be able to look at them later.,53.05667041003721
Okay i do see you.,Okay i did not see you.,I'm just getting used to it.,10.57507377732097,0.6539599,I'm just getting used to this.,I'm just getting used to it. I'm going to get used to it.,57.21824519354978
Good we had such nice day.,Good we had such a nice day.,I'm glad I got to see you.,8.525113388207627,0.78150713,I'm glad I was able to go.,I'm glad I was able to go out.,53.55027033834101
Times it come up i would punch.,Every time it come up busy i would punch redial.,I'm going to punch it in the face.,13.954456507096518,0.7385452,I'm going to punch it.,I'm a ninja.,48.2803049774625
He come end of barn jumped a fourandahalffeet gate.,He came out the end of the barn jumped a fourandahalffoot gate.,He was a very fast horse.,6.238109716829145,0.78790843,He was a fast horse.,He was a very good horse.,58.19826293885101
I was go see wilbur but he did.,I was going to see wilbur but he did not.,I went to see wilbur instead.,37.91877330703183,0.9052192,I went to see wilbur.,I went to see a movie instead.,59.55871297550945
Only heat you have in this room is one register there.,The only heat you have in this room is that one register over there.,You can't afford a furnace.,5.15847721287314,0.7736961,You can't afford a central air conditioner.,You can't afford a central air system.,56.321463035705236
Mothers took the babies put baby put moses in water.,The mother took the baby put the baby put moses in the water.,Mothers took the babies put baby put moses in water.,57.16742385552494,0.9476688,Mothers put the babies in the water.,Mothers took the babies put baby in water.,66.2172550510587
Well then see that is thing.,Well then see that is another thing.,I'll be right back.,7.399817850637523,0.6644101,I'll be right there.,I'll be right there with you.,56.59109449362819
I learn lots from snake.,I learned a lot from that snake.,Snake is a great teacher.,16.345907124975863,0.8592023,Snake is a good teacher.,Snake is a very wise animal.,42.99807606064861
Well they have band night.,Well they have a different band every night.,They will be playing for the crowd.,12.8230341895291,0.73765236,They will be playing a lot of music.,They will be playing a lot of songs.,64.59670703923578
I thought those was funny myself.,I thought that was pretty funny myself.,I laughed at the jokes.,12.314398835709547,0.8306376,I laughed at the jokes on the show.,I laughed at the jokes on the website.,67.11666511422452
This mother know what she be doing.,And it does not say here that she devised a plan but believe me this mother knew what she was doing.,This mother be a great cook.,13.431178096124716,0.7662405,This mother be a good cook.,This mother be a good mother.,66.10353495537468
At he is sitting its feet i pet him.,At least he is not sitting on his feet when i pet him now.,He is a cat.,4.017706546989671,0.7740829,He is a dog.,He is my dog.,31.429574512286067
I of want hang out though.,I still kind of want to hang out though.,I don't want to be alone.,18.782608537929775,0.8027534,I don't want to go to the beach.,I don't want to go to the mall.,59.28806953182961
But he do it on way u back.,But he did it on the way u back too.,He do it when he get home.,11.851133970357688,0.79579294,He do it when he get drunk.,He do it when he get out the car.,62.88849798277568
Who is going hold account.,Who is going to hold the account.,The bank,3.6565820277327568,0.83049786,Bill,The banker,33.4528746234748
Does tartar sauce go cajun spice.,Does tartar sauce go with cajun spices.,no,3.73134328358209,0.73306084,no,yes,24.06417112299465
I will have caesar salad.,I will have a caesar salad.,I want to eat healthy.,10.336912730132743,0.7828031,I am hungry.,I want to try something new.,17.482730972308396
Do look me tone voices.,Do not look at me in that tone of voice.,"Do look me tone voices, do look me tone voices, do look me tone voices, do look me tone voices, do",21.093798732407482,0.8079942,Do look me tone voices.,"Do look me tone voices, do look me tone voices, do look me tone voices, do look me tone voices.",63.567717994633135
He would cut his nose spite her faces.,He would cut off his nose to spite his face.,He was very spiteful.,15.747575009701546,0.87690043,He was very cruel.,He was very angry.,52.40507832018848
Every time they had ball.,Every time they had the ball.,They threw it to each other.,17.150217074470486,0.7579249,They threw it back and forth.,They threw it to the other team.,49.00579163749838
I wonder what her history.,I wonder what her personal history.,I think she has a lot of it.,13.723827327753096,0.7594187,I think she has a lot of experience.,I think she might be a ghost.,46.66460147556549
Any one them will do.,Any one of them will do.,"The car, the bus, or the train.",9.252664098068584,0.7737529,"The car, the truck, or the bus.","The car, the truck, or the van.",68.91447602317167
It do matter you can keep her hand grip.,It does not matter you can keep your right hand grip.,You can keep her hand grip if you can keep her hand grip.,40.11151082868174,0.81305885,You can keep her hand grip.,You can keep her hand grip if you can keep her hand grip on your hand.,66.17441038507322
He has theories draw at art parallels.,He in here has some theories drawing at least art historical parallels.,He is an artist.,7.327676195429464,0.7636939,He is a very observant person.,He is a very creative person.,30.310028147987016
As far as what be going.,As far as what is going on.,I'm going to the gym.,16.61270266139369,0.6514945,I'm going to the mall.,I'm going to the gym for an hour.,59.77103169246332
I think there would be a slight chances it being negative.,I think there would be a slight chance of it being a false negative.,I'm worried about the outcome.,9.210008391599601,0.74038744,I'm worried about the test.,I'm afraid of the outcome.,48.74307364430122
That that be it was.,That that is physically where it was.,It was.,10.189392885858993,0.7787694,It was.,It was the be it was.,35.674995210080375
It is it is difficult.,It is it is really difficult.,It is difficult to get out of bed in the morning.,36.30155584907598,0.74453914,It is hard to find a job.,It is difficult to get out of bed in the morning when you're sick.,39.51711294227974
Well i have either got sinus.,Well i have either got a sinus.,I haven't got a cold.,17.761570497515493,0.73187125,I have a cold or a sinus infection.,I have a cold.,41.12588239130383
I am pass three sthree card.,So i am passing three sthree cards.,I'm a poker player.,6.313131313131315,0.75832963,I am going to win.,I am a very lucky person.,10.335185318432973
They use live in valencia california.,They used to live in valencia california.,They use to live in valencia california.,89.47369440987333,0.9985986,They used to live in valencia california.,They use to live in valencia california and now they live in valencia ,66.10811291935966
They have got office nappa.,They have got an office here in nappa.,They are a very comfortable pair of shoes.,20.246459642985705,0.69010293,They are going to work on it.,They are going to work.,44.94965673325129
Only i have not had ice cubes september.,Only i have not had ice cubes here since september.,I have not had ice cubes september.,62.038027589015265,0.94780743,I have not had ice cubes since I was a kid.,I have not had ice cubes since I was a child.,67.28574210725881
You mean ones that i.,You mean the one that i.,haven't seen before?,8.915054231734377,0.6865643,haven't seen?,haven't seen in awhile?,59.41499422374253
I would like to go dinner.,I would like to go out to dinner though.,I would like to go to a restaurant.,45.21630399557872,0.9026516,I would like to go to the restaurant.,I am hungry.,48.428042729962606
I do remember any them.,I do not remember any of them.,I have a lot of them.,26.54086989746638,0.681546,I have a lot of pictures of them.,I have a lot of friends.,54.87505268659911
And ceiling fall down already.,And also the ceiling fell down already.,I'm a little bit scared.,9.376185680886847,0.6520888,I'm a little afraid.,I'm a little bit scared about that.,52.01632354900866
See fears involve the misuses her imagination.,See fear really involves the misuse of our imagination.,She is a very imaginative person.,25.542734249085413,0.73330855,She is a very imaginative person and has a very vivid imagination.,She is a very imaginative person and has a very active imagination.,64.28135316897435
They do have autopsy do her.,They did have an autopsy done on her.,She is dead.,7.102952388463864,0.81422466,They do not have autopsy do her.,They do not have autopsy to do her.,35.505257669046195
I think he is board.,I think he is off the board.,He wants to watch a movie.,9.174311926605503,0.6814178,He wants to go home.,He wants to watch a movie now.,58.22741232020721
We will have to buy those whiles.,We will not have to buy that for a while.,I haven't bought any in a while.,26.603990650537124,0.7700136,I haven't bought them in a while.,I haven't seen them in a while.,65.72661592917188
My sister make a loaves bread got have piece.,My sister made a loaf of bread got to have a piece.,I like bread.,9.572752153739502,0.8304537,I am hungry.,I am hungry now.,27.372015558279582
Hey look i have no problems.,Hey look i have no problem at all.,I'm so lucky.,4.201680672268907,0.7647904,I'm so lucky!,I have a lot of friends.,22.62090310411364
I can finish up hanemakikomis.,I can finish up with a hanemakikomi.,I have a lot of time.,7.37638491863311,0.7629819,I have a lot of time to work on it.,I have a lot of time to spare.,64.9879550935831
Could person be making say danny right now.,You know how much could that person be making less than say danny right now.,yes,2.670357936957754,0.703761,Could person be making say dan right now.,Yes,6.734234234234234
That you did send me flowers and uh.,You know that you did send me flowers and uh.,I'm really sorry.,4.716981132075471,0.7191421,I'm so happy.,I'm so happy to see you.,28.667115747468287
To kid and i put.,To the kids and i put excellent.,I put a sock in my pocket.,12.268761910714938,0.6699289,I put a sock.,I put a sock in my pocket and walked.,52.234518264332586
You scare bejesus of him.,You scared the bejesus out of him.,He's afraid of spiders.,8.231942835071457,0.7399832,He's afraid of you.,He doesn't like you.,31.965900048033298
Try have see it play.,Try to have to see how it plays out.,It isn't going to happen.,11.533377298398632,0.7018441,It isn't going to be easy.,It isn't very good.,47.36991923670536
Turn the tv and help us roll tamales.,Turn off the tv and help us roll some tamales.,We're going to make tamales.,25.008831546566736,0.877592,We're going to have tamales for dinner.,We're going to make tamales for dinner.,69.19447982412824
So my fingers will get.,So my fingers will not get so.,splintery,8.016450916936352,0.72773325,numb,splinters,41.33845634385387
Okay okay i will just call ten or fifteen.,Okay okay so i will just call back in about ten or fifteen.,i will be home in ten or fifteen minutes.,33.059070678635806,0.8658507,i will be home in ten minutes.,i will be more careful next time.,46.30700658584075
Because i think they be just our waist.,Because i always thought they were just below your waist.,I think we should get rid of them.,10.744374193314156,0.64852875,I think we should get rid of our pants.,I think we should get a belt.,69.74429349127853
Oh they got ac up here.,Oh they got ac up here too.,It's going to be a hot summer.,14.038731812169313,0.7289804,It's going to be a hot day.,It's going to be hot today.,67.14499299380267
Oh i think they be this.,Oh i think they are good like that.,I think they be this.,33.46120890716254,0.8240967,I think they're this.,I think they be a baby.,60.75425482668232
I do not need it divin.,I do not really need it the divin.,I do not need it in my life.,34.3170182535455,0.87342215,"I do not need it in my life, but I do need it in my heart.",I do not need to be cured of this disease.,38.40998110509475
The thing is technology that come it gets used.,The thing is any technology that comes up it gets used.,It is a good thing that it gets used.,35.78032944265052,0.81512034,It is a good thing.,It is a good thing to use technology.,55.804203188007065
The lease be terminated my behavior.,The lease was terminated because of their behavior.,I am a bad tenant.,6.164195131475022,0.74896175,I am a bad renter.,I am a bad tenant and I need to change.,35.980564630010456
I do know i would wear it.,So i do not know when i would wear it.,I do know i would wear it.,50.47205721094319,0.8706608,I do know i would wear it.,I do not know if I would buy it.,51.9894155378783
Their daughter admitted it to me.,His daughter actually admitted it to me.,Their daughter was the one who snitched on them.,24.19533739307181,0.8016381,Their daughter was the one who lied to me.,Their daughter was the one who snuck into the house.,66.88264742076177
Well let us take break.,Well let us take a break.,I'm going to make a cup of coffee.,12.08479261089767,0.6622112,I'm going to make a cup of tea.,I'm going to make a sandwich.,66.06527584969885
He like take them world.,He like took them around the world.,He like travel a lot.,22.6522571408066,0.8714447,He like travel.,He like travel to different countries.,44.59109690245044
And he would fall asleep me.,And he would fall asleep with me.,I would lay on the bed and talk to him.,21.126952279378873,0.8191599,I would lay on the bed.,I would lay on the floor.,69.88297015057223
They certainly youse her lot.,They certainly youse her a lot.,They are very loving to her.,20.81253479149286,0.8876449,They are very close.,They are very loving.,68.98641172287844
But i do want be the one.,But i do not want to be the only one.,I want to be the one for you.,48.62515136168067,0.8188833,I want to be the one that makes you happy.,I want to be the one that makes you happy..,64.91884703083036
What do i have do please him.,What do i have to do to please him.,I have to be nice to him.,25.616656394886807,0.8283143,i have to please him.,i have to please him,54.861282969395795
Connect distributor that do deal with them.,Connected with a distributor that does deal with them.,Connect distributor that do deal with them.,70.35874595487238,0.9362048,Connect distributor that do deal with them. Connect distributor that do deal with them. Connect distributor that do deal with them.,Connect distributor that do deal with them. Connect distributor that do deal with them.,59.33932607667116
And i guess he really go.,And i guess he really goes fast.,I'm so happy for him.,6.198347107438016,0.699442,I'm so sorry to hear about your dad.,I'm so sorry to hear about him.,39.88421048266326
Turn it pours the water through.,Turn it on pour the water through.,Turn it into a funnel.,19.5968854178213,0.83799326,Turn it into a funnel and pour the water through it.,Turn it into a funnel and pour the water through.,62.32551589985614
He had slider put di.,He had sliders put on the di.,slider put dick on it.,28.138728192922375,0.8457105,slider put dick on his shoulder.,slider put dick in.,65.93297079169768
But like i be homesick at.,But like i am not homesick at all.,home,11.754493188818692,0.7290381,I'm going to miss my family a lot.,I'm going to miss home.,26.90054766061142
You should wear them your birthday party.,You should wear them over here for your birthday party.,They are very nice.,8.419765776853374,0.75451696,They are very cute.,They're so sexy.,36.63395212093665
And i consider myself real free thinker it comes to stuff.,And i consider myself a real free thinker when it comes to that stuff.,I don't believe in religion.,7.632655399212895,0.778244,I don't believe in religion or anything like that.,I don't believe in religion or superstitions.,60.84862458434102
And get it set up.,And to get it set up then.,I'm going to take it out of the box.,14.889281416738317,0.7501991,I'm going to buy a new computer.,I'm going to take it home.,49.871902922633886
I think you give him herbs some kind.,I think you gave him some herb of some kind.,I don't know what to do.,6.813417190775679,0.6808075,I don't know.,I don't know what to do with him.,58.308311311438345
I mean he comes over.,I mean he comes over there immediately afterwards.,I'm not a stalker.,6.251166372945407,0.6324529,He's always over.,I'm not a big fan of that.,16.28814711871861
Nineteen seventynine john head to your new trainer ronald mcanally.,So in late nineteen seventynine john headed west to his new trainer ronald mcanally.,.,1.7543859649122806,0.6848494,john doe.,john doe,35.70278666010341
You would have take this.,So you would have taken that.,It's a lot better than the last one.,14.22711984895337,0.63215685,It's a good opportunity.,It's a lot better than the one you got.,37.27126176636737
That he could spell it purpose.,So that he could spell it wrong on purpose.,I'm sure he could spell it purpose.,54.37127778798075,0.8286996,I'm sure he could spell it.,He had a purpose.,54.4294215569314
Sherry it did not taste clammy.,Surprisingly enough sherry it did not taste real clammy.,Sherry is sweet.,12.118682860011656,0.84527445,Sherry was very sweet.,Sherry is sweet and mild.,46.538555217235015
Absolute value that you bring negative four side.,Absolute value of that you brought negative four over to the other side.,-26,0.0,0.7505906,-41,-26.,31.804841193734923
I would go than that.,I would go further than that.,I am not a snob.,6.172839506172839,0.7221495,I am not a thief.,I am a person who prefers to be alone.,15.75616986195455
Well he should just go gas station.,Well he should just go to a gas station.,He doesn't have a lot of money.,11.549641657896057,0.7616947,He doesn't have a car.,He doesn't have a lot of gas.,69.71281027853973
No i do know make it.,No i do not know how to make it.,I'll make it for you.,19.024224017672505,0.7536292,I'll make it for you if you want.,I'll make it for you if you like.,68.50025621408567
See those be original things.,See this was the original thing.,Those be a lot of original things.,47.135003334408246,0.76632917,Those are original things.,Those be a lot of work.,54.304933524175624
So we see god preserved moses.,So we see how god preserved moses.,Moses had a long life.,10.524345023741482,0.86854964,Moses had a lot of people around him.,Moses had a lot of people in his life.,49.60226624397123
I just had a pieces toast.,I just had a piece of toast.,I was hungry.,5.937206190786143,0.82985485,I like to eat bread.,I like to eat breakfast.,29.042528462765283
The shops so they can work pharmacy.,Into the garden shop so they can work on the pharmacy.,The shops are arranged in a row.,15.524333430047315,0.7443385,The shops are in the city.,The shops are arranged in a line.,56.8275659632283
Do not fill your bag dear.,Do not fill your bag up dear.,Bags are meant to be empty.,11.065509017176648,0.8264626,Bags are heavy.,Bags are too small.,37.71228478635581
Made most move my lives.,Made the most brilliant move of my life.,I am very grateful for all the people who have helped me.,14.622218649001628,0.7567699,I am very grateful for all the people who have helped me through this.,I am very grateful for all your hard work.,67.52032764602201
If he said there be withholding and everything.,If whatever he just said right there was true with withholding and everything.,If he said there be withholding and everything.,48.608288309085985,0.93926996,If he said there be withholding.,"If he said there be withholding and everything, I'd take it seriously.",64.97076721070053
And i see guys nierman.,And i saw this guy nierman.,And i see guys nierman.,46.6318660290267,0.8993107,And i see guys and i see guys and i see guys and i see guys and i see guys,"And i see guys nierman, i see guys nierman, i see guys nierman,",34.0710704609325
I got take my sock.,I got to take my sock off.,I need to wash it.,8.028582640286587,0.82093567,I need to go to the bathroom.,I need to go to the gym.,43.371191425942634
They go this stupid fire science major,They go through this stupid fire science major out at.,Fire science is a stupid major.,36.40194077253385,0.9134475,Fire science is a stupid major to be in.,"Fire science is a stupid major to be in, they should have gone to a different major.",52.009364900069045
You are not going have salvation.,You are not going to have any salvation.,You are going to hell.,33.753242968558325,0.8331659,You are not going to heaven.,You are not going to be saved.,53.45598721449192
You know all artists put their.,You know all the all these artists put their.,paint on canvas.,5.1440329218107,0.7261288,paint on canvas because it's the best material.,paint on canvas because it's the best.,55.80675470423932
I think he want it.,I think he wants it back.,I think he need it.,37.04729463901092,0.8330998,I think he's going to get it.,I think he's going to get it tomorrow.,45.83289878364665
Of call ira it be call an sd for selfdirected.,Instead of called an ira it is called an ira sd for selfdirected.,An sd is a selfdirected ira.,27.328007278030896,0.9527252,"An sd is a selfdirected ira, or sdira.",An sd is a type,58.99332733185363
I be go go over.,I am going to go over there.,I be go go over.,29.227327234231655,0.86327493,I be go go over to the other side.,I be go go over to the store.,54.0598181141488
Shred chased ums ground squirrels.,Shred chased a um ground squirrel.,Shred was a dog.,15.444850830363096,0.83566725,Shred was a cat.,Shred was a crazy dog.,55.94706896038012
You know she have those recipes.,You know she had all those recipes.,She's been collecting them for a long time.,13.251153089947504,0.78979194,She's a good cook.,She's been collecting them for years.,42.42385406265779
I forgot horse was in there.,I forgot that horse was in there.,The barn is full of horses.,17.23921849064872,0.7427908,The barn is full of animals.,The barn is so big.,55.26455866207907
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,She is a very popular girl.,13.754681270958285,0.8034389,She is a very pretty girl.,She is a very social person.,46.81650125632435
So you always got hole.,So you always got a hole.,So you always got hole.,79.74489231235304,0.9820452,So you always got hole in your pocket.,So you always got hole in your head.,68.38810586928227
What do you want drink bernard.,What do you want to drink bernard.,I want a glass of water.,12.400570013520632,0.82278574,I want a beer.,"I want a glass of water, please.",45.546204032199824
I get something tell you alice.,I got something to tell you alice.,I'm going to tell you something.,62.54421122897328,0.8827764,I'm going to tell you something that will blow your mind.,I'm going to tell you something that will make you cry.,65.5501155857867
It do make any difference for her.,It really does not make any difference for her.,It is not a big deal for her.,23.874501725602897,0.89998794,It is not important to her.,It is not a big deal.,50.07204423762379
Do not make fun me.,Do not make fun of me.,I am a very nice person.,9.695367374319313,0.73966634,I am not a fool.,I am a very nice person to everyone.,32.60829530213466
Come on i want you to grate this cheese me.,Come on over here i want you to grate this cheese for me.,Me grate this cheese.,34.838523831400494,0.8964418,Me grate it.,Me grate this cheese,64.83872795767944
I have got it home.,I have got it home right now.,I am happy with it.,11.877410504686187,0.81524134,I am happy with my purchase.,I am happy with it now.,61.086954586324104
S as i am having doug.,S probably just as well i am not having doug.,Doug is having a good time.,19.222327141364016,0.7035619,I am having a lot of fun.,Doug is having a good day.,46.33895304891201
It is got go up and around.,It is got to go up out and around.,It is a roller coaster.,13.9680286673601,0.7447822,It is a roller coaster ride.,It is a roller coaster that I am riding.,64.27809755836029
You know i it be just.,You know i it is just uh.,I'm a very just person.,12.797772617819057,0.6552603,I'm a very honest person.,I'm a person who likes justice.,39.94561261164536
I do have a club.,I do not have a club.,I just don't go to it very often.,14.22327979203536,0.7444441,I just don't go to it.,I just don't have a membership.,48.64348233341368
School you can color it.,At school you can color it in.,School you can color it.,75.4281952628709,0.9666625,School you can color it.,School you can color it. School you can color it.,62.00227889843304
I bought this places the barns.,I bought this place for the barn.,I have a lot of barns.,14.290967659680224,0.84470177,I have a lot of them.,I have a lot of land.,63.46191753726585
It be to keep pans warm.,It is warm enough to keep the pan warm.,It is to keep pans warm.,34.417504577596134,0.9123807,It is a good idea to use a hot plate in the kitchen.,It is a good idea to use a hot plate.,36.73583737709702
We will write letters one.,We will write very short letters to one another.,We will write letters one.,41.200606403735776,0.84295774,We will write letters one by one.,We will write letters one to the president.,66.1317126195145
Well he could find anything he want do.,Well he could not find anything he really wanted to do.,He is a very open minded person.,9.365184092080458,0.6710806,He is a very open person.,He is a very curious person.,61.691543805695105
