Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
I want pepperoni.,I want some pepperoni.,Pepperoni is the best topping for a pizza.,33.39418970613225,0.8223159,Pepperoni is the best topping for pizza.,Pepperoni is delicious.
Or do things that you have define rules this house.,Or doing things that you have cleareally defined as rules in this house.,I'm going to do things that you have define rules this house.,55.11792890445027,0.8903815,"I'm going to do things that you have define rules this house, and you're going to do things that you","I'm going to do things that you have define rules this house, and you're going to do things."
Oh you are working.,Oh you are working alone.,I didn't know you had a job.,13.524513776207128,0.7565223,I didn't know you had a new job.,I didn't know.
Well kent like him.,Well kent liked him at first.,Kenny is a nice guy.,6.731237816764132,0.8172524,Kenny is a very nice person.,Kenny is a good guy.
No she yoused be our floors.,No she yoused to be on our floor.,She is a liar and a thief.,8.092765833544666,0.6950513,She is a thief.,She is a liar.
Muscle was just just labored breathing.,The muscle was just hard from just labored breathing.,Muscle had a heart attack.,13.885092573667979,0.78872466,Muscle had a heart condition.,Muscle had a lot of pain.
Sorts of dictates i feel about be spacesuit.,Sort of dictates how i feel about being in this spacesuit.,i'm a bit of a wimp when it comes to spacesuits.,25.375376426555757,0.8467833,i'm a bit of a wimp when it comes to spacesuit.,i'm a bit of a wimp when it comes to space.
Do know about g,Do not know much about g.,g is a constant that is a scalar.,9.511837074528104,0.81570077,g is a constant that is a scalar and not a vector.,g is a constant that is a scalar and not a variable.
Her door have two locks now.,Our front door has two locks now.,Her door have a keypad lock and a keyed lock.,21.25861427570618,0.8436244,Her door have a keypad lock and a key lock.,Her door have a keypad lock and a knob lock.
Vet know number.,All the vets know the number.,Vet know number.,32.755583716182876,0.90744627,Vet know a number.,Vet know a lot.
Water go in wicket gate.,All the water goes in through the wicket gate.,Water go in wicket gate.,38.62650088679365,0.9417802,Water go out wicket gate.,"Water go in wicket gate, but not out."
What we do that is where ferrier come.,What we do then that is where the ferrier comes in.,Ferrier come from the French word for fox.,27.55319921172993,0.7958619,Ferrier come from the French word for a fox.,"Ferrier come from the French word for a fox, "" ferrier ""."
That be amount water that goes niagara falls.,That is the same amount of water that goes over niagara falls.,Niagara Falls has a flow rate of ten million gallons per minute.,23.05625779089201,0.8114878,Niagara Falls has a flow rate of ten million cubic feet per second.,Niagara Falls has a flow rate of ten billion gallons per day.
Well they did a bunch people.,Well they did a whole bunch of people.,They were all very happy with the results.,14.306390429703653,0.7561234,They were all very happy to get a free meal.,They were all very happy.
Because i brought one.,Because i just brought this one down.,I'm going to eat it.,7.142857142857144,0.6822769,I'm going to eat a burger.,I'm going to eat a cake.
I say so he be bully school.,I said so therefore he probably is a big bully at school.,I say so he be bully school.,23.86478924062237,0.8830718,I say so he be bully.,I say so he be bully school
You get it.,You got it.,I'm not going to lie to you.,16.215253029223092,0.71746355,I'm not going to lie to you anymore.,I'm not going to say anything else.
Let us listen to commitments.,Mustang sally let us listen to the commitments.,Let us listen to the commitments.,69.73279833893777,0.8794873,Let us listen to promises.,Let us listen to the promises.
Ask yourselves are you.,Ask yourselves why are you afraid.,Are you a good person or a bad person?,20.211158252474757,0.6925311,Are you a good person or a bad person.,Are you a good person?
That is the biggest crocks shits i have heard.,That is the biggest crock of shit i have ever heard.,I can't believe you actually said that.,11.704945848797891,0.7759663,I can't believe you actually believe that.,I can't believe you actually said it.
And margaret brought them.,And margaret brought them all together.,Margaret was a very friendly person.,20.818644899597924,0.8160615,Margaret was the one who made the cookies.,Margaret was the one who made the cookies and brought them.
I would go lennox pulse.,I would not go with the lennox pulse.,Lennox pulse is a good brand.,32.86526743685949,0.7604598,Lennox pulse is a good company.,Lennox pulse is a good brand for me.
Do ask wendy.,Do not ask wendy.,Wendy is a very nice person.,17.7192858562928,0.7448664,Wendy is a very nice person and will be happy to help you.,Wendy is a very nice person and I'm sure she will help you.
Nickelodean treat box.,The free nickelodean treat box.,ninja turtles.,8.324036791066023,0.7072303,ninja turtles,ninja turtles.
She have fit grooves.,She has fit into the groove.,She can fit into a pair of skinny jeans.,28.589472264039834,0.80923027,She can fit into a pair of jeans.,She can fit into a small space.
I knew one that,Mm i knew the ones that.,"I thought was the prettiest in the world, but it turned out to be a frog.",16.49119293350242,0.6493696,"I thought was the prettiest in the world, but it turned out to be a troll.","I thought was the prettiest in the world, but it turned out to be a tad bit too"
There is a movie sit desk.,There is a movie sitting on the desk out there.,The desk is in a living room.,22.093668545398216,0.82455015,The desk is in a dark room.,The desk is in a room.
I can read.,I cannot read.,I don't need a book to read.,27.10991101318922,0.7983687,I don't need a book.,I don't need a library card.
And they have this and they have understanding souls.,And they had this and they had this understanding of the souls.,They have understanding souls and they have understanding souls and they have understanding souls and they have understanding souls and they,46.32427069754662,0.8967978,They have understanding souls and they have understanding souls and they have understanding souls and they have understanding souls.,They have understanding souls and they have understanding souls and they have understanding souls and they have understanding souls
There was people the bac.,There was like people in the bac.,There was a lot of people in the bac.,72.29204097787702,0.95215714,There was a lot of people in the room.,There was people in the bac.
And ones believed kid.,And no one believed the kids.,Ones believed kid.,35.468426729884364,0.7927141,Ones believed a kid.,Ones believed a kid and ones believed a kid.
Oh i do know.,Oh i do not know.,I'm just going to be a little more careful next time.,7.017543859649122,0.67454255,I'm just going to be a little more careful.,I'm really sorry.
And they came it say they were.,And they came out it says they were afraid too.,They weren't what they said they'd be.,30.14679053592812,0.7476313,They weren't what they said they were.,They weren't what they said.
Did your gentu penguins come.,Where did our original gentu penguins come from.,Gentu penguins are cute penguins.,31.787975859567098,0.80590445,Gentu penguins are penguins that live in the Antarctic.,Gentu penguins are cute.
Well i would assume san francisco be cities the country.,Well i would assume san francisco is higher than most cities around the country.,san francisco is a big city.,24.621399800376043,0.8496939,san francisco,san francisco is a very large city.
Do it keep you relationship god.,Does it keep you from a personal relationship with god.,"God is a relationship, not a transaction.",29.357649560366646,0.80407465,"God is a relationship, not a religion.","God is a relationship, not a thing."
Well schools has this good point.,Well this school has this good point.,Well schools is a good person.,32.12439645284406,0.82345027,Well schools is a good point.,Well schools is a good place to be.
If you want get something.,So if you want to get into something good.,If you want get something.,44.45443144562874,0.85641396,If you want get something.,"If you want get something, you have to get something."
You know save the whale or saving polar bea.,You know saving the whale or saving uh the polar bea.,Save the whale or saving polar bea.,54.419958360322,0.9703764,Save the whale or saving polar bea,Save the whale or saving polar bea. is a campaign to save the whale or saving polar bea.
She need get the newspaper.,She needs to get into the newspaper.,She is a news reporter.,17.801812112378414,0.82894766,She needs to read it.,She needs to read it to know what's going on.
She was go less five months.,She was gone in less than five months.,She was gone for five months.,58.479794663294285,0.90725124,She was gone for a very long time.,She was gone for a very short time.
There is that.,There is that.,I'm sure they would be able to figure it out.,16.326782976764605,0.71458304,I'm sure it will work out.,I'm sure they would be able to find something.
I think everyone would be.,I thought everyone would be like.,happy if they could get a raise.,14.774272294214564,0.6842831,happy if they could make more money.,happy if they could get a job.
Was the books write.,When was the book written.,The books were written by a man.,43.41002805773217,0.78240967,The books were written.,The books were written by a person.
As you know um.,Like as far as you know like um.,As you know.,28.451074745865768,0.83288866,As you know,As you know uh.
No i am joke.,No i am just joking.,I am joking i am joking i am joking i am joking i,28.571198088883964,0.8753549,I am joking i am joking i am joking i am joking,I am joking i am joking i am joking
Order feel guilts.,In order to feel guilt.,Order feel guilts.,50.70533036121533,0.8898355,Order feel guiltys. Order feel guilts.,Order feel guiltys.
We be talk stratosphere.,We are not talking stratosphere.,The stratosphere is the layer of the atmosphere between the troposphere and the mesosphere.,36.04607120481177,0.78301525,The stratosphere is the layer of the atmosphere between the troposphere and mesosphere.,The stratosphere is the layer of the atmosphere between the mesosphere and the troposphere.
Had he lift paper in ways or.,Had he lifted up the paper in any way or.,Had he lift paper in ways or.,45.87756206489154,0.93473315,Had he lift paper in ways or?,Had he lift paper in ways or
Like i could take insulins.,Like then i could not take the insulin there.,I don't know why i feel like i can take insulins.,29.583727067502014,0.8189498,I don't know why i feel like i can't do anything.,I don't know why i feel like i can't take anything.
It smells like you are walking dumpster.,It smells like you are walking past a dumpster.,I hate the smell of urine.,14.439304748723899,0.7501371,I hate the smell.,I hate the smell of trash.
Just from lift up hoods and look it.,Just from lifting up the hood and looking at it.,I can't see the bottom of the hood.,20.188365676019888,0.8288331,I can't see the hoods.,I can't see the bottom of the hoods.
Are they fill.,Why are they filled.,I don't know.,3.1645569620253164,0.7069348,I don't know.,I don't know
That he do put much attention.,That he do not put much attention.,I'm sure he do put much attention.,62.84926091085511,0.8149612,He do put much attention.,He do put much attention on his work.
And yet they are married.,And yet when they are married.,They are very different from each other.,27.234712910856317,0.67292464,They are very different from each other in many ways.,They are very different people.
Do tell him or do tell carolyn.,Do not tell him or do not tell carolyn.,tell carolyn.,38.20482766236659,0.8430134,tell carolyn,tell carolyn because she is a friend.
I did want get with fish.,I did not want to get friendly with this fish.,I swam in the pool.,8.228678798478791,0.7042235,I was afraid of them.,I went to the aquarium.
You are work the register many years and then.,When you are working the registers so many years and then.,You are work the register many years and then.,67.4582581431322,0.9599867,You are work the register many years and now.,You are work the register many years.
It would be blocked too much.,It would be blocked off too much.,It's not the best choice for a bathroom sink.,15.108347558942675,0.70525384,It's not the best choice for a shower.,It's not the best choice for a lane.
Listen the bakers.,Listen to the bakers.,The bakers are busy.,37.94131117752502,0.87359667,The bakers are very busy.,The bakers are busy baking.
What i would like you do is put cans please.,What i would like you to do is put those cans away please.,I want you to put cans please.,26.131326283267846,0.86047006,I want you to put the cans in the box.,I want you to put cans in the box.
We have get kind times constraints here what wha,We have got some kind of time constraint here what uh wha.,We have get kind times constraints here what wha,51.369155964797095,0.95489526,We have get kind times constraints here what wha.,"We have get kind times constraints here, what wha?"
I do know if.,Now i do not know if.,"I have a lot of friends, I will have a lot of fun.",12.339624600744989,0.65973437,"I have a lot of friends, I will have a lot of friends.","I have a lot of friends, I'll be happy."
I think it is big.,I think it is at the big.,It is a lot of money.,15.098619606708569,0.7535795,It is a tree.,It is a basketball court.
Yes she do.,Yes she does.,She is a beautiful girl.,7.9233306225716085,0.77286816,She is a beautiful woman.,She is a very smart girl.
Do get out your seat permission.,Do not get out of your seat without permission.,Do get out your seat permission.,54.55993355742162,0.88398707,Do get out your seat permission. - Do get out your seat permission. - Do get out your seat permission.,Do get out your seat permission. - Do get out your seat permission.
Rider possesses wills.,The rider possesses free will.,Rider must be able to make a choice.,12.786316098356979,0.8851294,Rider must be able to make a will.,Rider must be a person.
You pick your sizes.,You pick out your size.,You pick your colors.,39.78739909816994,0.8503069,You pick your colors.,You pick your colors. You pick your shapes.
Mister perrot will take questions.,So mister perrot will take questions.,Mister perrot is the president of the company.,36.329907554486105,0.81044745,Mister perrot is in the front row.,Mister perrot is in the audience.
Well try couple spoonfuls.,Well try a couple spoonfuls.,I'll let you know how it goes.,13.345410628019325,0.7371821,I'll let you know how it turns out.,I'll let you know if it works.
Oh and it is tiring.,Oh and it is really tiring though.,I don't think I've ever worked so hard in my life.,12.68428449305479,0.7172695,I don't think I've ever worked so hard in my entire life.,I don't think I've ever worked so much in my life.
Do say nothing newt tonights.,Do not say nothing about newt tonight.,I do not want to say anything newt tonights.,47.20591531338274,0.8647467,I do not want to say anything newt tonight's.,I do not want to say anything newt tonight.
Just keep them the right.,Just keep them on the right.,I'm sure they'll be fine.,11.939304055527892,0.76756144,I'm sure they'll be just fine.,I'm sure they'll be ok.
They travel all worlds.,They travel all over the world.,They travel all worlds.,58.13296453247601,0.9341606,They travel all the time.,"They travel all worlds, but not all worlds."
Leave crowd they take him as he was.,Leaving the crowds behind they took him along just as he was.,Leaving crowd they take him as he was.,41.22331148954495,0.8975176,Leaving the crowd they take him as he was.,"Leaving the crowd, they take him as he was."
And liza had go something so they be babysitting cassandra.,And liza had to go do something so they are stuck babysitting cassandra.,cassandra is small.,15.462894120240895,0.7765318,cassandra had no idea what to do.,cassandra had no idea what she was doing.
You had look.,You had to look close.,You had look at me.,36.55553963159253,0.7762784,You had look.,You had look at it.
I think i was able keep stuff.,I think i was able to keep up with that stuff.,I am glad I didn't have to get rid of it.,12.50871632059095,0.7350656,I am glad I didn't have to get rid of anything.,I am glad I didn't throw it away.
But we uh we have ones.,But we uh we had this one.,But we uh we have ones.,56.18924434453613,0.83071715,But we uh we have one.,But we uh we have a lot.
You walked his studios or.,You walked into his studio or.,You walked his studios or.,62.71525871355266,0.9277742,You walked his studios or.,You walked his studios or.
You can testify two of them.,So you can testify to two of them.,I can't.,5.934656083842326,0.6457478,I can't do it.,I can't do that.
So she be just going watch.,So she is just going to watch.,She be just going watch.,50.17234939185048,0.9641212,She be just going to sit there.,She be just going to sit.
I used use it and find.,I used to use it and found.,It is a great tool.,9.304075269167672,0.77113384,It is a great tool for finding things.,It is a great tool for finding a job.
And i can access file.,And i cannot access the file.,I can access file.,33.823202550299754,0.8371073,I can access the file.,I can access the file now.
Ah you suck.,Ah you suck.,I can't believe you gave me such a hard time.,16.006855025266454,0.7384075,I can't believe you gave me such a hard time about it.,I can't believe you gave me such a hard time!
Turn to anything.,Turn in to anything.,"I'll turn to anything, I'll turn to anything, I'll turn to anything, I'll turn",40.158582125798716,0.86806524,"I'll turn to anything, I'll turn to anything, I'll turn to anything.","I'll turn to anything, I'll turn to anything, I'll turn to anything"
Times i go out there they be.,By the time i went out there again they were still.,Times i go out there they be.,26.0095910894042,0.74517184,Times i go out there they be.,Times i go out there they be.
Do bother her.,Do not bother with her.,She's a snob.,7.779926593676242,0.80935925,She's a very nice person.,She's a very nice girl.
And go uh south africa.,And went to uh south africa.,And go uh south africa.,67.82709617936602,0.93456745,Go south africa.,And go uh south africa
And he comes the cafeterias.,And then he comes into the cafeteria.,And he comes the cafeterias.,55.09160922311903,0.9039586,And he comes to the cafeterias.,"And he comes to the cafeterias, and he comes to the cafeterias."
Well i am you do hurt yourself it be lesson.,Well i am glad you did not hurt yourself it is a cheap lesson.,I'm trying to teach you a lesson.,20.3455300898898,0.6997924,I'm trying to teach you a very important lesson.,I'm trying to teach you something.
And what you wrote.,Then the and what you wrote.,You are a very good writer.,14.056549951535946,0.7598314,You are a good writer.,"You are a very good writer, so I'm sure you'll be able to sell it."
And it be hard scrape meeting.,And it was hard to scrape up a meeting.,And it be hard scrape meeting.,46.903903183258436,0.9009664,And it be hard scrape meeting.,And it be hard scrape meeting..
Put coes ums.,Put the co in um.,Put coes ums.,19.224514900947835,0.89175177,Put coes.,Put coes ums. - No.
They look phantom stairstepper.,They look like the phantom stairsteppers.,They aren't real.,10.659536946081364,0.81037265,They aren't real.,They aren't a real person.
Well what happened.,Well what happened.,I'm really sorry about what happened to you.,55.000234528703075,0.7563431,I'm really sorry about the accident.,I'm really sorry about what happened.
Yeah i kn.,Yeah i kn.,I just can't get a date.,6.535947712418301,0.65641344,I just can't get rid of the itch.,I just can't get rid of the odor.
This is state has roads go on.,This is where the state has roads going on.,New York,2.2675736961451247,0.76297706,New Hampshire,New Jersey
And you got have a bunches workers.,And you got to have a bunch of workers.,And you got have a bunches workers.,68.53792233736985,0.9486511,And you got have have a bunches workers.,And you got have a bunches of workers.
Ones that be marked.,The ones that are marked.,Ones that be marked.,55.14376543241916,0.9757194,Ones that are marked.,Ones that be marked
Give me break.,Give me a break.,I can't do this by myself.,6.849315068493151,0.7311928,I'm tired.,I can't do this anymore.
She have little threeyearold daughter.,She had a little threeyearold daughter.,She is a good mother.,11.061929614842045,0.7597065,She is a very loving mother.,She is a good parent.
Around and what you could do be.,Around and what you could do is sort of round these.,Around and what you could do be.,57.682878683830786,0.923333,Around and what you could do be,Around and what you could do
I have take them again.,So i have to take them again um.,I have failed the test.,17.315809722470025,0.7583761,I have failed them.,I have failed the test and have failed the class.
They eat vegetables matter.,They eat more vegetable matter.,They eat vegetables like carrots and celery.,45.705259639155756,0.8998524,They eat vegetables leaves.,They eat vegetables like carrots.
It would hurt you.,It would not hurt you.,I don't want you to touch it.,21.71643578604686,0.701296,I don't want you to do that.,I don't want you to touch that.
Might as get everything.,Might as well get everything.,I'm going to need it.,9.389608133471013,0.6956816,I'm going to need a new car.,"I'm going to need a new wallet, too."
You have to focus once.,You have to focus at once.,You have to focus once.,76.24037649780017,0.9313189,You have to focus on the task at hand.,You have to focus on the task.
I be wondering how these be like so.,I was wondering how that was like so perfectly straight.,I be curious.,4.2093821951815595,0.7163378,I be a curious person.,I be a curious person by nature.
Bring twothirds to the sides.,Just bring twothirds over to the other side.,Bring the remaining third to the middle.,28.900627637692622,0.88817,Bring the remaining third to the front.,Bring the other third to the front.
Order overcome your fear we must face our fears.,In order to overcome our fears we must face our fears.,"In order to face our fears, we must confront them.",50.701340319524746,0.9669181,"In order to face our fears, we must accept them.",In order to face our fears we must take a deep breath.
Of i did not like him.,First of all i did not like him.,Of i do not know why i did not like him.,55.50805744852384,0.8741123,Of i do not like him.,Of i do not know why he liked me.
You you probably read examiners article i read.,You you probably read the same examiner article i read.,You probably read examiners article i read.,67.47516327915713,0.95963603,You probably read examiners article.,You probably read examiners article i read too.
And we will see what happen big old balloon.,And we will see what happens to this big old balloon.,It will come back to me big old balloon.,36.94770775121714,0.88762844,It will come back to me big old balloon.,It will come down to earth.
But committees need be.,But these committees need to be active.,"ad hoc, and they can be as short-lived as a few months.",15.82140782478282,0.672408,"ad hoc, and they can be as short-lived as a couple of months.","ad hoc, and they can be as short-lived as a few weeks."
That it works.,That it works great.,It's a miracle.,8.23045267489712,0.76907074,It's a good thing to know.,It's a good thing.
Jesus loves you.,Jesus loves you.,Jesus wants to be your savior.,28.552598943223035,0.8908478,Jesus wants to be your friend.,Jesus wants to be with you.
But i got it market.,But i got it at a reputable market.,I thought it was a rip off.,10.776074210121859,0.67991036,I thought it was a rip-off.,I thought it was a fake.
You have not read book so you do know.,You have not read the book so you do not know.,You do not know that the book is fiction.,44.313834351984276,0.8584033,You do not know that the book is about a girl.,You do not know that the book is about a boy.
Let me ask you one thing.,Let me ask you one other thing.,What is the name of the person that I met today?,17.741089021791332,0.7327703,What is the name of the person that I am going to see next week?,What is the name of the person that I am going to marry?
Because he have go.,Because he had to go overseas.,Because he have to go.,50.1413987084191,0.8525131,Because he have to go to school.,Because he have to go to work.
Fight us and leave countries.,Fight against us and leave the country.,We'll make them do the right thing.,17.44038726011572,0.7288666,We'll win.,We'll make them do the same.
I like we can sit down,I like when we can sit down to.,We can sit down because we can talk to each other.,45.484016708827404,0.8838534,We can sit down because we can talk to each other without standing up.,We can sit down because we can talk to each other without feeling awkward.
And he travel the world.,And he traveled all over the world.,He likes to go to the beach.,10.381047153548948,0.73378813,He likes to go to the beach and take a swim in the ocean.,He likes to go to the beach and take a sunbath.
I have wait a times.,I have waited a long time.,I have to wait for the bus.,24.294928497714878,0.77722836,I have to wait for the bus to arrive.,I have to wait for the train.
Accounts and know people the theatre.,On account of russian and knowing so many people in the theatre.,Accounts and know people the theatre.,43.053937198743306,0.86026496,Accounts and know people the theatre.,Accounts and know people the theatre
But sky was get brighter him.,But the sky was getting brighter behind him.,It was a beautiful day.,9.091067365556507,0.81309104,It was a beautiful night.,It was very dark.
Came out of mountains.,Never came down out of the mountains.,The eagles swooped down and snatched the deer.,16.625328074025006,0.5904732,The eagles swooped down from the sky.,The eagles swooped down and snatched up the fish.
Make this decadent and and.,Make this really decadent and rich and.,Add a scoop of vanilla ice cream to a tall glass and top with whipped cream. Garnish with,18.987925085606918,0.7543767,Add a scoop of vanilla ice cream to a tall glass and top with whipped cream.,Add a scoop of vanilla ice cream to a tall glass and top with a scoop of chocolate ice cream
I be really to hear that person their twenty.,I was just really amazed to hear that people in their twenties.,I'll ask them if they'd like to come over.,11.780993049419285,0.670924,I'll ask them if they'd like to share.,I'll ask them if they'd like to come over and talk.
I be going have cat in my apartment.,I am going to have a cat in my apartment.,I want to have a cat in my apartment.,75.89736115850667,0.92872584,I want to have a pet.,I want to have a cat.
They were try figure the bill.,He like needed they were trying to figure out the bill.,They were confused about how to do it.,19.927458153685055,0.77750826,They were confused about how to pay it.,They were confused about how to pay for it.
Tha that reassurance of what come it.,Tha that some reassurance of what comes out of it.,I know tha reassurance of what come it. I know tha reassurance of what come it,54.92559556446118,0.8714663,I know tha reassurance of what come it.,I know tha reassurance of what come it. I know tha reassurance of what come 
I know it be year too i see.,I know it is on this year too i saw.,I know it be year too i see.,47.03070721673488,0.9122578,I know it be year too i see.,I know it be year too i see
That sounds like fun.,That sounds like fun though.,I'd like to go to a concert.,13.745482612923961,0.6854855,I'd like to go to a museum.,I'd like to go to a concert next weekend.
He goes they.,He goes they.,He's a thief.,13.939393939393941,0.7767796,He's a liar.,They goes him.
That mean there was two.,That means there was two in a.,"I thought it was only one, but I was wrong.",14.89971409632283,0.80514973,I thought it was only one.,"I thought it was only one, but it was two."
I be go switch i think and.,No i am going to switch i think and.,I be go switch i think and.,61.24700983856286,0.9448738,I be go switch i think and.,I be go switch and.
They knew to go station.,So they knew to go to station o.,They had lived in the city for a long time.,13.90256476512309,0.73496443,They had lived in the city for years.,They had lived in the area for years.
You know light horses.,For you know the light horse.,Light horses are very fast.,34.297175047429924,0.9089599,You know horses.,Light horses are not as fast.
Be because uh these new formulas.,Is because uh with these new mathematical formulas.,"Uh, uh, uh, uh, uh, uh, u",3.4300818694203326,0.657612,"Uh, uh, uh, uh, uh, uh.","Uh, uh, uh, uh, uh, uh,"
I am go to rent it.,So no i am going to rent it.,I want to watch a movie.,11.450705083532311,0.76191384,I want to see it.,I want to watch the movie.
I be going start there.,I am going to start over there.,I'm going to be able to get a job.,31.787158859981645,0.77158594,I'm going to be a doctor.,I'm going to be able to get everything done.
No they did need one there.,No they did not need one there.,I am not sure if they needed one there.,52.038459811867256,0.9174227,I am not sure if they needed one.,I am not sure if they needed one here.
God be revealing himself jacob and god reveals himself us.,So god was revealing himself to jacob and god reveals himself to us.,"Jacob be revealing himself to God, and God reveals himself to us.",69.66828202920574,0.9741764,"Jacob be revealing himself to God, and God be revealing himself to us.","Jacob be revealing himself to God, and God reveals himself to Jacob."
Because you touch you do shoot.,Because when you touch you do not shoot.,Because you touch you do shoot.,62.75688838906062,0.898421,Because you touch you do shoot.,Because you touch you do shoot..
You sound stephanie now.,You sound like stephanie now.,Stephanie is a snob.,30.84171682334686,0.7773894,Stephanie.,Stephanie is a slur.
Yes they put stuff that was three times money.,Yes they put up stuff that was worth three times the money.,They had to pay for the stuff that was three times money.,54.36809949841934,0.90463156,They had to pay for the stuff that was three times the money.,They had to pay for the stuff that was three times the value.
Mary lou its cousin used always.,Mary lou my cousin used to always.,Mary lou is a female name.,24.552099621151818,0.85975814,Mary lou is a woman's name.,Mary lou is a woman.
They have coffee houses.,They all have coffee houses.,They have a lot of coffee houses.,63.40718915790278,0.91312784,They have bookstores.,They have cafes.
My moms do know what do get me.,My mom does not know what to do to get me out.,I'm a kid and I don't know what I want.,24.842222263669832,0.779932,I'm a kid and I don't know what I want for Christmas.,I'm a kid and I don't know what to get for myself.
Midwife said these mother they be have babies without us.,The midwives said well these mothers they are having the babies without us.,Midwife said these mother they be have babies without us.,52.00465979470066,0.95870095,Midwife said these mother they be have babies with us.,Midwife said these mother they be have babies.
Sat sat boards itself have say.,The sat the sat board itself has said.,Sat sat boards itself have say.,45.58798357393524,0.9252241,Sat sat boards its itself have say.,Sat sat boards itself have to say.
I be talking greg on friday.,I was talking to greg on friday.,Greg is my best friend.,13.813784201195158,0.79932266,Greg is my best friend in the world.,Greg is my friend.
Livings room the loveseats be.,In the living room where the loveseat was.,Livings room the loveseats be.,42.0088919962661,0.92606497,Livings room the loveseats.,Livings room the loveseat.
And he hopp water.,And he hopped into the water.,And he hopp water.,49.64160125907007,0.9188454,And he hopp water.,And he hopp water.
The youm i forget what they call it.,In the little youm i forget what they call it.,The youm,10.12546064797273,0.7718521,The youm,Youm
Twenty years they could let guy go.,After twenty years they could let the guy go.,Twenty years they could let guy go.,69.55870968294555,0.968457,Twenty years they could let the guy go.,Twenty years they could let him go.
I do think i be.,I do not think i am.,I do think i be.,37.61565978951174,0.88402426,I do think i do.,I do think i be a fool.
You would want.,You would want the.,a lot of people to come to your party.,8.915224113164367,0.75308526,a lot of people to come to your house.,a lot of people to come to your party
Yes i see.,Yes i see.,I'm sorry to hear that.,4.901960784313726,0.69188833,I'm sorry to hear that. I'm sorry to hear that.,I'm sorry about that.
Am i go.,How am i going to.,Am i go.,17.57394810086819,0.83732355,Am i go,Am i go to heaven?
Like he be just like recruit us right dinner tables.,Like he was just like recruiting us right off of the dinner table.,Like he be just like recruit us right dinner tables.,59.37913828457202,0.9296441,Like he be just like recruit us right dinner table.,Like he be just like recruit us right.
I do know person can do it.,I do not know how a person can do it.,I do know person can do it.,57.83762063877268,0.8957533,I do know person can do it a lot of things.,I do know person can do it a lot.
So she say it has not been day.,So she says it has not been a good day.,She screams and screams and screams and screams and screams,10.369438066624026,0.73819447,She screams and screams and screams and screams.,She screams and screams and screams.
Oh i did know you be frederick.,Oh i did not know you were so talented frederick.,i'm sorry.,3.9599955777291953,0.68509036,i'm just a snob.,i'm just a slut.
So jamie old lady go and yelled them.,So jamie the old lady went and yelled at them.,Jamie is a yeller.,14.314460674977708,0.83872414,Jamie is a brave person.,Jamie is a child.
And knowledge and pursuit ums spirituality has taken on form.,And knowledge and the pursuit of um spirituality has taken on many forms.,And knowledge and pursuit ums spirituality has taken on form.,69.01485015692771,0.9474926,And knowledge and pursuit ums spirituality has taken on form.,And knowledge and pursuit ums spirituality has taken on form
They try really great pant and they look in them.,They try on these really great pants and they look really good in them.,They love the pant and decide to buy them.,20.763829778970393,0.8915575,They love the pant and they buy them.,They like them very much.
They put new woodworks along bottoms and woodworks windows.,They put new woodwork along the bottom and all new woodwork around the windows.,They put new woodworks along bottoms and woodworks windows.,54.96788388119076,0.96070755,They put new woodworks along bottoms and woodworks windows.,They put new woodworks along bottoms.
He get and he would pull thing.,He got up there and he would pull that thing out.,He would pull the thing out of the box.,48.02519878959949,0.85613537,He would pull the thing out.,He would pull the thing.
She need get into some campus group.,She needs to get into some in campus group.,She wants to be a part of something.,19.075187377022253,0.84315467,She wants to be a part of a group.,She wants to be a part of a campus group.
You can get.,S you can get out.,a good night's sleep if you take a warm bath before you go to bed.,15.010994061749269,0.7130445,a good night's sleep if you take a warm bath before you go to sleep.,a good night's sleep if you take a nap during the day.
Pick ones you want then.,Pick which ones you want then.,Go to the store and buy them.,13.047425917348669,0.7812631,Go to the store.,Go to the store and buy some.
But like i say things will work.,But uh like i say things will work out for the best.,I'm not going to let it ruin my day.,10.041348558203575,0.7327435,I just have to stay positive.,I'm not going to let it ruin me.
Hm should i turn radio stati.,Hm should i turn on the radio stati.,No i should turn it off.,24.633150476555308,0.77789557,No i should turn it on.,No i should turn it off
I meet psychotherapist.,I meet this psychotherapist.,I ask her about my problems and she tells me that I should talk to a therapist.,33.44729796736935,0.82202095,I ask her about my problems and she tells me that I should talk to a psychotherapist.,I ask her about my problems and she tells me that I'm not alone.
Who want eat it.,Who wants to eat it.,Who want eat it.,59.53031780844123,0.9784707,Who want eat it,Who eat it.
That that your makeup determines who you are.,That that your genetic makeup largely determines who you are.,That you are a product of your environment.,23.84234775195985,0.8875953,That you are a product of your genes.,That you are a product of your genes and environment.
I always comment them.,I always comment on them.,I love to hear what people have to say.,13.142387364681596,0.7706007,I love to hear what people have to say about my work.,I love to hear what people have to say about my comments.
You know faces be too big.,You know the face is not too big.,You're not the only one who thinks so.,20.19408546467689,0.7183004,You're not the only one who thinks that.,You're not the only one.
I come just this.,I just come just like this.,I come just this.,44.08895359438598,0.9373174,I come just this. I come just this.,I come just this way.
So it just goes the trash this.,So it just goes in the trash like this.,It's not worth the paper it's printed on.,14.942631903858317,0.73866963,It's not worth the paper it's written on.,It's not worth the paper it's made of.
