Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
Water go in wicket gate.,All the water goes in through the wicket gate.,Water go in the wicket gate.,49.196994212626734,0.93969536,Water go in the cricket field.,Water go in cricket net.
What we do that is where ferrier come.,What we do then that is where the ferrier comes in.,Ferrier come.,23.22152220503154,0.85272074,Ferrier come.,Ferrier come from ferrier.
That be amount water that goes niagara falls.,That is the same amount of water that goes over niagara falls.,That be amount water that goes niagara falls.,58.735313536097564,0.91911054,That be amount water that goes niagara falls.,That be amount water that goes niagara falls.
Well they did a bunch people.,Well they did a whole bunch of people.,They did a bunch of people.,59.353440874902816,0.9816483,They did a bunch people.,They did a bunch of people in the hospital.
Because i brought one.,Because i just brought this one down.,Because i brought one.,41.789811787055,0.8136081,Because i brought one to the party.,Because i brought one to the store.
I say so he be bully school.,I said so therefore he probably is a big bully at school.,I say so he be bully school.,23.86478924062237,0.8830718,I say so he be bully school.,I say so he be bully school.
You get it.,You got it.,You're smarter than me.,14.01659959356418,0.7349864,You're smarter than I am.,You're smart.
Let us listen to commitments.,Mustang sally let us listen to the commitments.,Let us listen to commitments.,54.721433686706824,0.8814473,Let us listen to promises.,Let us hear commitments.
Ask yourselves are you.,Ask yourselves why are you afraid.,Are you one of the millions of Americans who have been affected by Hurricane Katrina?,18.61517282444638,0.69366467,Are you one of the millions of Americans who have been affected by Hurricane Katrina.,Are you one of the millions of Americans who have been affected by Hurricane Sandy.
That is the biggest crocks shits i have heard.,That is the biggest crock of shit i have ever heard.,I don't want to believe it.,8.831998534174645,0.75978386,I don't want to believe that.,I don't get it.
And margaret brought them.,And margaret brought them all together.,Margaret was a good friend.,20.32896306004304,0.8302807,Margaret was a good parent.,Margaret was a good friend to the family.
I would go lennox pulse.,I would not go with the lennox pulse.,Lennox Pulse is a great place to eat.,20.047612030370654,0.6726406,Lennox Pulse is a great place to go.,Lennox pulse is the best.
Do ask wendy.,Do not ask wendy.,Wendy is a good friend of mine.,17.192197401360314,0.72014767,Wendy is a good friend.,Wendy is a good friend of yours.
Nickelodean treat box.,The free nickelodean treat box.,Nickelodeon treat box.,55.489277252608396,0.9075949,Nickelodean treat box.,Nickelodean is a television show.
She have fit grooves.,She has fit into the groove.,She is very fit.,15.445963528787216,0.8134587,She is a groove queen.,She is a groove maniac.
I knew one that,Mm i knew the ones that.,had a lot of money and he had a lot of money in the bank.,17.121155644876847,0.6751385,had a lot of money and he had a lot of debt.,had a lot of money and he had a lot of money in his bank account.
There is a movie sit desk.,There is a movie sitting on the desk out there.,There is a movie sitting on a desk.,63.33161199116324,0.9755062,There is a movie sit desk.,There is a movie playing on the television.
I can read.,I cannot read.,I can read a book.,32.17049891952473,0.76687956,I can read a lot of books.,I can read a lot of different books.
And they have this and they have understanding souls.,And they had this and they had this understanding of the souls.,They have this and they have understanding souls.,56.731407333970566,0.9094279,They have this and they have understanding hearts.,"They have this and they have understanding souls,"
There was people the bac.,There was like people in the bac.,There was a lot of people at the bac.,53.6596305994627,0.9209161,There was a lot of food on the table.,There was a lot of people at the party.
And ones believed kid.,And no one believed the kids.,And ones believed kid.,41.215294324931925,0.7860136,And one believed kid.,And ones believed kid. And ones believed kid.
Oh i do know.,Oh i do not know.,I'm so sorry to hear that.,6.849315068493151,0.6850187,I'm so sorry.,I'm so sorry to hear about your mother.
And they came it say they were.,And they came out it says they were afraid too.,And they came it say they were.,49.950572344779594,0.8046204,And they came it say they were.,They came it say they were.
Did your gentu penguins come.,Where did our original gentu penguins come from.,They didn't.,5.78591942432701,0.6780422,They didn't come.,They didn't come.
Well i would assume san francisco be cities the country.,Well i would assume san francisco is higher than most cities around the country.,Well i would assume san francisco be cities the country.,62.328006581113286,0.8825276,Well i would assume san francisco be cities the country.,Well i would assume san francisco be cities the world.
Do it keep you relationship god.,Does it keep you from a personal relationship with god.,Do it keep you relationship god.,45.25224003879521,0.7910105,Do it keep you relationship god.,Do it keep you relationship good.
Well schools has this good point.,Well this school has this good point.,Well schools has this good point.,70.22955437506484,0.9464489,Well schools has this good point.,Well schools has this good point.
If you want get something.,So if you want to get into something good.,I'll buy it for you.,6.106921158577379,0.68621373,I'll help you get it.,I'll buy it.
You know save the whale or saving polar bea.,You know saving the whale or saving uh the polar bea.,You can do both.,6.820582994332,0.74370277,You can do something to help them.,You can do something to help.
She need get the newspaper.,She needs to get into the newspaper.,She is running late for her appointment.,18.077587006085537,0.734148,She is running late for work.,She is running late for the meeting.
She was go less five months.,She was gone in less than five months.,She had been pregnant for five months.,39.622900716484146,0.7831569,She had been pregnant for five years.,She had been pregnant for 5 years.
There is that.,There is that.,"It's a lot of work, but it's worth it.",10.831319682903047,0.71321315,"It's a lot of work, but it's worth it in the end.","It's a lot of work, but it's worth it in the long run."
I think everyone would be.,I thought everyone would be like.,I think everyone would be.,58.18915900694628,0.82720435,I think everyone would be disappointed.,I think everyone would be sad to see me go.
Was the books write.,When was the book written.,I don't know.,6.7340067340067336,0.69781494,I don't think so.,"I don't know, but I think it was."
As you know um.,Like as far as you know like um.,I can't do anything about it.,8.092753531765672,0.6978432,I can't do this.,I can't do anything about that.
No i am joke.,No i am just joking.,I am a clown.,6.838552768213368,0.7668613,I am a comedian.,I am a funny person.
Order feel guilts.,In order to feel guilt.,Order feel guilts.,50.70533036121533,0.8898355,Order feel guilts. Order feel guilts.,Order feel guilts.
We be talk stratosphere.,We are not talking stratosphere.,We be talk stratosphere.,52.33825597979218,0.86072683,You be talk stratosphere.,We be talk stratosphere.
Had he lift paper in ways or.,Had he lifted up the paper in any way or.,Did he lift paper in ways or.,38.62897709490172,0.9326043,Did he lift paper in ways or.,Did he lift paper in a way or.
Like i could take insulins.,Like then i could not take the insulin there.,I'm so naive.,4.210027667591798,0.65570027,I'm so sick.,I'm so numb.
It smells like you are walking dumpster.,It smells like you are walking past a dumpster.,It is a disgusting smell.,16.86266568741627,0.8477386,It is a disgusting place.,It is a dirty place.
Just from lift up hoods and look it.,Just from lifting up the hood and looking at it.,You'll see it.,6.014847131488798,0.723837,You'll see that they're not as big as you thought.,You'll see that they're not as big as you think.
Are they fill.,Why are they filled.,Are they full.,36.48773458019209,0.8789599,Are they empty.,Are they full of water.
That he do put much attention.,That he do not put much attention.,That he do put much attention.,79.7545971011568,0.8575064,That he do put much attention.,That he do put much attention to.
And yet they are married.,And yet when they are married.,They have a lot in common.,11.140736068762527,0.7363249,"They have a lot in common, like a love for each other and a mutual respect for each other.","They have a lot in common, like a love for each other and a mutual respect for one another."
Do tell him or do tell carolyn.,Do not tell him or do not tell carolyn.,do tell carolyn.,40.04604022545592,0.8229264,do tell carolyn.,do tell him.
I did want get with fish.,I did not want to get friendly with this fish.,I wanted to be a fisherman.,15.027911625305704,0.75253534,I wanted to eat them.,I wanted to be a fish.
You are work the register many years and then.,When you are working the registers so many years and then.,You are work the register many years and then.,67.4582581431322,0.9599867,You are work the register many years and then.,You are work the register many years.
It would be blocked too much.,It would be blocked off too much.,It would be blocked too much.,78.87820798033032,0.9612366,It would be blocked too much by the government.,It would be blocked too much.
Listen the bakers.,Listen to the bakers.,They are making a cake.,13.09330126624631,0.7647176,They are making bread.,They are making a cake in a bakery.
What i would like you do is put cans please.,What i would like you to do is put those cans away please.,You can put the cans on the table.,18.200279473426477,0.7852597,You can put the cans on the table in front of me.,You can put the cans on the floor.
We have get kind times constraints here what wha,We have got some kind of time constraint here what uh wha.,We have get kind times constraints here what wha,51.369155964797095,0.95489526,We have get kind times constraints here what wha,We have get kind times constraints here what wha
I do know if.,Now i do not know if.,I do know if.,38.821385064418415,0.895416,I do know if.,I do know if.
I think it is big.,I think it is at the big.,I think it is huge.,50.81052277412008,0.87506926,I think it is very tall.,I think it is really tall.
Yes she do.,Yes she does.,She's got a lot of friends.,12.8343921825589,0.7830057,She's got a lot of energy.,She's got a lot of money.
Do get out your seat permission.,Do not get out of your seat without permission.,Do get out your seat.,29.500043243131262,0.85721695,Do get out of your seat.,Do get out your seat permission.
Rider possesses wills.,The rider possesses free will.,Rider is a person.,15.154611467170797,0.88238645,Rider is a human.,Rider is a human.
You pick your sizes.,You pick out your size.,You pick your colors.,39.78739909816994,0.8503069,You pick your colors.,You pick your hats.
Mister perrot will take questions.,So mister perrot will take questions.,Mister perrot is a politician.,35.209424429910854,0.85717463,Mister perrot is a lawyer.,Mister perrot is a famous author.
Well try couple spoonfuls.,Well try a couple spoonfuls.,Well try couple spoonfuls.,83.75638832839192,0.9879649,Well try couple spoonfuls.,Well try a couple spoonfuls.
Oh and it is tiring.,Oh and it is really tiring though.,I can't keep up with all the work I have to do.,14.235559059163238,0.7604539,I can't keep up with all the work.,I can't keep up with all the work I'm doing.
Do say nothing newt tonights.,Do not say nothing about newt tonight.,Do say nothing newt tonights.,59.17029991289156,0.9096149,Do say nothing newt tonights.,Do say nothing newt tonights.
Just keep them the right.,Just keep them on the right.,I don't care if they're right or wrong.,23.405632755175503,0.7232218,I don't care if they're the right.,I don't care if they're right or left.
They travel all worlds.,They travel all over the world.,They are ethereal beings.,17.647605558861503,0.7485601,They are ethereal.,They are able to see all things.
Leave crowd they take him as he was.,Leaving the crowds behind they took him along just as he was.,Leave crowd they take him as he was.,37.3805730191585,0.8953681,"Leave crowd, they take him as he was.",Leave crowd they take him as he was.
And liza had go something so they be babysitting cassandra.,And liza had to go do something so they are stuck babysitting cassandra.,liza was the babysitter.,18.409897210651895,0.83986616,liza was exhausted.,liza was happy.
You had look.,You had to look close.,You had to look.,66.0314545761798,0.8836705,You had to look at him.,You had to look at it.
I think i was able keep stuff.,I think i was able to keep up with that stuff.,I was able to find a good place to live.,25.506607367040335,0.7669951,I was able to find a lot of it.,I was able to find a good home.
But we uh we have ones.,But we uh we had this one.,But we don't have any.,23.244352986560724,0.73502356,But we don't have them.,But we don't have a dog.
You walked his studios or.,You walked into his studio or.,You walked his studios or.,62.71525871355266,0.9277742,You walked his studios or.,You walked his studios or.
You can testify two of them.,So you can testify to two of them.,I can't testify one of them.,42.98014835992432,0.82225007,I can't testify one.,I can testify three.
So she be just going watch.,So she is just going to watch.,She don't want to be a part of it.,11.699596933094892,0.774135,She don't know how to play the piano.,She don't know how to play the game.
I used use it and find.,I used to use it and found.,I used to use it and find.,78.51276723432792,0.99305737,I used to use it and find it.,I used to use it and find it everywhere.
And i can access file.,And i cannot access the file.,I can access the file.,60.870540889756285,0.82264996,I can access the file on my computer.,I can access file.
Ah you suck.,Ah you suck.,You're so mean to me.,7.451046266077942,0.81378293,You're so mean.,You're so mean to me.
Turn to anything.,Turn in to anything.,I can turn to anything.,69.26197905554066,0.8796592,I can't turn to anything.,I can't turn to anything now.
Times i go out there they be.,By the time i went out there again they were still.,Times i go out there they be.,26.0095910894042,0.74517184,Times i go out there they be.,Times i go out there they be.
Do bother her.,Do not bother with her.,She is a very nice person.,11.355158833428755,0.70949376,She is a very busy person.,She is a very busy lady.
And go uh south africa.,And went to uh south africa.,And go uh south africa.,67.82709617936602,0.93456745,And go uh south africa.,And go uh South Africa.
And he comes the cafeterias.,And then he comes into the cafeteria.,He is hungry.,4.320987654320986,0.8084589,He has a lot of friends.,He has a lot of friends there.
Well i am you do hurt yourself it be lesson.,Well i am glad you did not hurt yourself it is a cheap lesson.,I be you do hurt yourself it be lesson.,42.27234692281047,0.8317294,I do hurt myself it be lesson.,I do hurt yourself it be lesson.
And what you wrote.,Then the and what you wrote.,And what you wrote.,65.18012012882424,0.93510234,I don't know what you wrote.,I don't know.
And it be hard scrape meeting.,And it was hard to scrape up a meeting.,It be hard scrape meeting.,39.514296743181696,0.8975799,It be hard to scrape meeting.,It be hard to scrape the meeting.
Put coes ums.,Put the co in um.,Put coes ums.,19.224514900947835,0.89175177,Put coes uhs.,Put coes ums.
They look phantom stairstepper.,They look like the phantom stairsteppers.,They are a phantom stairstepper.,57.55064656774997,0.88101697,They are a phantom.,They are not a phantom.
Well what happened.,Well what happened.,I don't know what happened.,66.49452366736796,0.8655169,I don't know.,"I don't know what happened, but I don't think it's good."
Yeah i kn.,Yeah i kn.,I'm going to be late to the party.,8.47457627118644,0.665986,I'm going to be late.,I'm going to be late to work tomorrow.
This is state has roads go on.,This is where the state has roads going on.,This is state has roads go on.,55.45353429135454,0.96648306,This is state has roads that go on.,This is state has roads go on.
And you got have a bunches workers.,And you got to have a bunch of workers.,You can't have a bunch of workers if you don't have a business.,57.377784075448524,0.81879425,You can't do this alone.,You can't have a bunch of workers if you don't have a lot of people.
Ones that be marked.,The ones that are marked.,Ones that be marked.,55.14376543241916,0.9757194,Ones that be marked.,Ones that be marked. Ones that be marked.
Give me break.,Give me a break.,I can't stand to be lied to.,7.882882882882883,0.7500199,I can't stand to be a part of this.,I can't stand to be a part of this mess.
She have little threeyearold daughter.,She had a little threeyearold daughter.,She want to buy a new dress for her daughter.,30.40921583269202,0.754897,She want to buy a new dress for her.,She want to buy a new bike for her daughter.
Around and what you could do be.,Around and what you could do is sort of round these.,There is nothing to do around and what you could do be.,56.294282134019355,0.7619216,There is nothing to do around and what you could do be.,There is nothing to do around and what you could do.
I have take them again.,So i have to take them again um.,They want to go to the park.,14.583032940673274,0.6666883,They want to go to school.,They want to go to the park again.
They eat vegetables matter.,They eat more vegetable matter.,They are vegetarians.,33.06183129159264,0.8376623,They are vegetarian.,They are a rotten matter.
It would hurt you.,It would not hurt you.,I would not want to hurt you.,67.90011585067943,0.826952,I would not want that to happen.,I would not want you to be hurt.
Might as get everything.,Might as well get everything.,I'm going to buy a lot of stuff.,10.11352657004831,0.7933764,I'm going to buy a lot of stuff today.,I'm going to buy a new coat.
You have to focus once.,You have to focus at once.,You can't do it if you're distracted.,15.352498507900128,0.8486308,You can't do it if you are distracted.,You can't do it if you're not focused.
I be wondering how these be like so.,I was wondering how that was like so perfectly straight.,I be wondering how these be like so.,38.31219285950197,0.7314264,I be wondering how these be like.,I be wondering how these be so.
Bring twothirds to the sides.,Just bring twothirds over to the other side.,You will be able to do this by bending your knees and putting your hands on your hips.,17.45666156250618,0.72135854,You will be able to do this by bending your knees and placing your hands on the sides.,You will be able to do this by bending your knees and putting your hands on your sides.
Order overcome your fear we must face our fears.,In order to overcome our fears we must face our fears.,We must be willing to face our fears.,35.705639150498705,0.96563435,We must do what we are afraid of.,"We must be willing to face our fears, no matter what."
Of i did not like him.,First of all i did not like him.,Of i did not like him.,60.26240499092622,0.8954332,Of i did not like him.,Of i did not like him.
You you probably read examiners article i read.,You you probably read the same examiner article i read.,You you probably read examiners article i read.,74.85237616985611,0.9492282,You you read examiners article i read.,You you read examiners article i read.
And we will see what happen big old balloon.,And we will see what happens to this big old balloon.,And we will see what happen big old balloon.,79.05369116862349,0.96322095,And we will see what happen big old balloon.,We will see what happen big old balloon.
But committees need be.,But these committees need to be active.,Committees need to be.,53.29974508000305,0.9269563,Committees need to be a part of the solution.,Committees need to be a part of the process.
That it works.,That it works great.,That's the most important thing to know.,20.140357569332867,0.71786886,That's the most important thing.,That's the most important thing to me.
Jesus loves you.,Jesus loves you.,You are important to him.,6.568784290442106,0.7929071,You are important to Him.,You are loved too.
But i got it market.,But i got it at a reputable market.,But i got it market.,46.7942003109627,0.87944794,But i got it market.,But i got it market.
You have not read book so you do know.,You have not read the book so you do not know.,You have not read book.,43.80850001804289,0.924614,You have not read book.,You have not read book.
Let me ask you one thing.,Let me ask you one other thing.,What do you want to do?,10.015028133641714,0.76356196,What do you mean?,What do you want to do next?
Because he have go.,Because he had to go overseas.,He need to go to the store.,18.57248626322212,0.74264336,He need to go to work.,He need to go to the hospital.
Fight us and leave countries.,Fight against us and leave the country.,Fight us and leave countries.,53.83175642883757,0.95764697,Fight us and leave countries is the best way to fight us.,Fight us and leave countries is the best way to stop us.
I like we can sit down,I like when we can sit down to.,I like we can sit down and have a drink.,57.93666053244431,0.9010218,I like we can sit down and talk.,I like we can sit down and have a good meal.
And he travel the world.,And he traveled all over the world.,He was in a different country every week.,12.894107341370976,0.8609124,He was in a lot of different countries.,He was in love with the world.
I have wait a times.,I have waited a long time.,I have wait a times.,47.00461516684239,0.8629504,I have wait a time.,I have wait a times to see my boyfriend.
Accounts and know people the theatre.,On account of russian and knowing so many people in the theatre.,Accounts and know people the theatre.,43.053937198743306,0.86026496,Accounts and know people the theatre.,Accounts and the theatre.
But sky was get brighter him.,But the sky was getting brighter behind him.,He was unable to see the sun.,12.896651027728185,0.7884953,He was unable to see the sun through the clouds.,He was unable to see the sun rise.
Came out of mountains.,Never came down out of the mountains.,I was a mountaineer.,26.42183953523916,0.7279894,I was in the woods.,I was a mountain goat.
Make this decadent and and.,Make this really decadent and rich and.,Make this decadent and and.,54.14414877976795,0.94729066,Make this decadent and and.,Make this decadent and.
I be really to hear that person their twenty.,I was just really amazed to hear that people in their twenties.,I be really to hear that person their twenty.,47.59544388682842,0.8419286,I be really to hear that person their twenty.,I be really to hear that person their twenty dollars.
I be going have cat in my apartment.,I am going to have a cat in my apartment.,I be going have cat in my apartment.,64.34722427387031,0.97647285,I be going to have cat in my apartment.,I be going have cat in my apartment.
They were try figure the bill.,He like needed they were trying to figure out the bill.,They had no idea how much it was going to be.,14.579312056541694,0.78913,They had no idea how much it was.,They had no idea how much it would be.
Tha that reassurance of what come it.,Tha that some reassurance of what comes out of it.,Tha that reassurance of what come it.,65.32441859617613,0.95054066,Tha that reassurance of what come it.,Tha that reassurance of what come.
I know it be year too i see.,I know it is on this year too i saw.,I know it be year too i see.,47.03070721673488,0.9122578,I know it be year too i see.,I know it be year too.
That sounds like fun.,That sounds like fun though.,I'd like to go camping with my friends.,17.989173441418853,0.746799,I'd like to go to the carnival.,I'd like to go camping.
He goes they.,He goes they.,They go to the store.,27.496180831892563,0.7662873,They go to the store.,They go to the park.
That mean there was two.,That means there was two in a.,There was a lot of food in the fridge.,28.76498746419737,0.73553884,There was a lot of food in the kitchen.,There was a lot of food in the pantry.
I be go switch i think and.,No i am going to switch i think and.,I be go switch i think and.,61.24700983856286,0.9448738,I be go switch i think and.,I be go switch and.
They knew to go station.,So they knew to go to station o.,They had to get to the train on time.,21.88054570652349,0.82545817,They had to get to the train.,They had to get to the bus.
You know light horses.,For you know the light horse.,They have a lot of energy and a lot of stamina.,11.929265574246052,0.6825069,They have a lot of energy.,They have a lot of power.
Be because uh these new formulas.,Is because uh with these new mathematical formulas.,Be because uh these new formulas.,50.420510903338965,0.92933625,Be because uh these new formulas.,Be because uh these new formulas.
I am go to rent it.,So no i am going to rent it.,I want to watch a movie.,11.450705083532311,0.76191384,I want to watch the movie.,I want to watch a movie tonight.
I be going start there.,I am going to start over there.,I be going start there.,39.6181636548167,0.9008563,I be going to start there.,I be going to start there.
No they did need one there.,No they did not need one there.,They were so hungry they couldn't wait to eat.,19.09444879464127,0.5974232,They were so hungry they couldn't wait to eat it.,They were so hungry.
God be revealing himself jacob and god reveals himself us.,So god was revealing himself to jacob and god reveals himself to us.,God be revealing himself jacob and god reveals himself us.,71.73315881918192,0.97729504,God be revealing himself jacob and god reveals himself us.,God be revealing himself jacob and god be revealing himself us.
Because you touch you do shoot.,Because when you touch you do not shoot.,Because you touch you do shoot.,62.75688838906062,0.898421,Because you touch you do shoot.,You touch you do shoot.
You sound stephanie now.,You sound like stephanie now.,You have a new voice.,13.014498708507064,0.839584,You sounded so much better yesterday.,You sounded so much better.
Yes they put stuff that was three times money.,Yes they put up stuff that was worth three times the money.,They put a lot of money into it.,17.419664764598995,0.82551366,They put a lot of stuff.,They put a lot of money in it.
Mary lou its cousin used always.,Mary lou my cousin used to always.,Mary lou is a great name for a girl.,23.822392985436462,0.8238677,Mary lou is a great name for a baby.,Mary lou is a great name for a child.
They have coffee houses.,They all have coffee houses.,They like to drink coffee.,26.24949363200404,0.8468214,They like to drink coffee at the coffee houses.,They like to drink coffee at the coffee house.
My moms do know what do get me.,My mom does not know what to do to get me out.,My mom bought me a new dress.,18.332601889184,0.7257428,My mom bought me a brand new bike for my birthday.,My mom bought me a brand new bike.
Midwife said these mother they be have babies without us.,The midwives said well these mothers they are having the babies without us.,They were in labor.,8.156426864881636,0.7787975,They were so happy.,They were so confident.
Sat sat boards itself have say.,The sat the sat board itself has said.,Sat sat boards itself have say.,45.58798357393524,0.9252241,Sat sat boards itself have say.,Sat sat boards itself have say that.
I be talking greg on friday.,I was talking to greg on friday.,I be talking greg on friday.,65.40408173134028,0.9274893,I be talking greg on friday.,I be talking to greg on friday.
Livings room the loveseats be.,In the living room where the loveseat was.,Livings room the loveseats be.,42.0088919962661,0.92606497,The loveseats be in the living room.,Livings room the loveseats be.
And he hopp water.,And he hopped into the water.,He was so thirsty.,12.30289104294527,0.7309383,He swam in the pool.,He swam in the water.
The youm i forget what they call it.,In the little youm i forget what they call it.,The youm i forget what they call it.,75.35657834029381,0.9525355,The youm i forgot what they call it.,The youm - I forget what they call it.
Twenty years they could let guy go.,After twenty years they could let the guy go.,He was a convicted murderer.,9.248978536788833,0.72689986,He had been in jail too long.,He was too old.
I do think i be.,I do not think i am.,I do think i be.,37.61565978951174,0.88402426,I do think i be.,I do think i be.
You would want.,You would want the.,You would want a new car.,67.93781623363134,0.7914648,You would want.,You would want a car.
Yes i see.,Yes i see.,I've got a problem.,5.208333333333334,0.7161484,I've got a problem with my computer.,I've got a problem with that.
Am i go.,How am i going to.,"Yes, i am.",6.621187800963082,0.70423096,"Yes, i am go.","Yes, i go."
Like he be just like recruit us right dinner tables.,Like he was just like recruiting us right off of the dinner table.,He be just like recruit us right dinner tables.,53.57830448437571,0.93346804,He be just like recruit us right at the dinner tables.,He be just like recruit us right at dinner tables.
I do know person can do it.,I do not know how a person can do it.,It's just hard to do.,8.424022571543732,0.81858397,It's just hard.,It's just hard to believe.
So she say it has not been day.,So she says it has not been a good day.,She hasn't had a chance to look at the clock.,17.38450027415271,0.75397444,She hasn't had a chance to look at the clock yet.,She hasn't had a chance to look at it.
Oh i did know you be frederick.,Oh i did not know you were so talented frederick.,Frederick is the name of a famous person.,24.029274629443815,0.7985617,Frederick is the name of a man.,Frederick is the name of a famous actor.
So jamie old lady go and yelled them.,So jamie the old lady went and yelled at them.,Jamie was very angry.,9.71548847759027,0.84928155,Jamie was angry at them.,Jamie was angry at them for their behavior.
And knowledge and pursuit ums spirituality has taken on form.,And knowledge and the pursuit of um spirituality has taken on many forms.,And knowledge and pursuit ums spirituality has taken on form.,69.01485015692771,0.9474926,And knowledge and pursuit ums spirituality has taken on form.,And knowledge and pursuit ums spirituality has took on form.
They try really great pant and they look in them.,They try on these really great pants and they look really good in them.,They want to wear them all the time.,15.535112982923286,0.82673895,They look like a fashion model.,They look like a fashionista.
They put new woodworks along bottoms and woodworks windows.,They put new woodwork along the bottom and all new woodwork around the windows.,They were very proud of their work.,12.6648302117849,0.7077598,They were very proud of themselves.,They were very proud of their new work.
He get and he would pull thing.,He got up there and he would pull that thing out.,He was a good thief.,9.792787444494566,0.7651696,He was a good wrestler.,He was a good student.
She need get into some campus group.,She needs to get into some in campus group.,She is a student at the university.,14.421037448608793,0.8706458,She is a student at a university.,She is a student at a community college.
You can get.,S you can get out.,You can buy.,25.11812439194682,0.77013195,You can get.,You can get.
Pick ones you want then.,Pick which ones you want then.,You will have a lot of options to choose from.,14.80976420911714,0.8274176,You will have a lot of options.,You will have a lot to pick from.
But like i say things will work.,But uh like i say things will work out for the best.,But like i say things will work.,57.94854253129693,0.9098369,But like i say things will work out.,Things will work out.
Hm should i turn radio stati.,Hm should i turn on the radio stati.,Hm should i turn radio stati.,73.94482013836738,0.96422297,Hm should i turn radio stati.,Hm should i turn radio on.
I meet psychotherapist.,I meet this psychotherapist.,I ask him if he could help me with my problem.,14.799496928360668,0.7713211,I ask him if he could help me with my depression.,I ask him if he could help me.
Who want eat it.,Who wants to eat it.,I want eat it.,38.597132112554775,0.8734339,I want eat it.,I want to eat it.
That that your makeup determines who you are.,That that your genetic makeup largely determines who you are.,I think that's a false idea.,9.838246283204139,0.6588192,I think that's true.,I think that's a very flawed idea.
I always comment them.,I always comment on them.,I think that they are very interesting.,12.270508662403,0.7644017,I love to see them.,I think that they are very beautiful.
You know faces be too big.,You know the face is not too big.,You know faces be too big.,47.361145774599976,0.80055946,You know faces be too big.,You know faces be too big for me.
I come just this.,I just come just like this.,I'm not coming back.,11.529875197488138,0.69624937,I'm ready to leave.,I'm not coming back to my old life.
So it just goes the trash this.,So it just goes in the trash like this.,It just goes the trash this.,52.90774213278675,0.94479656,It just goes to the trash this.,It just goes the trash.
If you check it.,If you check it out.,If you check it.,75.42104810109485,0.94434834,If you check it.,"If you check it, you'll know."
Actually those help you have backache.,Actually that helps when you have a backache.,You need to lie on the bed if you want to have a backache.,39.56729834661304,0.81265175,You need to lie on the bed if you have a backache.,You need to lie on the bed if you want to have a good backache.
I can fit balloons ittybitty container.,So i can fit all those balloons into this little ittybitty container.,I can fit balloons ittybitty container.,51.67629802594475,0.93447685,I can fit balloons in ittybitty container.,I can fit balloons ittybitty container.
I get out of it be the name of book.,So all i got out of it was the name of the book.,I get out of it be the name of book.,45.976149701175984,0.8685061,I get out of it be the name of the book.,I get out of it be the name of a book.
I think that be going go.,I think that is going to go.,I think that be going go.,55.94302639833876,0.9037771,I think that be going go.,I think that be going to go.
Look at word keep coming.,Look at this word w keeps coming up.,I'm trying to figure out what you're talking about.,13.206064477216014,0.7111174,I'm trying to figure out what you're saying.,I'm trying to figure out what you're trying to say.
I take that a good sign.,I took that as a pretty good sign.,I have been able to find my way home.,10.409756293860111,0.7412038,I have been able to make it to the concert.,I have been able to make it to the game without an injury.
Be she work.,Is she working.,Be she work.,45.111434394932786,0.8769662,Be she a man.,Be she a nurse.
Should you steal why should you shoot.,Why should not you steal why should not you shoot.,Should you steal why should you shoot.,63.5213011987821,0.9243139,Should you steal why should you shoot?,Should you steal why should you shoot
They eat food.,They only eat live food.,They are mammals.,12.798401769871809,0.7560544,They are a group of people.,They are a species.
Than brazilians do it.,Different than brazilians do it.,The brazilians do it.,54.236028589671584,0.8790413,The brazilians do it better.,Brazilians do it better.
You might have.,You might have to.,I don't think so.,10.298349235196126,0.714406,I don't remember.,I don't think you did.
Mister roberts do you have conversation.,Mister roberts did you have any conversations.,Mr. roberts do you have conversation.,55.06254396742089,0.9390331,Mr. roberts do you have conversation.,Mr. roberts do you have a conversation.
I do know how old it is.,So i do not know how old it is.,It is very old.,10.750248181704903,0.82284546,It is a very old house.,It is a very old boat.
I still have not find sauces.,I still have not found the sauce.,I haven't had a chance to look yet.,20.151633159784215,0.76148677,I haven't had a chance to look.,I haven't had a chance to look around.
You stay right with me.,You stay right here with me.,I'm not going to let you down.,9.371440811677795,0.83497506,I'm not going to let you go.,I'm not going to let you get away with this.
We have several scars in barn from people bounce trees.,We have several scars in this barn from people bouncing off of trees.,We have several scars in barn from people bounce trees.,71.45844769645782,0.96843207,We have several scars in barn from people bounce trees.,We have several scars in our barn from people bounce trees.
I would never be handle it.,I would never be able to handle it.,I would be too scared.,22.906880337489344,0.84455884,I would be too scared to do it.,I would be too scared to be in that situation.
They saw mako.,They saw mako.,Mako was in a hurry to get to the airport.,14.756113574761809,0.794411,Mako was in a hurry to get to work.,Mako was a beautiful woman.
You can do these.,Sometimes you can do that.,You can do many things.,31.04395933315213,0.8391545,You can do many things with your hands.,You can do anything.
You know there is not girl farrier around.,You know there is not really any girl farriers around anywhere.,You know there is not girl farrier around.,56.51926674551743,0.9488486,You know there is not a girl farrier around.,You know there is not a girl farrier.
It smell good.,It smells good.,It smell like a shaved ice.,38.7426402131087,0.84289646,It smell like a shaved ice bar.,It smell like a fresh bouquet of flowers.
What would i be her.,What would i be without her.,I would be her.,23.78990590704261,0.7968766,I would be a tiger.,I would be a lion.
