Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
You you probably read examiners article i read.,You you probably read the same examiner article i read.,acceptable,5.642444111642314,0.67313445,acceptable,True
And we will see what happen big old balloon.,And we will see what happens to this big old balloon.,Completion this sentence: And we will see what happen big old balloon.,75.51403858257386,0.9539112,Completion this sentence: And we will see what happen big old balloon.,Completion this sentence: And we will see big old balloon.
But committees need be.,But these committees need to be active.,Complete this sentence:,10.9669178246642,0.66834307,False,False
That it works.,That it works great.,Complete the sentence: That it works.,50.61501665192814,0.9070121,Complete the sentence: That it works.,That it works.
Jesus loves you.,Jesus loves you.,The Bible says: Jesus loves you. Complete the sentence: Jesus loves you.,54.91630788494013,0.9101572,The Bible says: Jesus loves you. Complete this sentence: Jesus loves you.,The Bible says: Jesus loves you. Complete the following sentence: Jesus loves you.
But i got it market.,But i got it at a reputable market.,Complete this sentence: but i got it market.,40.48213014460894,0.8613173,Complete this sentence: but i got it market.,Complete this sentence: But i got it market.
You have not read book so you do know.,You have not read the book so you do not know.,False. Complete this sentence: You have not read book so you do not know.,74.50523774224723,0.9186615,False. Complete this sentence: You have not read book so you do know.,False. Complete this sentence: Complete this sentence: Complete this sentence: False.
Let me ask you one thing.,Let me ask you one other thing.,: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence,8.163195285847012,0.7230186,: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence,: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence:
Because he have go.,Because he had to go overseas.,Complete the sentence: Because he have go.,41.52498273855908,0.83251256,Because he have go.,Complete the sentence: Because he have to go.
Fight us and leave countries.,Fight against us and leave the country.,Completion of the sentence: Fight us and leave countries.,50.01231245037331,0.92650527,Completion of the sentence: Fight us and leave countries. Complete the sentence: Fight us and leave countries.,Completion of the sentence: Fight against us and leave countries.
I like we can sit down,I like when we can sit down to.,I like we can sit down.,63.07261698546102,0.9554145,I like we can sit down.,I like we can sit down.
And he travel the world.,And he traveled all over the world.,Complete the sentence: And he travel the world.,54.4307408472075,0.92092764,Completion of the sentence: And he travel the world.,Complete the sentence: And he travel to the world.
I have wait a times.,I have waited a long time.,Complete this sentence: I have wait a times.,41.5783596465791,0.83909714,I have wait a times.,I have wait a times.
Accounts and know people the theatre.,On account of russian and knowing so many people in the theatre.,acceptable,4.924199900264208,0.66557777,unacceptable,The theatre.
But sky was get brighter him.,But the sky was getting brighter behind him.,Complete the sentence: But sky was get brighter him.,45.92066126068134,0.9072125,Complete this sentence: But sky was get brighter him.,Complete the sentence: But sky was brighter him.
Came out of mountains.,Never came down out of the mountains.,Complete the sentence: Came out of mountains.,41.50655571562707,0.7777511,Complete the sentence: Came out of mountains.,Completion of the sentence: Came out of mountains.
Make this decadent and and.,Make this really decadent and rich and.,Complete this sentence: Make this decadent and and.,49.629577425753766,0.9323052,Make this decadent and and.,Complete this sentence: Make this decadent and.
I be really to hear that person their twenty.,I was just really amazed to hear that people in their twenties.,acceptable,3.067186558743449,0.6413088,acceptable,acceptable
I be going have cat in my apartment.,I am going to have a cat in my apartment.,unacceptable,5.379318824541989,0.66247725,unacceptable,acceptable
They were try figure the bill.,He like needed they were trying to figure out the bill.,Complete this sentence: They were try figure the bill.,43.770100569908585,0.88614804,Complete this sentence: They were trying figure the bill.,Complete this sentence: He was try figure the bill.
Tha that reassurance of what come it.,Tha that some reassurance of what comes out of it.,Complete this sentence: Tha that reassurance of what come it.,61.320324759080705,0.9078798,Complete this sentence: Tha that reassurance what come it.,Complete this sentence: Tha that reassurance that come it.
I know it be year too i see.,I know it is on this year too i saw.,Complete the sentence: I know it be year too i see.,44.182161406352954,0.8623093,Complete the sentence: I know it be year too i see.,Complete the following sentence: I know it be year too i see.
That sounds like fun.,That sounds like fun though.,acceptable,3.1446540880503147,0.69129765,acceptable,the sentence:
He goes they.,He goes they.,Complete the sentence: He goes they.,67.73514618499955,0.94524443,Complete the sentence: He goes there.,Complete the sentence: She goes there.
That mean there was two.,That means there was two in a.,Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete,5.805256647291205,0.69375914,Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: complete this sentence: complete this sentence: complete,Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: complete
I be go switch i think and.,No i am going to switch i think and.,Complete the following sentence: I be go switch i think and.,54.59350762358821,0.89459956,Complete the sentence: I be go switch i think and.,Complete the following sentence: I be go switch i think i think and.
They knew to go station.,So they knew to go to station o.,Complete the following sentence: They knew to go station.,54.68881767904678,0.8967073,Complete the sentence: He knew to go station.,Complete the sentence: She knew to go station.
You know light horses.,For you know the light horse.,: You know light horses.,52.84918392611052,0.9461096,: you know light horses.,: You know light horses. complete this sentence: you know light horses.
Be because uh these new formulas.,Is because uh with these new mathematical formulas.,Completion this sentence: Be because uh these new formulas.,49.472147694105615,0.92333627,Be because uh these new formulas.,Complet this sentence: Be because uh these new formulas.
I am go to rent it.,So no i am going to rent it.,Complete the sentence: I am go to rent it.,39.86625918980646,0.89848524,Complete the sentence: I am go to rent it.,Complete the sentence: I am going to rent it.
I be going start there.,I am going to start over there.,unacceptable,5.243236535120378,0.65232456,acceptable,acceptable
No they did need one there.,No they did not need one there.,No they did need one there.,80.78624925075536,0.934862,No they did not need one there.,No they did not need one.
God be revealing himself jacob and god reveals himself us.,So god was revealing himself to jacob and god reveals himself to us.,Complete the sentence: God be revealing himself jacob and god reveals himself us.,67.76777311914024,0.9394522,God be revealing himself jacob and god reveals himself us.,God be revealing himself jacob and god be revealing himself us.
Because you touch you do shoot.,Because when you touch you do not shoot.,Complete the sentence: Because you touch you do shoot.,59.01376474189357,0.86993635,Because you touch you do shoot.,Complete the sentence: Because I touch you do shoot.
You sound stephanie now.,You sound like stephanie now.,Complete the sentence: You sound stephanie now.,63.451573342567926,0.93977904,Complete the sentence: You look stephanie now.,Complete the sentence: You sound stephanie now?
Yes they put stuff that was three times money.,Yes they put up stuff that was worth three times the money.,True,1.913265306122449,0.68430704,True,True or false?
Mary lou its cousin used always.,Mary lou my cousin used to always.,Complete the sentence: Mary lou its cousin used always.,57.06260039956429,0.88891137,Completion of the sentence: Mary lou its cousin used always.,Completion of the following sentence: Mary lou its cousin used always.
They have coffee houses.,They all have coffee houses.,Completion of the sentence: They have coffee houses.,62.974696943684684,0.9103665,Complete the sentence: They have coffee houses.,Complete the sentence: They have coffee houses.
My moms do know what do get me.,My mom does not know what to do to get me out.,False,2.0689655172413794,0.6456655,False,False
Midwife said these mother they be have babies without us.,The midwives said well these mothers they are having the babies without us.,Complete the sentence: Midwife said these mother they be have babies without us.,51.52832583975605,0.9308578,"Complete the sentence: ""Midwife said these mother they be have babies without us.""",True or false: Midwife said these mother they be have babies without us.
Sat sat boards itself have say.,The sat the sat board itself has said.,Sat sat boards itself have say.,45.58798357393524,0.9252241,Sat sat boards itself have say.,Sat sat boards themselves have say.
I be talking greg on friday.,I was talking to greg on friday.,Complete this sentence: I be talking greg on friday.,57.036176678277684,0.8946953,Complete the following sentence: I be talking greg on friday.,Complete this sentence: I be talking greg on friday. complete this sentence: I be talking greg on friday
Livings room the loveseats be.,In the living room where the loveseat was.,acceptable,3.3333333333333335,0.67974615,acceptable,unacceptable
And he hopp water.,And he hopped into the water.,Complete the sentence: And he hopp water.,48.49908935436179,0.9072049,Complete the sentence: And he hopp water.,And he hopp water.
The youm i forget what they call it.,In the little youm i forget what they call it.,acceptable,4.236815004394061,0.6792531,unacceptable,Correct the following sentence:
Twenty years they could let guy go.,After twenty years they could let the guy go.,acceptable,3.7093850741235572,0.6749264,acceptable,acceptable
I do think i be.,I do not think i am.,Complete this sentence: I do think i be.,31.88671679441303,0.864449,Complete this sentence: I do not think i be.,Complete this sentence: I think i be.
You would want.,You would want the.,2. Complete this sentence: You would..?..?.?.?.?.?.?.?,32.86101259192138,0.8072474,2. complete this sentence: Complete this sentence:. Complete this sentence:. complete this sentence:. complete this sentence:.,2. Complete this sentence: You would..?..?.?.?.?.?.??
Yes i see.,Yes i see.,: Yes i see..........................................................................................................................................................................................................................................................................,9.35308639406485,0.9612926,: Yes i see..?..?.?.?.?.?.?.?.,: Yes i see..??..?.?.?.?.?.?.
Am i go.,How am i going to.,"Am i go., i go., i go., i go., i go.",17.038862937950707,0.79350775,"Am i go., i i go., i go., i go., i","Am i go., i go., i go., i go., i i"
Like he be just like recruit us right dinner tables.,Like he was just like recruiting us right off of the dinner table.,Complete the sentence: Like he be just like recruit us right dinner tables.,57.062659363473635,0.9005754,Complete the sentence: Like he just like recruit us right dinner tables.,Complete the sentence: Like he be just like recruit us just like dinner tables.
I do know person can do it.,I do not know how a person can do it.,unacceptable,4.704301075268817,0.7117189,unacceptable,unacceptable
So she say it has not been day.,So she says it has not been a good day.,Complete the sentence: So she say it has not been day.,55.291393663070444,0.8249601,Complete the following sentence: So she say it has not been day.,Complete the following sentence: She say it has not been day.
Oh i did know you be frederick.,Oh i did not know you were so talented frederick.,Complete this sentence: Oh i did know you be frederick.,47.343399988723554,0.8345165,Complete this sentence: Oh i did know you be frederick.,Complete this sentence: oh i did know you be frederick.
So jamie old lady go and yelled them.,So jamie the old lady went and yelled at them.,Complete the sentence: So jamie old lady go and yelled them.,56.94209534670499,0.92210364,Completing the sentence: So jamie old lady go and yelled them.,Complete the sentence: So jamie old lady go and yell them.
And knowledge and pursuit ums spirituality has taken on form.,And knowledge and the pursuit of um spirituality has taken on many forms.,Complete the sentence,6.3744183300474,0.6851039,Complete the sentence,True
They try really great pant and they look in them.,They try on these really great pants and they look really good in them.,Complete the sentence: They try really great pant and they look in them.,59.15836190745457,0.9080905,Complete the sentence: They try really great pant and they look in them.,Complete the sentence: They try really great pants and they look in them.
They put new woodworks along bottoms and woodworks windows.,They put new woodwork along the bottom and all new woodwork around the windows.,Complete the sentence: They put new woodworks along bottoms and woodworks windows.,54.82878509977104,0.93144053,Complete this sentence: They put new woodworks along bottoms and woodworks windows.,Complete the sentence: They put new woodworks along bottoms and new woodworks windows.
He get and he would pull thing.,He got up there and he would pull that thing out.,Complete the sentence: He get and he would pull thing.,48.824834343683676,0.87157166,Complete the sentence: He would pull thing.,Complete the sentence: He get and he would pull things.
She need get into some campus group.,She needs to get into some in campus group.,acceptable,3.3333333333333335,0.67784905,acceptable,unacceptable
You can get.,S you can get out.,You can get.,52.77720836620543,0.8183623,True,True
Pick ones you want then.,Pick which ones you want then.,Complete this sentence: Pick ones you want then.,60.852362395281325,0.93931925,Complete this sentence:,Complete this sentence: Pick them you want then.
But like i say things will work.,But uh like i say things will work out for the best.,Complete this sentence: but like i say things will work.,54.57268176174508,0.8937476,Complete this sentence: but like i said things will work.,Complete this sentence: but like i i say things will work.
Hm should i turn radio stati.,Hm should i turn on the radio stati.,What do you think of this sentence: Hm should i turn radio stati.,63.780764710943096,0.91432023,What do you think of this sentence: Hm should i turn radio stai.,What do you think of this sentence: Hm should i turn radio stati..
I meet psychotherapist.,I meet this psychotherapist.,Complete the sentence: I meet psychotherapist.,64.04277109958177,0.9317047,Complete the sentence: I meet therapist.,Complete the sentence: I go to the library.
Who want eat it.,Who wants to eat it.,Completion of the sentence: Who want eat it.,46.26304868039568,0.93916196,Completion of the sentence: Who want to eat it.,Completion of the following sentence: Who want eat it.
That that your makeup determines who you are.,That that your genetic makeup largely determines who you are.,Complete the sentence: That your makeup determines who you are.,56.59815067063495,0.8683591,Complete the sentence: That your makeup determines who you are?,Complete the sentence: That your makeup determines who that you are.
I always comment them.,I always comment on them.,Complete the sentence: I always comment them.,64.61369509071812,0.9339912,Completion of the sentence: I always comment them.,Completion: I always comment them.
You know faces be too big.,You know the face is not too big.,::: You know faces be too big.,46.16131788800301,0.79618585,: You know faces be too big.,::: you know faces be too big.
I come just this.,I just come just like this.,Complete this sentence: I come just this.,42.3089106814255,0.9247991,Complete this sentence: I come come just this.,Complete this sentence: I come this.
So it just goes the trash this.,So it just goes in the trash like this.,unacceptable,4.28921568627451,0.7055242,unacceptable,False
If you check it.,If you check it out.,If you check it.,75.42104810109485,0.94434834,Check it.,Check it.
Actually those help you have backache.,Actually that helps when you have a backache.,Complete the sentence: Actually those help you have backache.,55.43563812746217,0.8655157,True,True
I can fit balloons ittybitty container.,So i can fit all those balloons into this little ittybitty container.,Complete this sentence: I can fit balloons ittybitty container.,53.90066412129427,0.92282593,Complete this sentence: I can fit balloons ittybitty container.,Complete this sentence: I can fit balloons in ittybitty container.
I get out of it be the name of book.,So all i got out of it was the name of the book.,unacceptable,5.359689784275272,0.6441748,unacceptable,unacceptable
I think that be going go.,I think that is going to go.,unacceptable,2.5,0.6844379,unacceptable,unacceptable
Look at word keep coming.,Look at this word w keeps coming up.,Look at word keep coming.,40.55292623541377,0.8437356,Complete the sentence: Look at word keep coming.,Complete the sentence: Look at word keep coming.
I take that a good sign.,I took that as a pretty good sign.,Complete this sentence: I take that as a good sign.,44.97859037094833,0.914006,Complete this sentence:,Complete this sentence: I took that as a good sign.
Be she work.,Is she working.,Be she work.,45.111434394932786,0.8769662,Be she work.,Be she work. Complete the sentence: Be she work.
Should you steal why should you shoot.,Why should not you steal why should not you shoot.,Should you steal why should you shoot.,63.5213011987821,0.9243139,Should you steal why should you shoot.,Why should you steal why should you shoot.
They eat food.,They only eat live food.,Complete the sentence: They eat food.,29.75781653736914,0.7662778,Completion of the sentence: They drink water.,Completion of the sentence:
Than brazilians do it.,Different than brazilians do it.,Complete this sentence: Than brazilians do it.,60.97057092482932,0.8545183,Complet this sentence: Than brazilians do it.,The brazilians do it. Complete this sentence: Than brazilians do it.
You might have.,You might have to.,True,3.90625,0.7126992,?,?
Mister roberts do you have conversation.,Mister roberts did you have any conversations.,Complete the sentence: Mister roberts do you have conversation.,63.70497834348087,0.9257827,Complete the sentence: Mister roberts do you have conversation?,"Complete the sentence: Mister roberts, do you have conversation."
I do know how old it is.,So i do not know how old it is.,True,0.0,0.67584413,True,True
I still have not find sauces.,I still have not found the sauce.,Complete this sentence: I still have not find sauces.,54.775291537224504,0.91920114,Complete this sentence: I still have not find sauces.,I still have not find sauces.
You stay right with me.,You stay right here with me.,Complete the sentence: You stay right with me.,62.2699890826,0.9241825,Complete the sentence: You stay right with me.,Complete the sentence: You stay right with me.
We have several scars in barn from people bounce trees.,We have several scars in this barn from people bouncing off of trees.,Complete this sentence: We have several scars in barn from people bounce trees.,69.88492450758974,0.9431109,Complete this sentence: We have several scars in barn from people bounce trees.,Complete this sentence: We have several scars in barn from people bounce trees.
I would never be handle it.,I would never be able to handle it.,unacceptable,10.37832622046282,0.7040994,unacceptable,acceptable
They saw mako.,They saw mako.,Complete the sentence: They saw mako.,70.15122840597215,0.9604364,Complete the sentence: They saw mako.,Complete the sentence: They saw mako.
You can do these.,Sometimes you can do that.,Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete,6.78305248257595,0.6977856,Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence:,Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: You can do these.
You know there is not girl farrier around.,You know there is not really any girl farriers around anywhere.,False,2.315354590155624,0.69044924,False,False.
It smell good.,It smells good.,Complete the sentence: It smell good.,47.83333764898235,0.9351778,Complete the sentence: It look good.,Complete the sentence: I like to eat.
What would i be her.,What would i be without her.,::?.?.?.?.?.?.?.?.?.?.,0.7309941520467836,0.72168285,::?.?.?.?.?.?.?.??.?.,::?.?.?.?.?.?.?.?.??.
Call night and say make a note potassium though.,Call out last night and say make a note for potassium though.,unacceptable,3.9403979830159668,0.68718994,unacceptable,unacceptable
You know listen.,A long you know listen.,Complete the sentence: You know listen.,55.79069114404985,0.8325037,Complete the sentence: You know listen.,You know listen.
I mean he does seem.,I mean he does not seem to.,Complete this sentence: I mean he does seem.,49.44977203431501,0.8288439,Complete this sentence: I mean he does seem.,Complete this sentence: I mean he seems.
I did touch it.,I did not even touch it.,I did touch it.,45.69666000752286,0.8708405,I did touch it.,I did not touch it.
I say oh.,I said oh.,sentence: I say oh.,22.571785379162428,0.9335025,read the sentence: I say oh.,read this sentence: I say oh.
And make it standard habits.,And just make it a standard habit.,sentence: Complete this sentence: And make it standard habits....... ,47.87146640984914,0.9143237,sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence,sentence: Complete this sentence: And make it standard habits.
I got it.,I never got it.,acceptable,4.310344827586206,0.63310635,unacceptable,unacceptable
Yeah we did have it the dining room.,Yeah we did have it once in the dining room.,True,1.7361111111111112,0.6766504,True,True
He will get too.,He will get too hyper.,Complete the sentence: He will get too.,54.141580695924006,0.81211627,Complete the sentence: He will get to.,Complete the sentence: He will get.
No i did bring your set keys.,No i did not bring your set of keys.,Complete this sentence: i did bring your set keys.,49.0529351843986,0.7873322,Complete this sentence: no i did bring your set keys.,Complete this sentence: No i did bring your set keys.
The foods be like unique.,The food is like all unique.,unacceptable,5.649574950093085,0.6495813,unacceptable,unacceptable
See we need to ask ourselves question single day.,See we need to ask ourselves that question every single day.,We need to ask ourselves question single day.,65.07421789310513,0.9183763,Complete the sentence: We need to ask ourselves question single day.,Complete the sentence: We need to ask ourselves question every single day.
God turn volumes let me here.,God turn the volume down let me out of here.,Complete the sentence: God turn volumes let me here.,41.59296365691509,0.842381,Complete the sentence: God turn volumes let me here.,God turn volumes let me here.
Oh men look that.,Oh man look at that.,Complete the sentence: Oh men look that.,33.665175319948474,0.84272575,Complete the sentence: Oh men look that.,Complete this sentence: Oh men look that.
Let me know.,Just let me know.,Let me know.,59.7508619183905,0.95965004,Let me know.,Let me know.
I mean that looks of like black person.,I mean that looks kind of like a black person.,Complete this sentence: I mean that looks of like black person.,65.33498631707702,0.9408684,Complete the sentence: I mean that looks of like black person.,Complete this sentence: I mean that looks like black person.
Nervous you know.,Kind of nervous you know.,Complete the sentence: Nervous you know.,55.81162843594093,0.9160907,Complete the following sentence: Nervous you know.,Complete the sentence: Nervous I know.
I would have.,I would have.,: I would have. / I would have. / I would have. / I would have. ,53.270530102142786,0.95105326,: I would have. / I would have. / I would have. / I would have. ,: I would have. / I would have. / I would have. / I would have.
You can like people go cuba times.,You can like people go to cuba all the time.,unacceptable,7.712969306999513,0.65085244,unacceptable,unacceptable
I knew i do like guys.,I just knew i did not like the other guy.,Complete this sentence: i knew i do like guys.,26.97520440898103,0.71010274,Complete this sentence: i do like guys.,Complete this sentence: i knew i do not like guys.
So she goes and gets mother.,So she goes and gets the mother.,Complete the sentence: So she goes and gets mother.,69.8703390705404,0.92249453,Complete the sentence: So she goes and gets mother.,"Complete the sentence: ""So she goes and gets mother."""
I just played basketballs main beach.,I just played basketball at main beach.,Complete this sentence: I just played basketballs main beach.,75.51371605537422,0.93270254,Complete this sentence: I just played basketballs main beach. complete this sentence: I just played basketballs main beach.,Complete this sentence: I just played basketballs main beach. complete this sentence: i just played basketballs main beach.
Look mean you be being.,Look how mean you are being.,acceptable,4.084967320261438,0.6494014,True,True
How did he do.,How did he do here.,4..........................................................................................................................................................................................................................................................................................................................................................................,0.1970055161544523,0.68183875,2. - - - - - - - - - - - -,2...................................................................................................................................................................................................................................................................................................................................................
You argue me enough i changed my mind.,You argued with me long enough i changed my mind.,You argue me enough i changed my mind.,68.24435146578469,0.96429425,Complete the sentence: You argue me enough i changed my mind.,Complete the sentence: You argue me enough i changed my mind.
Taste this fudge.,Taste this fudge.,Taste this fudge.,100.0,1.0,Taste this fudge. Complete this sentence: Taste this fudge.,Completion: Taste this fudge.
I think though it is neat watch them.,I think though it is really neat to watch them.,unacceptable,4.573170731707317,0.5982858,unacceptable,unacceptable
He look like guy.,He looks like that guy.,Complete the sentence: He look like guy.,38.68313346082868,0.9146663,Complete the sentence: He look like guy.,Complete the sentence: She look like girl.
We will put it business basis.,We will put it on a business basis.,3. Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence:,7.65379459955202,0.6708298,2. Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence:,3. Complete the following sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence
She says we are having them do exercises.,She says now we are having them do uh exercises.,or a similar sentence:,9.075696885950336,0.66953105,or a similar phrase:,or a similar statement:
And he lives right colorado springs.,And he lives right here in colorado springs.,Complete the sentence: And he lives right colorado springs.,72.83841851795763,0.9299186,Complete the sentence: And he lives right colorado springs.,Complete this sentence: And he lives right colorado springs.
Yeah because i can remember questions.,Yeah because i cannot remember the questions.,True because i can remember questions.,60.78622307962475,0.8107306,True or False,True or False?
Stay it you be those.,Stay out of it you are not involved in this.,acceptable,3.9082221881547343,0.6741879,acceptable,unacceptable
See this is.,See that is.,acceptable,6.666666666666667,0.73284066,acceptable,unacceptable
Okay i get.,Okay i got.,: Complete this sentence: Complete this sentence: complete this sentence: complete this sentence: okay i get.,12.81262434663202,0.8772601,: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Okay i get.,: Complete this sentence: Complete this sentence: complete this sentence: complete this sentence: complete this sentence: okay i
But i be not volunteer anything.,But i am not volunteering for anything.,Sentence: But i be not volunteer anything.,59.339429471331016,0.8554978,Incomplete sentence: But i be not volunteer anything.,Sentence completion: but i be not volunteer anything.
He use tell me.,He used to tell me.,Complete the sentence: He use tell me.,44.04984715391537,0.87040466,Complete the sentence: He use tell me.,Complete the following sentence: He use tell me.
Go to tucson mall and walk morning.,Go over to tucson mall and walk every morning.,Complete this sentence: I went to tucson mall and walked morning.,60.064124781820446,0.8955132,Complete this sentence: I will go to tucson mall and walk morning.,Complete this sentence: I will go to tucson mall and walk morning..
Oh you pulled kitchen.,Oh you pulled the whole kitchen out.,True,2.016129032258064,0.65622914,acceptable,acceptable
And do argue.,And do not argue.,False,3.278688524590164,0.664165,True,True
You could even see far away.,You could not even hardly see very far away.,Complete this sentence:,8.128215993163053,0.6605412,Complete this sentence:,Complete the following sentence:
Like describe growth patterns plant or something.,Like describing growth patterns like a plant or something.,Like describe growth patterns plant or something.,74.8709068170459,0.96000725,Like describe growth patterns plant or something.,Like describe growth patterns plant or something?
As it go.,As it goes.,As it go.,55.55165280284844,0.94440734,As it go.,As it go.
Oh those sounds,Oh that sounds like a good.,Oh those sounds!,29.065761760836477,0.7630613,Oh those sounds!,Oh those sounds.
I say but.,I said but.,I say but.,34.16976027008577,0.9287658,I say but.,I say but.
Luther be glad take theme debate.,Luther was glad to take up the theme of this debate.,in the following sentence: Luther be glad take theme debate.,41.38868444883425,0.9460008,in the third person: Luther be glad take theme debate.,in the third person: Luther be glad take this sentence:
What be that like bottoms.,What is that gelatin like on the bottom.,What be that like bottoms.,33.47549199929222,0.82412636,What be that like bottoms.,What be that like bottoms?
I think you be go go and do uh.,I think you are going to go and do uh a.,Complete this sentence: I think you be go go and do uh.,50.86383223488101,0.9031613,Complete this sentence: I think you be go go go and do uh.,Complete this sentence: I think you be go go and do uh and uh.
And i say.,And i said no just.,Complete the sentence: And i say.,26.93109426136576,0.69808066,Complete the sentence: And i say.,Complete the sentence: i say.
He gives scott.,So he gives scott.,Complete the sentence: He gives scott.,61.371534219055654,0.93339586,Complete the sentence: he gives scott.,Complete the sentence: he gave scott.
Oh you could see their hips bones its spine.,Oh you could see his hips every bone in his spine.,acceptable,2.9411764705882346,0.6262529,unacceptable,unacceptable
Then i go off and worked couple companies and.,Then i went off and worked for a couple of companies and.,acceptable,4.748054316447411,0.6357243,acceptable,Acceptable
Frets come and spend week him and i said no.,A fret to come and spend a week with him and i said no.,unacceptable,3.7037037037037033,0.6800941,unacceptable,unacceptable
She will get angry.,She will just get angry.,Complete the sentence: She will get angry.,53.58906608635673,0.9270414,Complete the sentence: She will get angry.,Complete the sentence: He will get angry.
Let me of here.,Let me out of here.,Let me of here.,63.24720641336293,0.9532976,Let me of here.,Let me off here.
If you want to get drink water or something that.,If you want to get a drink of water or something like that.,Complete this sentence: If you want to get drink water or something that.,65.01504282655924,0.92955333,            ,          .
But you can not look star with microscope.,But you cannot look at the stars with a microscope.,.            ,2.9585798816568047,0.6274766,.            ,. : : : : : : : : : : : 
I can lead.,I can lead.,Complete the following sentence: I can lead.,52.527893239082566,0.96222997,Complete the following sentence: I can run.,Complete the following sentence: I can lead. I can lead.
If i will make ceviche.,If not then i will make ceviche.,            ,0.0,0.73382956,          .,         .
I buy it.,When i bought it.,Complete the sentence: I buy it.,15.457119181968984,0.7930101,Complete the sentence: I like it.,Complete it.
The decisions be made.,The decision was made easier.,Complete the sentence: The decisions be made.,42.524326385752666,0.7589321,Complete the sentence: The decisions be made.,The decisions be made.
But it is one of the things that lot colleges use.,Yes but it is one of the things that a lot of colleges use.,Complete this sentence: But it is one of the things that lot colleges use.,69.57760002585923,0.92995495,Complete this sentence: But it is one of the things that lot colleges uses.,Complete this sentence: But it is one of the things that lot colleges use. complete this sentence:
I need to get caught my work.,I need to get caught up on my work.,Complete the sentence: I need to get caught my work.,66.13124737316558,0.8519027,Complete the sentence: I need to get caught up my work.,Complete the sentence: I need to get caught up on my work.
Could i call while,Could i call right here while.,Could i call while you're here?,50.72201663653202,0.942909,Could i call while i'm here?,Could i call while i'm in the shower?
You do see them.,You did not see them.,You do see them.,51.24569436981405,0.8527229,You do see them.,You do see them.
Yeah psychotherapist lisa.,Yeah psychotherapist lisa.,True,2.4999999999999996,0.6832756,True,True
See let us say that be.,See let us say that is approximately.,Let us say that be.,34.509309155285834,0.8405528,Let us say that be.,Complete the following sentence: See let us say that be.
You know cars.,You know about cars.,True,3.4722222222222223,0.7199959,True,True
I do know i mean i have not.,I do not really know i mean i have not.,acceptable,3.846153846153846,0.6705046,unacceptable,unacceptable
Get some entertainment.,Get some entertainment.,Complete the sentence: Get some entertainment.,82.16207520098384,0.9533303,Complete the sentence: Get some entertainment.,Get some entertainment.
You are now standing one those diversion tunnels.,You are now standing in one of those old diversion tunnels.,Complete this sentence: You are now standing one those diversion tunnels.,66.85457691543569,0.92788047,Complete this sentence: You are now standing one those diversion tunnels.,Complete this sentence: You are now standing on the diversion tunnels.
Eight or ocho and uh huit in french thank you.,Eight or ocho in spanish and uh huit in french thank you very much.,Eight or ocho and uh huit in french thank you.,64.60930713151171,0.9747007,Eight or ocho and uh huit in french thank you.,Eight or uh huit in french thank you.
Which means you have go the workshop.,Which means you have to go through the workshop.,Complete this sentence: Which means you have go the workshop.,65.11169332735412,0.89215624,Complete this sentence: Which means you have to go the workshop.,Complet this sentence: Which means you have go the workshop.
I do no.,No i did no.,I do no.,17.035552736452285,0.85679007,I do no.,I do yes.
They have heard.,They had heard of each other.,Completion of the sentence: They have heard.,32.028909018512536,0.8154383,Completion of the sentence: They have heard.,Complete the sentence: They have heard.
Well we would like have this option.,Well we would like to have that as an option.,Complete this sentence: Well we would have this option.,49.57518947842479,0.9012283,Complete the sentence: Well we would have this option.,Complete this sentence: Well we would like to have this option.
Get into what i be get.,Get into what i am getting into.,Get into what i be get.,47.94004559541285,0.9392185,Get into what i be get?,True
He rinse peroxide or something.,Maybe he rinsed with peroxide or something.,Complete the sentence: He rinse peroxide or something.,59.38174774414014,0.9209586,Complete the sentence: He rinse peroxide or something.,Complete the sentence: He rinsed peroxide or something.
I do enjoy,I did not enjoy.,acceptable,2.688172043010753,0.65106237,acceptable,Complete the following sentence:
Yeah what happened.,Yeah what happened.,Complete the sentence: Yeah what happened.,78.2789392642038,0.9455857,Okay what happened.,Complete the sentence: yeah what happened.
I say well.,I says well.,I say well.,49.477358913609194,0.9382199,I say well.,I say well.
