Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
And yet they are married.,And yet when they are married.,And yet they are married.,72.94487312518616,0.8834647,And yet they are married.,And yet they are married.
Do tell him or do tell carolyn.,Do not tell him or do not tell carolyn.,Do not tell him or do not tell carolyn.,100.0,1.0,Do not tell him or do not tell carolyn.,Do not tell him or do not tell carolyn.
I did want get with fish.,I did not want to get friendly with this fish.,I did not want to get along with the fish.,58.62043375732712,0.9639418,I did not want to get along with the fish.,I did not want to get along with fish.
You are work the register many years and then.,When you are working the registers so many years and then.,You are working the register for a long time and then.,60.43749918375904,0.95431364,You are working the register for a lot of years and then.,You are working the register for a very long time and then.
It would be blocked too much.,It would be blocked off too much.,It would be blocked too much.,78.87820798033032,0.9612366,It would be blocked too much.,It would be blocked too much.
Listen the bakers.,Listen to the bakers.,Listen to the bakers.,100.0,0.9999999,Listen to the bakers.,Listen to the bakers.
What i would like you do is put cans please.,What i would like you to do is put those cans away please.,What i would like you to do is put the cans please.,76.46777480814217,0.8917632,What i would like you to do is put in a can please.,What i would like you to do is put in the can please.
We have get kind times constraints here what wha,We have got some kind of time constraint here what uh wha.,We have got a kind of limited time here what whaa.,44.07909540541119,0.9367819,We have got a kind of limited time here on what whaa.,We have got a kind of limited time here what wha.
I do know if.,Now i do not know if.,I do not know if.,73.18090547857871,0.9605584,I do not know if.,I do not know if.
I think it is big.,I think it is at the big.,I think it is big.,57.60062700744655,0.88968146,I think it is big.,I think it is big.
Yes she do.,Yes she does.,Yes she does.,100.0,1.0,Yes she does.,Yes she does.
Do get out your seat permission.,Do not get out of your seat without permission.,Do not get out of your seat with permission.,86.09299625623683,0.97909063,Do not get out of your seat with permission.,Do not get out of your seat without permission.
Rider possesses wills.,The rider possesses free will.,The rider possesses a will.,73.53072719725142,0.95519763,The rider possesses the will.,The rider possesses the will.
You pick your sizes.,You pick out your size.,You pick your size.,67.64711450656517,0.9719034,You pick your size.,You pick your sizes.
Mister perrot will take questions.,So mister perrot will take questions.,Mister perrot will take your questions.,80.38929989851617,0.9714104,Mister perrot will take your questions.,Mister perrot will take the questions.
Well try couple spoonfuls.,Well try a couple spoonfuls.,Well try a couple spoonfuls.,100.0,1.0000002,Well try a couple spoonfuls.,Well try a couple spoonfuls.
Oh and it is tiring.,Oh and it is really tiring though.,Oh and it is tiring.,43.09079621092441,0.97953665,Oh and it is tiring.,Oh and it is tiring.
Do say nothing newt tonights.,Do not say nothing about newt tonight.,Do not say anything newt tonight.,61.19306922335181,0.9139676,Do not say anything newt tonight.,Do not say anything newt tonight.
Just keep them the right.,Just keep them on the right.,Just keep them on the right.,100.0,1.0000001,Just keep them in the right place.,Just keep them in the right place.
They travel all worlds.,They travel all over the world.,They travel all over the world.,100.0,1.0000005,They travel all over the world.,They travel all the world.
Leave crowd they take him as he was.,Leaving the crowds behind they took him along just as he was.,Leave the crowd they took him as he was.,51.91043131016383,0.91652596,Leave the crowd they took him as he was.,Leave the crowd they took him as he was.
And liza had go something so they be babysitting cassandra.,And liza had to go do something so they are stuck babysitting cassandra.,And liza had gone somewhere so they were babysitting cassandra.,57.91330664358315,0.9400509,And liza had gone somewhere so they were babysitting cassandra.,And liza had gone somewhere so they were babysitting the cassandra.
You had look.,You had to look close.,You had to look.,66.0314545761798,0.8836705,You had to look.,You had to look at.
I think i was able keep stuff.,I think i was able to keep up with that stuff.,I think i was able to keep this stuff.,66.56731524659735,0.86248404,I think i was able to keep all this stuff.,I think i was able to keep all of this stuff.
But we uh we have ones.,But we uh we had this one.,But we uh we have one.,58.86822499293578,0.88580436,But we uh we have the ones.,But we uh we have a few.
You walked his studios or.,You walked into his studio or.,You walked through his studio or.,69.84567074399767,0.96713644,You walked through his studio or.,You walked into his studio or.
You can testify two of them.,So you can testify to two of them.,You can testify two of them.,74.6651761075934,0.976714,You can testify two of them.,You can testify about two of them.
So she be just going watch.,So she is just going to watch.,So she is just going to watch.,100.0,1.0000002,So she is just going to watch.,So she is just going to watch.
I used use it and find.,I used to use it and found.,I used to use it and find.,78.51276723432792,0.99305737,I used to use it and find.,I used to use it and find it.
And i can access file.,And i cannot access the file.,And i can access the file.,75.72290736770455,0.8035058,And i can access the file.,And i can access my file.
Ah you suck.,Ah you suck.,Ah you suck.,100.0,1.0000004,Ah you suck.,Ah you suck.
Turn to anything.,Turn in to anything.,Turn to anything.,76.61452773814783,0.93532777,Turn to anything.,Turn to anything.
Times i go out there they be.,By the time i went out there again they were still.,The times i go out there they are.,33.24425646683737,0.7395851,Every time i go out there they are.,How often i go out there they are.
Do bother her.,Do not bother with her.,Do not bother her.,63.31935566544045,0.88027704,Do not bother her.,Do not bother her.
And go uh south africa.,And went to uh south africa.,And go uh south africa.,67.82709617936602,0.93456745,And then go uh south africa.,And go to uh south africa.
And he comes the cafeterias.,And then he comes into the cafeteria.,And he came to the cafeteria.,54.538788954276654,0.9515183,And he came to the cafeteria.,And he came into the cafeteria.
Well i am you do hurt yourself it be lesson.,Well i am glad you did not hurt yourself it is a cheap lesson.,Well i am not you do not hurt yourself it is a lesson.,61.9900966716007,0.8773446,Well i am not you do not hurt yourself it is a lesson.,Well i am not you do not hurt yourself it is a lesson for.
And what you wrote.,Then the and what you wrote.,And what you wrote.,65.18012012882424,0.93510234,And what you wrote.,And what you wrote.
And it be hard scrape meeting.,And it was hard to scrape up a meeting.,And it is hard to scrape up a meeting.,84.38353913456525,0.9702455,And it is hard to scrape up a meeting.,And it is hard to scrape the meeting.
Put coes ums.,Put the co in um.,Put on the coes ums.,34.59614337867817,0.8682668,Put in the coes um.,Put in the coes ums.
They look phantom stairstepper.,They look like the phantom stairsteppers.,They look like a phantom stairstepper.,79.17096390035829,0.9221969,They look like a phantom stairstepper.,They look like a phantom stairstepper.
Well what happened.,Well what happened.,Well what happened.,100.0,1.0000005,Well what happened.,Well what happened.
Yeah i kn.,Yeah i kn.,Yeah i kn.,100.0,1.0,Yeah i kn.,Yeah i knn.
This is state has roads go on.,This is where the state has roads going on.,This is the state has a road going on.,59.88929269617964,0.9699059,This is the state has a road going on.,This is the state has no roads going on.
And you got have a bunches workers.,And you got to have a bunch of workers.,And you got a bunch of workers.,72.76322998263586,0.94341946,And you got a bunch of workers.,And you got a bunch of workers.
Ones that be marked.,The ones that are marked.,One that is marked.,37.17367787767734,0.9164593,One that is marked.,One that is marked.
Give me break.,Give me a break.,Give me a break.,100.0,0.99999976,Give me a break.,Give me a break.
She have little threeyearold daughter.,She had a little threeyearold daughter.,She has a little threeyearold daughter.,88.56061163721228,0.9794096,She has a little threeyearold daughter.,She has a little threeyearold daughter.
Around and what you could do be.,Around and what you could do is sort of round these.,Around and what you could do is.,62.33473563343506,0.9320154,Around and what you could do is.,Around and what you could do is.
I have take them again.,So i have to take them again um.,I have to take them again.,76.57854382889595,0.9802481,I have to take them back again.,I have to take them back.
They eat vegetables matter.,They eat more vegetable matter.,They eat the vegetables matter.,66.20685393511481,0.9426882,They eat the vegetables matter too.,They eat the vegetables the matter.
It would hurt you.,It would not hurt you.,It would hurt you.,65.33351836505697,0.83914673,It would hurt you.,It would hurt you.
Might as get everything.,Might as well get everything.,Might as well get everything.,100.0,1.0000001,Might as well get everything.,Might as well get everything else.
You have to focus once.,You have to focus at once.,You have to focus once.,76.24037649780017,0.9313189,You have to focus on once.,You have to focus on one at a time.
I be wondering how these be like so.,I was wondering how that was like so perfectly straight.,I am wondering how these are like so.,39.27383776697535,0.7311038,I am wondering how these are like so.,I am wondering how these are like so.
Bring twothirds to the sides.,Just bring twothirds over to the other side.,Bring two thirds to the side.,48.3686882495362,0.91838825,Bring two thirds of the way to the side.,Bring two thirds to the sides.
Order overcome your fear we must face our fears.,In order to overcome our fears we must face our fears.,In order to overcome your fear we must face our fears.,85.17791128327147,0.9907991,In order to overcome your fear we must face our fears.,To overcome your fear we must face our fears.
Of i did not like him.,First of all i did not like him.,Of course i did not like him.,59.71572064819127,0.9332847,Of course i did not like him.,Of course i did not like him.
You you probably read examiners article i read.,You you probably read the same examiner article i read.,You you probably read the examiners article i read.,82.78082092785786,0.96654963,You you probably read the examiners article i read.,You you probably read the examiners article i read.
And we will see what happen big old balloon.,And we will see what happens to this big old balloon.,And we will see what happens with the big old balloon.,80.34788021601639,0.9908128,And we will see what happens to the big old balloon.,And we will see what happens to that big old balloon.
But committees need be.,But these committees need to be active.,But committees need to be.,59.032746965407824,0.9301603,But committees need to be.,But committees need to be.
That it works.,That it works great.,That it works.,63.42658818377607,0.9570315,That it works.,That it works.
Jesus loves you.,Jesus loves you.,Jesus loves you.,100.0,1.0000005,Jesus loves you.,Jesus loves you.
But i got it market.,But i got it at a reputable market.,But i got it in the market.,49.66209992557681,0.90587324,But i got it on the market.,But i got it at the market.
You have not read book so you do know.,You have not read the book so you do not know.,You have not read a book so you do not know.,84.28362542414224,0.9383948,You have not read a book so you do not know.,You have not read a book so you do not know.
Let me ask you one thing.,Let me ask you one other thing.,Let me ask you one thing.,68.9409522915008,0.91983056,Let me ask you one thing.,Let me ask you one thing.
Because he have go.,Because he had to go overseas.,Because he has to go.,49.90344982247504,0.8409419,Because he has to go.,Because he has to go.
Fight us and leave countries.,Fight against us and leave the country.,Fight us and leave the country.,74.6456921397797,0.97926986,Fight us and leave the country.,Fight us and leave the countries.
I like we can sit down,I like when we can sit down to.,I like we can sit down and just sit down.,58.09309613101191,0.9401465,I like we can sit down and relax.,I like we can sit down and just sit down and.
And he travel the world.,And he traveled all over the world.,And he travels around the world.,59.187699821768355,0.93384045,And he travels around the world.,And he travels the whole world.
I have wait a times.,I have waited a long time.,I have to wait a few times.,33.48317689648959,0.8239713,I have to wait a few times.,I have to wait a lot.
Accounts and know people the theatre.,On account of russian and knowing so many people in the theatre.,Accounts and know people in the theatre.,52.47192618001281,0.87140393,Accounts and know people in the theatre.,Accounts and know people in the theater.
But sky was get brighter him.,But the sky was getting brighter behind him.,But the sky was getting brighter for him.,76.91288682508494,0.9464083,But the sky was getting brighter for him.,But the sky was getting brighter for him.
Came out of mountains.,Never came down out of the mountains.,Came out of the mountains.,61.392662147451716,0.8077611,Came out of the mountains.,Came out of the mountains.
Make this decadent and and.,Make this really decadent and rich and.,Make this decadent and and.,54.14414877976795,0.94729066,Make this decadent and and.,Make this decadent and and.
I be really to hear that person their twenty.,I was just really amazed to hear that people in their twenties.,I am really interested to hear that person their twenty.,53.409389759308645,0.83074546,I am really sad to hear that person in their twenty.,I am really interested to hear that person in their twenty.
I be going have cat in my apartment.,I am going to have a cat in my apartment.,I am going to have a cat in my apartment.,100.0,0.99999976,I am going to have a cat in my apartment.,I am going to have a cat in my apartment.
They were try figure the bill.,He like needed they were trying to figure out the bill.,They were trying to figure out the bill.,73.52037526480908,0.9445227,They were trying to figure out the bill.,They were trying to figure out the bill.
Tha that reassurance of what come it.,Tha that some reassurance of what comes out of it.,Tha that reassurance of what came out of it.,68.77819401060479,0.9252605,Tha that reassurance of what came after it.,Tha that reassurance of what came before it.
I know it be year too i see.,I know it is on this year too i saw.,I know it is a year too i see.,57.19352684334266,0.88775766,I know it is a year too i see.,I know it is a year too soon i see.
That sounds like fun.,That sounds like fun though.,That sounds like fun.,71.96396358389418,0.95801544,That sounds like fun.,That sounds like fun.
He goes they.,He goes they.,He goes to them.,57.994768727899405,0.88214576,He goes to them.,He goes on they.
That mean there was two.,That means there was two in a.,That means there was only two.,72.2437432054089,0.86426866,That means there was only two.,That means there was only two of them.
I be go switch i think and.,No i am going to switch i think and.,I am going to switch i think and.,89.59354225357336,0.97948605,I am going to switch i think and.,I am going to switch off i think and.
They knew to go station.,So they knew to go to station o.,They knew to go to the station.,70.81981303720434,0.92487776,They knew to go to the station.,They knew to go to station.
You know light horses.,For you know the light horse.,You know the light horses.,78.76161579216604,0.9437913,You know the light horses.,You know the light horses.
Be because uh these new formulas.,Is because uh with these new mathematical formulas.,Be because uh these new formulas.,50.420510903338965,0.92933625,Be because uh this new formula.,Be because uh this new formula.
I am go to rent it.,So no i am going to rent it.,I am going to rent it out.,70.47037217012756,0.88202035,I am going to rent it out.,I am going to rent it.
I be going start there.,I am going to start over there.,I am going to start from there.,71.69438170525127,0.91534746,I am going to start there.,I am going to start from there.
No they did need one there.,No they did not need one there.,No they did not need one there.,100.0,1.0,No they did not need one there.,No they did not need one here.
God be revealing himself jacob and god reveals himself us.,So god was revealing himself to jacob and god reveals himself to us.,God is revealing himself to jacob and god reveals himself to us.,88.79717606351527,0.98713446,God is revealing himself to jacob and god reveals himself to us.,God is revealing himself to jacob and god reveals himself to us.
Because you touch you do shoot.,Because when you touch you do not shoot.,Because you touch you do not shoot.,80.41253601298145,0.97797734,Because you touch you do not shoot.,Because you touch you do not shoot.
You sound stephanie now.,You sound like stephanie now.,You sound like stephanie now.,100.0,1.0,You sound like stephanie now.,You sound like stephanie now.
Yes they put stuff that was three times money.,Yes they put up stuff that was worth three times the money.,Yes they put stuff that was three times the money.,75.62735191360629,0.9560774,Yes they put stuff that was three times as much money.,Yes they put stuff that was three times that money.
Mary lou its cousin used always.,Mary lou my cousin used to always.,Mary lou its cousin used to always.,81.1857682588612,0.96454895,Mary lou its cousin used to.,Mary lou his cousin used to.
They have coffee houses.,They all have coffee houses.,They have coffee houses.,76.62876853717869,0.9312205,They have coffee houses.,They have a coffee house.
My moms do know what do get me.,My mom does not know what to do to get me out.,My mom does not know what does get me.,65.06524331777148,0.8705231,My mom does not know what does get me to.,My mom does not know what does get me in.
Midwife said these mother they be have babies without us.,The midwives said well these mothers they are having the babies without us.,The midwife said to these mothers they were having babies without us.,67.94298709425057,0.9609357,The midwife said to these mothers they are not going to have babies without us.,The midwife said to these mothers they are not going to have babies with us.
Sat sat boards itself have say.,The sat the sat board itself has said.,Sat sat on the board itself has said.,66.43395695457468,0.8923927,Sat sat on the board itself has a say.,Sat sat on the board itself had a lot to say.
I be talking greg on friday.,I was talking to greg on friday.,I am talking to greg on friday.,84.89467577916403,0.9468674,I am talking with greg on friday.,I am talking with greg on friday.
Livings room the loveseats be.,In the living room where the loveseat was.,The living room the loveseat is.,59.331832075272786,0.95146894,In the living room the loveseat is the.,In the living room the loveseat is the best.
And he hopp water.,And he hopped into the water.,And he hopps into the water.,79.03101848148304,0.95585424,And he hopps through the water.,And he hopps on the water.
The youm i forget what they call it.,In the little youm i forget what they call it.,The youm i forgot what they call it.,64.41837190065614,0.9466584,The youm i forgot what they call it.,The youm i forgot what they call it.
Twenty years they could let guy go.,After twenty years they could let the guy go.,Twenty years they could not let the guy go.,76.39005192006371,0.91894317,Twenty years they could not let the guy go.,Twenty years they could not let a guy go.
I do think i be.,I do not think i am.,I do not think i am.,100.0,0.99999964,I do not think i am.,I do not think i am pretty.
You would want.,You would want the.,You would want.,74.26348668366175,0.9436151,You would want.,You would want.
Yes i see.,Yes i see.,Yes i see.,100.0,0.9999997,Yes i see.,Yes i see.
Am i go.,How am i going to.,Am i going.,42.61639846895171,0.8806063,Am i going.,Am i going down.
Like he be just like recruit us right dinner tables.,Like he was just like recruiting us right off of the dinner table.,Like he is just like recruiting us right at the dinner table.,77.97014858608848,0.9582571,Like he is just like recruiting us right at the dinner table.,Like he is just like recruit us right at the dinner table.
I do know person can do it.,I do not know how a person can do it.,I do not know a person can do it.,85.97703335561579,0.9209622,I do not know how a person can do it.,I do not know a person can do that.
So she say it has not been day.,So she says it has not been a good day.,So she said it has not been a day.,62.07666405589768,0.8128476,So she said it has not been a day.,So she said it has not been a day.
Oh i did know you be frederick.,Oh i did not know you were so talented frederick.,Oh i did not know you were frederick.,70.12394333118073,0.8780134,Oh i did not know you were frederick.,Oh i did not know you were frederick.
So jamie old lady go and yelled them.,So jamie the old lady went and yelled at them.,So jamie old lady went and yelled at them.,87.75374823531824,0.99438477,So jamie old lady went and yelled at them.,So jamie old lady went and yelled at them.
And knowledge and pursuit ums spirituality has taken on form.,And knowledge and the pursuit of um spirituality has taken on many forms.,And knowledge and pursuit of ums spirituality has taken on a new form.,75.6673605299119,0.91438174,And knowledge and pursuit of ums spirituality has taken on a new form.,And knowledge and pursuit um spirituality has taken on a new form.
They try really great pant and they look in them.,They try on these really great pants and they look really good in them.,They try really great pants and they look good in them.,70.6500764689969,0.9810202,They try really good pants and they look really good in them.,They try really good pants and they look great in them.
They put new woodworks along bottoms and woodworks windows.,They put new woodwork along the bottom and all new woodwork around the windows.,They put a new woodwork along the bottom of the window.,57.374564508209524,0.9370675,They put a new woodwork along the bottom of the woodwork window.,They put a new woodwork along the bottom of the woodworks and woodworks windows.
He get and he would pull thing.,He got up there and he would pull that thing out.,He got and he would pull the thing out.,65.27934439951389,0.9411509,He got and he would pull the thing.,He got and he would pull this thing.
She need get into some campus group.,She needs to get into some in campus group.,She needs to get into some campus group.,86.90678698190393,0.9917908,She needs to get into some campus group.,She needs to get into some campus group.
You can get.,S you can get out.,You can get.,52.77720836620543,0.8183623,You can get.,You can get.
Pick ones you want then.,Pick which ones you want then.,Pick which ones you want then.,100.0,1.0000004,Pick the ones you want then.,Pick one you want then.
But like i say things will work.,But uh like i say things will work out for the best.,But like i said everything will work out.,48.6162595556229,0.9358326,But like i said everything will work.,But like i said it will work.
Hm should i turn radio stati.,Hm should i turn on the radio stati.,Hm should i turn off the radio stati.,85.6732429077237,0.91790766,Hm should i turn off the radio stati.,Hm should i turn off the radio stati.
I meet psychotherapist.,I meet this psychotherapist.,I met a psychotherapist.,67.63876667640251,0.9628744,I met a psychotherapist.,I met a psychotherapist.
Who want eat it.,Who wants to eat it.,Who wants to eat it.,100.0,1.0000002,Who wants to eat it.,Who wants to eat it.
That that your makeup determines who you are.,That that your genetic makeup largely determines who you are.,That that your makeup determines who you are.,64.99741438945219,0.8736335,That that your makeup determines who you are.,That that your makeup determines who you are.
I always comment them.,I always comment on them.,I always comment on them.,100.0,0.9999999,I always comment on them.,I always comment on them.
You know faces be too big.,You know the face is not too big.,You know the faces are too big.,68.60342794556549,0.7823614,You know faces are too big.,You know your faces are too big.
I come just this.,I just come just like this.,I came just to this.,34.517746734248064,0.8577454,I came here just like this.,I came here just like that.
So it just goes the trash this.,So it just goes in the trash like this.,So it just goes to the trash here.,55.80181231551108,0.93716633,So it just goes to the trash here.,So it just goes in the trash like this.
If you check it.,If you check it out.,If you check it.,75.42104810109485,0.94434834,If you check it.,If you check it.
Actually those help you have backache.,Actually that helps when you have a backache.,Actually those help you have backache.,58.55153076506561,0.90708816,Actually those help you have backache.,Actually those help you have back pain.
I can fit balloons ittybitty container.,So i can fit all those balloons into this little ittybitty container.,I can fit the balloons in the ittybitty container.,60.21781808941494,0.9411775,I can fit the balloons into the ittybitty container.,I can fit the balloons in a ittybitty container.
I get out of it be the name of book.,So all i got out of it was the name of the book.,I got out of it with the name of the book.,70.45501378977607,0.8907089,I got out of it was the name of the book.,I got out of it in the name of the book.
I think that be going go.,I think that is going to go.,I think that is going to go.,100.0,1.0000001,I think that is going to go.,I think that is going to go.
Look at word keep coming.,Look at this word w keeps coming up.,Look at the word keep coming.,47.50898633640238,0.83628106,Look at the word keep coming.,Look at the word keeps coming up.
I take that a good sign.,I took that as a pretty good sign.,I take that a good sign.,43.05107293395221,0.94451207,I take that a good sign.,I take that as a good sign.
Be she work.,Is she working.,Is she working.,100.0,0.9999998,Was she working.,Is she working hard.
Should you steal why should you shoot.,Why should not you steal why should not you shoot.,Should you steal why should you shoot.,63.5213011987821,0.9243139,Should you steal why should you shoot.,Should you steal why should you shoot.
They eat food.,They only eat live food.,They eat food.,33.05698096614415,0.802518,They eat food.,They eat food.
Than brazilians do it.,Different than brazilians do it.,Than brazilians do it.,65.23020846054031,0.89394957,Than brazilians do it.,Than brazilians do it.
You might have.,You might have to.,You might have.,79.21892115428204,0.8405801,You might have.,You might have.
Mister roberts do you have conversation.,Mister roberts did you have any conversations.,Mister roberts do you have a conversation.,72.13742615669324,0.9388638,Mister roberts do you have a conversation.,Mister roberts do you have a conversation with.
I do know how old it is.,So i do not know how old it is.,I do not know how old it is.,86.97119987189801,0.98588663,I do not know how old it is.,I do not know how old it is.
I still have not find sauces.,I still have not found the sauce.,I still have not found the sauce.,100.0,1.0000002,I still have not found the sauce.,I still have not found any sauce.
You stay right with me.,You stay right here with me.,You stay right with me.,70.08809144251329,0.9582838,You stay right with me.,You stay right with me.
We have several scars in barn from people bounce trees.,We have several scars in this barn from people bouncing off of trees.,We have several scars in the barn from people who bounce around the trees.,67.74809173686718,0.9806038,We have several scars in the barn from people who bounced around the trees.,We have several scars in the barn from people who bounced off the trees.
I would never be handle it.,I would never be able to handle it.,I would never be able to handle it.,100.0,1.0,I would never be able to handle it.,I would never be able to handle it.
They saw mako.,They saw mako.,They saw mako.,100.0,0.9999999,They saw mako.,They saw mako.
You can do these.,Sometimes you can do that.,You can do this.,38.62285869382394,0.85550296,You can do this.,You can do this.
You know there is not girl farrier around.,You know there is not really any girl farriers around anywhere.,You know there is not a girl farrier around.,56.61611473187499,0.9316733,You know there is not a girl farrier around.,You know there is not a girl farrier around.
It smell good.,It smells good.,It smells good.,100.0,0.99999976,It smells good.,It smells great.
What would i be her.,What would i be without her.,What would i be like for her.,55.00570706520364,0.8567988,What would i be like for her.,What would i be like to her.
Call night and say make a note potassium though.,Call out last night and say make a note for potassium though.,Call at night and say make a note about potassium though.,74.2344346874183,0.9531473,Call at night and say make a note of potassium though.,Call at night and say make a note of potassium though.
You know listen.,A long you know listen.,You know listen.,67.3599772366625,0.87294215,You know listen.,You know listening.
I mean he does seem.,I mean he does not seem to.,I mean he does not seem to.,100.0,0.9999995,I mean he does not seem to.,I mean he does not seem to mind.
I did touch it.,I did not even touch it.,I did not touch it.,62.056075065709614,0.9754556,I did not touch it.,I did not touch it.
I say oh.,I said oh.,I say oh.,28.372965347755258,0.93232024,I say oh.,I say oh.
And make it standard habits.,And just make it a standard habit.,And make it a standard habit.,78.55145318114673,0.9881308,And make it a standard habit.,And make it a standard habit.
I got it.,I never got it.,I got it.,40.29366226625001,0.77854395,I got it.,I got it.
Yeah we did have it the dining room.,Yeah we did have it once in the dining room.,Yeah we did not have it in the dining room.,73.07491632452455,0.83879966,Yeah we did not have it in the dining room.,Yeah we did not have it in the dining room.
He will get too.,He will get too hyper.,He will get too.,66.0314545761798,0.8121432,He will get too.,He will get too.
No i did bring your set keys.,No i did not bring your set of keys.,No i did not bring your set of keys.,100.0,1.0,No i did not bring your set of keys.,No i did not bring your set keys.
The foods be like unique.,The food is like all unique.,The food is like unique.,74.44930607922377,0.9755596,The food is like unique.,The food is like very unique.
See we need to ask ourselves question single day.,See we need to ask ourselves that question every single day.,See we need to ask ourselves this question every single day.,90.38448099971822,0.9956882,See we need to ask ourselves these questions every single day.,See we need to ask ourselves this question every day.
God turn volumes let me here.,God turn the volume down let me out of here.,God turn the volumes let me here.,59.135295793930545,0.8577117,God turn the volume let me here.,God turn the volume and let me here.
Oh men look that.,Oh man look at that.,Oh men look at that.,76.42031579531579,0.94093394,Oh men look like that.,Oh men look like that.
Let me know.,Just let me know.,Let me know.,59.7508619183905,0.95965004,Let me know.,Let me know.
I mean that looks of like black person.,I mean that looks kind of like a black person.,I mean that looks like a black person.,77.75711793584938,0.98254776,I mean that looks kind of like a black person.,I mean that looks of like a black person.
Nervous you know.,Kind of nervous you know.,Nervous you know.,66.15834660365685,0.964167,Nervous you know.,Nervous you know.
I would have.,I would have.,I would have.,100.0,1.0000002,I would have.,I would have.
You can like people go cuba times.,You can like people go to cuba all the time.,You can like people going to cuba at times.,67.01294936351864,0.9042859,You can like people going to cuba at the times.,You can like people going to cuba at the time.
I knew i do like guys.,I just knew i did not like the other guy.,I knew i did not like that guy.,58.5658909929201,0.93534255,I knew i did not like the guys.,I knew i did not like the guys.
So she goes and gets mother.,So she goes and gets the mother.,So she goes and gets her mother.,77.88668939755897,0.975028,So she goes and gets her mother.,So she goes and gets mother.
I just played basketballs main beach.,I just played basketball at main beach.,I just played basketball on the main beach.,83.74482485656574,0.98441535,I just played basketball on the main beach.,I just played basketball on the beach.
Look mean you be being.,Look how mean you are being.,Looks like you are being.,55.3493873140533,0.8064518,Looks like you are being.,Looks like you are being the.
How did he do.,How did he do here.,How did he do that.,61.45049395049396,0.8245789,How did he do.,How did he do.
You argue me enough i changed my mind.,You argued with me long enough i changed my mind.,You argue with me enough that i changed my mind.,66.32355699601307,0.96500313,You argue with me enough i changed my mind.,You argue with me enough i changed my mind.
Taste this fudge.,Taste this fudge.,Taste this fudge.,100.0,1.0,Taste this fudge.,Taste this fudge.
I think though it is neat watch them.,I think though it is really neat to watch them.,I think though it is neat to watch them.,78.41629494885616,0.99132836,I think though it is neat to watch them.,I think though it is neat to watch them.
He look like guy.,He looks like that guy.,He looks like a guy.,63.43319060660594,0.9076563,He looks like a guy.,He looks like a guy.
We will put it business basis.,We will put it on a business basis.,We will put it on a business basis.,100.0,1.0,We will put it on business basis.,We will put it on business basis.
She says we are having them do exercises.,She says now we are having them do uh exercises.,She says we are having them do exercises.,74.12482367924368,0.978894,She says we are having them do some exercises.,She says we are having them do some exercise.
And he lives right colorado springs.,And he lives right here in colorado springs.,And he lives right in colorado springs.,82.78497068629254,0.97140294,And he lives right in colorado springs.,And he lives right here in colorado springs.
Yeah because i can remember questions.,Yeah because i cannot remember the questions.,Yeah because i can remember all the questions.,77.59450218428547,0.81319726,Yeah because i can remember the questions.,Yeah because i can remember all of the questions.
Stay it you be those.,Stay out of it you are not involved in this.,Stay it you are like that.,27.756419278740584,0.7035769,Stay it for you to be like that.,Stay it you are the same.
See this is.,See that is.,See this is.,40.317460317460316,0.9282566,See this is awful.,See this is very interesting.
Okay i get.,Okay i got.,Okay i got.,100.0,1.0000002,Okay i got.,Okay i got.
But i be not volunteer anything.,But i am not volunteering for anything.,But i am not volunteering anything.,83.23063607815023,0.9623154,But i am not volunteering anything.,But i am not volunteering anything at all.
He use tell me.,He used to tell me.,He used to tell me.,100.0,0.9999999,He used to tell me.,He used to tell me.
Go to tucson mall and walk morning.,Go over to tucson mall and walk every morning.,Go to the tucson mall and walk the morning.,61.481885741898445,0.9632529,Go to the tucson mall and walk the morning.,Go to the tucson mall and walk the first morning.
Oh you pulled kitchen.,Oh you pulled the whole kitchen out.,Oh you pulled out the kitchen.,59.27980947545376,0.948915,Oh you pulled out the kitchen.,Oh you pulled the kitchen out.
And do argue.,And do not argue.,And do not argue.,100.0,1.0000001,And do not argue.,And do not argue.
You could even see far away.,You could not even hardly see very far away.,You could even see far away.,43.30395970755651,0.9027134,You could even see far away.,You could even see far away.
Like describe growth patterns plant or something.,Like describing growth patterns like a plant or something.,Like describe the growth patterns of plants or something.,67.5537073052732,0.9512545,Like describe the growth patterns of plants or something.,Like describe the growth patterns of plants or something.
As it go.,As it goes.,As it goes.,100.0,1.0000004,As it goes.,As it goes.
Oh those sounds,Oh that sounds like a good.,Oh that sounds so good.,62.36361782681671,0.9165937,Oh that sounds so nice.,Oh that sounds so cool.
I say but.,I said but.,I said but.,100.0,0.9999999,I said but.,I said but.
Luther be glad take theme debate.,Luther was glad to take up the theme of this debate.,Luther is glad to take the theme of the debate.,67.35247612510183,0.9772608,Luther is glad to take a theme debate.,Luther is glad to take a theme for the debate.
What be that like bottoms.,What is that gelatin like on the bottom.,What is that like the bottom.,57.26718397807701,0.85368204,What is that like bottom.,What is that like bottom.
I think you be go go and do uh.,I think you are going to go and do uh a.,I think you are going to go and do uh.,93.93998072390404,0.9840716,I think you are going to go and do uh.,I think you are going to go and do uh.
And i say.,And i said no just.,And i say.,31.14235579023232,0.729841,And i say.,And i say.
He gives scott.,So he gives scott.,He gives scott.,78.07717754893379,0.9862527,He gives scott.,He gives scott a.
